Spectroscopic Data At X=0, Y=0
Wavelength (nm)	Psi (65.00, 70.00, 75.00°)	Delta (65.00, 70.00, 75.00°)									Model	
628.211304	17.701136	161.142181	17.827988	161.386307	11.218681	146.077881	11.378807	146.823456	6.510782	87.069344	6.476860	90.095222	
629.798462	17.666132	161.196014	17.808645	161.434708	11.181879	146.048019	11.353736	146.878830	6.488276	86.870476	6.452278	89.959587	
631.385620	17.636251	161.185440	17.789597	161.482864	11.191368	146.175690	11.329015	146.934235	6.469400	86.528961	6.427979	89.825348	
632.972595	17.615829	161.230820	17.770601	161.530807	11.138019	146.203262	11.304374	146.989380	6.431127	86.673645	6.403848	89.690109	
634.559570	17.596699	161.286346	17.751900	161.578522	11.098837	146.164124	11.280085	147.044571	6.432447	86.579826	6.379996	89.556328	
636.146423	17.585686	161.289780	17.733232	161.626007	11.077864	146.201141	11.255855	147.099472	6.396602	86.362022	6.356301	89.421410	
637.733215	17.561811	161.371979	17.714878	161.673279	11.047242	146.339401	11.231995	147.154449	6.377083	86.214638	6.332889	89.288170	
639.319946	17.531733	161.412796	17.696531	161.720322	11.028702	146.361908	11.208164	147.209106	6.345587	85.951042	6.309618	89.153542	
640.906616	17.538902	161.480560	17.678513	161.767151	11.010640	146.412735	11.184721	147.263855	6.331018	85.677582	6.286634	89.020813	
642.493164	17.504316	161.516342	17.660467	161.813766	10.978645	146.483109	11.161271	147.318253	6.317170	85.841660	6.263774	88.886391	
644.079651	17.490532	161.510834	17.642784	161.860153	10.943145	146.447433	11.138244	147.372787	6.296916	85.552834	6.241211	88.754257	
645.666016	17.484070	161.618439	17.625074	161.906326	10.959326	146.597549	11.115208	147.426987	6.273156	85.471870	6.218771	88.620453	
647.252319	17.463295	161.630386	17.607679	161.952286	10.915255	146.566895	11.092544	147.481247	6.253838	85.274620	6.196602	88.488510	
648.838623	17.439722	161.682648	17.590298	161.998032	10.896086	146.634995	11.069916	147.535248	6.224586	84.981377	6.174570	88.355339	
650.424744	17.416630	161.697220	17.573179	162.043564	10.893229	146.795227	11.047600	147.589233	6.204844	85.066528	6.152784	88.223526	
652.010864	17.418159	161.792206	17.556124	162.088882	10.823977	146.693436	11.025375	147.643021	6.190038	84.685562	6.131155	88.091034	
653.596863	17.371367	161.814453	17.539268	162.134003	10.828253	146.849442	11.003395	147.696732	6.169768	84.619118	6.109741	87.959312	
655.182800	17.344759	161.910065	17.522537	162.178894	10.791241	146.869064	10.981569	147.750305	6.152771	84.555428	6.088505	87.827545	
656.768677	17.334492	161.987793	17.505934	162.223602	10.753065	146.953278	10.959908	147.803757	6.137118	84.143387	6.067452	87.695831	
658.354370	17.309061	162.014664	17.489510	162.268082	10.752087	147.014236	10.938467	147.857101	6.118205	84.037209	6.046600	87.564728	
659.940063	17.320210	162.062653	17.473146	162.312363	10.727531	147.021820	10.917112	147.910248	6.096290	83.975761	6.025898	87.432961	
661.525696	17.292427	161.990295	17.457037	162.356430	10.706616	146.964478	10.896061	147.963409	6.078722	83.734291	6.005424	87.302666	
663.111206	17.275196	162.049942	17.440910	162.400314	10.686918	147.074341	10.875008	148.016266	6.059494	83.814270	5.985065	87.170876	
664.696655	17.273586	162.068802	17.425102	162.443970	10.674350	147.066956	10.854330	148.069214	6.029067	83.749046	5.964960	87.041298	
666.281982	17.235723	162.098724	17.409275	162.487442	10.667801	147.200912	10.833649	148.121872	6.024630	83.448486	5.944967	86.910248	
667.867249	17.230474	162.188553	17.393688	162.530701	10.634031	147.190765	10.813254	148.174515	5.998942	83.153526	5.925190	86.780586	
669.452393	17.230343	162.212463	17.378164	162.573776	10.605557	147.210251	10.792949	148.226959	5.983785	83.181831	5.905558	86.650398	
671.037476	17.217503	162.234955	17.362785	162.616638	10.588055	147.298721	10.772822	148.279312	5.982741	82.795738	5.886100	86.520569	
672.622498	17.180569	162.299255	17.347559	162.659302	10.578177	147.336426	10.752887	148.331558	5.954093	82.869270	5.866820	86.391243	
674.207397	17.154066	162.340591	17.332378	162.701797	10.551413	147.372086	10.733016	148.383591	5.938585	82.617828	5.847673	86.261192	
675.792236	17.170938	162.409866	17.317446	162.744064	10.530089	147.380920	10.713443	148.435654	5.918249	82.384529	5.828738	86.132744	
677.376953	17.134193	162.386337	17.302496	162.786163	10.516754	147.446045	10.693868	148.487411	5.895204	82.372787	5.809911	86.002922	
678.961609	17.115005	162.401627	17.287806	162.828049	10.504867	147.473328	10.674600	148.539215	5.885314	82.140373	5.791296	85.874855	
680.546204	17.115602	162.494232	17.273144	162.869751	10.486070	147.608627	10.655380	148.590790	5.875227	82.307030	5.772805	85.745941	
682.130676	17.102587	162.539963	17.258627	162.911255	10.431776	147.547791	10.636341	148.642273	5.846762	82.038536	5.754480	85.617531	
683.715027	17.081158	162.606262	17.244251	162.952576	10.441523	147.722900	10.617475	148.693649	5.832307	81.777855	5.736318	85.489578	
685.299377	17.080086	162.583527	17.229898	162.993713	10.416451	147.704987	10.598653	148.744812	5.818724	81.709900	5.718275	85.360779	
686.883545	17.057390	162.628128	17.215801	163.034653	10.368478	147.697281	10.580132	148.795990	5.804430	81.475616	5.700435	85.233780	
688.467651	17.043520	162.639893	17.201689	163.075409	10.362131	147.755356	10.561610	148.846909	5.793554	81.238205	5.682697	85.105484	
690.051697	17.033117	162.756592	17.187786	163.115982	10.375341	147.844910	10.543341	148.897797	5.772621	81.176682	5.665143	84.978531	
691.635620	16.989908	162.766113	17.173950	163.156372	10.333872	147.811111	10.525162	148.948532	5.754043	81.077072	5.647720	84.851265	
693.219482	16.996128	162.806015	17.160191	163.196579	10.305106	147.868423	10.507085	148.999084	5.738404	80.967125	5.630430	84.723801	
694.803223	16.970181	162.813370	17.146626	163.236588	10.318213	147.998123	10.489239	149.049622	5.732202	80.708260	5.613313	84.597527	
696.386841	16.968779	162.841614	17.133043	163.276443	10.295750	148.049652	10.471394	149.099884	5.704355	80.571648	5.596295	84.470016	
697.970459	16.949600	162.900360	17.119698	163.316086	10.243128	148.025330	10.453826	149.150177	5.694685	80.528801	5.579463	84.344223	
699.553894	16.946701	162.952530	17.106384	163.355576	10.243775	148.123291	10.436310	149.200256	5.685850	80.249535	5.562744	84.217758	
701.137329	16.924894	162.984131	17.093163	163.394882	10.231797	148.175964	10.418913	149.250198	5.661965	80.064110	5.546158	84.091362	
702.720581	16.915127	163.021988	17.080116	163.433990	10.207522	148.206879	10.401728	149.300095	5.656060	79.970978	5.529734	83.966034	
704.303772	16.885578	163.050705	17.067057	163.472961	10.185734	148.192200	10.384542	149.349731	5.628729	79.896538	5.513404	83.839523	
705.886841	16.861704	163.043640	17.054224	163.511719	10.181503	148.292526	10.367625	149.399399	5.624807	79.761635	5.497251	83.714714	
707.469849	16.873661	163.112030	17.041420	163.550323	10.148705	148.241501	10.350758	149.448853	5.599528	79.695496	5.481206	83.589279	
709.052734	16.843142	163.118317	17.028690	163.588745	10.129054	148.324982	10.333986	149.498154	5.592554	79.372833	5.465283	83.463730	
710.635498	16.837889	163.173187	17.016144	163.626984	10.113647	148.363235	10.317436	149.547424	5.581343	79.257248	5.449518	83.339432	
712.218201	16.822670	163.238373	17.003586	163.665085	10.127844	148.580521	10.300887	149.596451	5.563364	79.411781	5.433846	83.214012	
713.800842	16.803732	163.280701	16.991215	163.702988	10.098139	148.492783	10.284561	149.645462	5.551832	79.081253	5.418329	83.089912	
715.383301	16.813679	163.292191	16.978907	163.740723	10.083541	148.546371	10.268319	149.694305	5.547080	78.780312	5.402927	82.965614	
716.965698	16.770939	163.315704	16.966619	163.778305	10.066821	148.562256	10.252118	149.742935	5.519018	79.113632	5.387628	82.840652	
718.548035	16.794136	163.363541	16.954563	163.815689	10.038198	148.656281	10.236188	149.791611	5.497780	78.937813	5.372492	82.717583	
720.130249	16.759884	163.375168	16.942495	163.852936	10.033624	148.693069	10.220260	149.840042	5.495790	78.650398	5.357448	82.593445	
721.712341	16.715197	163.471466	16.930546	163.890015	9.986219	148.687363	10.204477	149.888367	5.475740	78.619888	5.342532	82.469856	
723.294312	16.730963	163.430847	16.918720	163.926910	9.977058	148.662964	10.188847	149.936615	5.457281	78.401634	5.327744	82.346878	
724.876221	16.735147	163.514435	16.906881	163.963669	9.969296	148.769547	10.173218	149.984619	5.441681	78.218765	5.313046	82.222855	
726.458069	16.712467	163.536972	16.895250	164.000229	9.967627	148.914612	10.157831	150.032639	5.435608	78.108322	5.298498	82.100502	
728.039734	16.686459	163.608734	16.883652	164.036652	9.946950	148.908066	10.142498	150.080475	5.422459	77.797188	5.284050	81.977692	
729.621338	16.671373	163.637222	16.872078	164.072922	9.935908	148.914520	10.127205	150.128113	5.401980	77.654610	5.269700	81.854301	
731.202820	16.667025	163.633835	16.860720	164.109009	9.921416	148.991028	10.112167	150.175781	5.405734	77.265472	5.255499	81.732773	
732.784241	16.665493	163.683151	16.849352	164.144943	9.895082	149.025543	10.097132	150.223206	5.386448	77.269791	5.241384	81.610252	
734.365479	16.638653	163.715866	16.838076	164.180725	9.867266	148.963760	10.082212	150.270523	5.382724	77.273537	5.227382	81.488037	
735.946655	16.663277	163.768951	16.826939	164.216339	9.848213	149.027100	10.067462	150.317795	5.363081	77.189293	5.213506	81.366760	
737.527710	16.649076	163.790009	16.815792	164.251816	9.851384	149.112320	10.052715	150.364822	5.366494	77.014282	5.199714	81.244514	
739.108765	16.596666	163.776749	16.804796	164.287109	9.824536	149.130646	10.038148	150.411804	5.331328	77.168518	5.186048	81.123360	
740.689575	16.620119	163.888199	16.793880	164.322266	9.818765	149.224152	10.023684	150.458679	5.325072	76.573395	5.172488	81.002411	
742.270386	16.608316	163.859116	16.782955	164.357269	9.800792	149.175858	10.009223	150.505310	5.315218	76.632668	5.159011	80.880524	
743.850952	16.573322	163.902527	16.772230	164.392105	9.773633	149.244370	9.994996	150.551971	5.311358	76.715729	5.145670	80.760391	
745.431519	16.590719	163.963684	16.761532	164.426804	9.749503	149.215622	9.980814	150.598450	5.296797	76.329849	5.132420	80.639832	
747.011963	16.531521	163.966751	16.750830	164.461365	9.783167	149.463715	9.966640	150.644714	5.278840	76.359879	5.119252	80.518410	
748.592285	16.546728	163.992889	16.740351	164.495743	9.750772	149.401672	9.952728	150.691010	5.275664	75.892418	5.106223	80.399117	
750.172485	16.551540	164.029831	16.729864	164.529984	9.738798	149.437973	9.938821	150.737091	5.259454	76.170120	5.093273	80.278938	
751.752625	16.523272	164.061432	16.719404	164.564087	9.736248	149.479385	9.924955	150.783005	5.238648	75.962646	5.080411	80.158333	
753.332642	16.542746	164.114059	16.709137	164.598022	9.712293	149.523987	9.911318	150.828934	5.237939	75.737350	5.067677	80.039505	
754.912476	16.540344	164.111862	16.698862	164.631821	9.694494	149.575760	9.897683	150.874649	5.223002	75.538048	5.055021	79.919807	
756.492310	16.483780	164.182129	16.688639	164.665482	9.673018	149.543198	9.884118	150.920212	5.212413	75.827942	5.042457	79.800026	
758.071960	16.467293	164.199768	16.678583	164.698975	9.627841	149.608047	9.870751	150.965759	5.192470	75.124985	5.030011	79.681717	
759.651489	16.449728	164.207565	16.668518	164.732330	9.634686	149.645081	9.857389	151.011108	5.180285	75.279228	5.017641	79.562576	
761.230957	16.457338	164.275925	16.658516	164.765564	9.616205	149.685410	9.844109	151.056320	5.182114	75.214180	5.005364	79.443520	
762.810303	16.475134	164.311615	16.648659	164.798630	9.609125	149.736847	9.831000	151.101486	5.158765	75.322296	4.993197	79.325668	
764.389526	16.441147	164.322418	16.638794	164.831558	9.609348	149.841965	9.817896	151.146454	5.146855	75.287804	4.981106	79.207001	
765.968628	16.425678	164.328384	16.629000	164.864349	9.595678	149.926666	9.804882	151.191299	5.140978	75.141830	4.969106	79.088562	
767.547607	16.409613	164.378311	16.619349	164.896988	9.586626	149.906097	9.792040	151.236115	5.125387	74.859444	4.957213	78.971367	
769.126526	16.404137	164.460312	16.609692	164.929504	9.546778	149.863007	9.779202	151.280731	5.141248	74.623116	4.945394	78.853371	
770.705261	16.405365	164.431992	16.600100	164.961884	9.569082	149.947540	9.766448	151.325226	5.118337	74.201897	4.933664	78.735542	
772.283936	16.380482	164.476440	16.590645	164.994110	9.544562	150.002411	9.753859	151.369675	5.123887	73.796455	4.922036	78.618919	
773.862427	16.356520	164.458359	16.581182	165.026199	9.510496	149.968735	9.741275	151.413925	5.080725	74.099037	4.910481	78.501526	
775.440857	16.365932	164.536285	16.571775	165.058167	9.495998	150.075272	9.728762	151.458054	5.087016	73.897095	4.899012	78.384186	
777.019165	16.376284	164.558350	16.562517	165.089981	9.475580	150.105225	9.716426	151.502151	5.071142	73.783577	4.887643	78.268219	
778.597351	16.366272	164.581772	16.553253	165.121674	9.468912	150.090454	9.704095	151.546051	5.058203	73.899071	4.876347	78.151512	
780.175415	16.353771	164.652420	16.544024	165.153229	9.459764	150.154129	9.691813	151.589798	5.061205	73.573448	4.865129	78.034607	
781.753357	16.345074	164.665436	16.534954	165.184631	9.452010	150.194168	9.679722	151.633545	5.042205	73.386070	4.854012	77.919289	
783.331177	16.328011	164.705353	16.525881	165.215912	9.457687	150.289902	9.667636	151.677094	5.041552	73.269043	4.842967	77.803238	
784.908936	16.307810	164.731720	16.516813	165.247086	9.450022	150.380356	9.655569	151.720459	5.021119	73.395760	4.831993	77.686653	
786.486511	16.303230	164.734787	16.507938	165.278091	9.419696	150.389816	9.643726	151.763855	5.010505	73.235825	4.821123	77.572098	
788.063965	16.273254	164.749481	16.499058	165.308975	9.427748	150.432785	9.631888	151.807068	5.000490	73.153107	4.810322	77.456848	
789.641357	16.282553	164.793747	16.490171	165.339752	9.411388	150.465042	9.620054	151.850098	5.006487	72.507904	4.799590	77.340881	
791.218567	16.278925	164.839218	16.481461	165.370377	9.386497	150.614700	9.608428	151.893127	4.996446	72.557785	4.788956	77.226776	
792.795715	16.268190	164.876541	16.472767	165.400879	9.379595	150.523346	9.596829	151.936005	4.985922	72.528839	4.778393	77.112282	
794.372681	16.247492	164.887115	16.464067	165.431259	9.330119	150.469437	9.585236	151.978699	4.980784	72.314590	4.767898	76.997108	
795.949585	16.247370	164.971634	16.455498	165.461502	9.358294	150.635529	9.573797	152.021347	4.969233	71.912758	4.757491	76.883179	
797.526245	16.223059	164.976242	16.446987	165.491608	9.345250	150.612122	9.562435	152.063889	4.949931	72.051346	4.747159	76.769493	
799.102905	16.214054	165.003799	16.438473	165.521622	9.336660	150.732925	9.551077	152.106232	4.950300	71.887543	4.736895	76.655128	
800.679382	16.230026	165.054916	16.430037	165.551483	9.323984	150.798370	9.539819	152.148499	4.922879	72.120071	4.726708	76.541328	
802.255798	16.218685	165.073654	16.421709	165.581223	9.320419	150.767166	9.528690	152.190720	4.928026	71.903625	4.716602	76.428482	
803.832031	16.189724	165.085022	16.413376	165.610840	9.282958	150.769653	9.517567	152.232742	4.890444	72.289261	4.706562	76.314995	
805.408142	16.163471	165.017090	16.405064	165.640350	9.282403	150.852036	9.506476	152.274628	4.906151	71.409012	4.696590	76.201241	
806.984192	16.162750	165.142944	16.396914	165.669724	9.260018	150.865967	9.495576	152.316513	4.903052	71.292107	4.686704	76.089241	
808.560059	16.168591	165.178421	16.388758	165.698975	9.287781	150.986694	9.484679	152.358215	4.873076	71.695808	4.676882	75.976616	
810.135803	16.140072	165.158463	16.380600	165.728119	9.233724	150.948822	9.473788	152.399750	4.866025	71.591133	4.667124	75.863373	
811.711426	16.161045	165.209900	16.372585	165.757126	9.228792	150.918289	9.463070	152.441269	4.869059	71.239532	4.657447	75.751701	
813.286926	16.134686	165.230347	16.364607	165.786011	9.204186	150.880905	9.452399	152.482651	4.870529	70.827560	4.647838	75.639984	
814.862305	16.137030	165.239059	16.356623	165.814789	9.239069	151.178574	9.441733	152.523865	4.859222	71.025146	4.638290	75.527672	
816.437561	16.114437	165.309158	16.348713	165.843445	9.192821	151.041046	9.431158	152.564987	4.853332	70.479706	4.628814	75.415878	
818.012634	16.084740	165.291306	16.340908	165.871979	9.201917	151.214783	9.420711	152.606064	4.834112	70.563484	4.619412	75.305107	
819.587585	16.116720	165.356415	16.333099	165.900406	9.207901	151.178848	9.410268	152.646973	4.819128	70.685600	4.610071	75.193756	
821.162476	16.112846	165.374786	16.325287	165.928726	9.154158	151.233856	9.399829	152.687698	4.814259	70.652138	4.600790	75.081825	
822.737183	16.099403	165.335220	16.317648	165.956894	9.131832	151.117905	9.389594	152.728455	4.824583	70.054291	4.591588	74.971939	
824.311829	16.070021	165.426056	16.310009	165.984970	9.184678	151.325256	9.379367	152.769043	4.826983	69.375084	4.582447	74.861534	
825.886230	16.098585	165.451309	16.302364	166.012939	9.146173	151.389053	9.369145	152.809479	4.800110	70.106415	4.573366	74.750580	
827.460632	16.097704	165.504349	16.294809	166.040787	9.158341	151.402328	9.359031	152.849838	4.794859	69.867950	4.564352	74.640411	
829.034790	16.073387	165.460037	16.287340	166.068512	9.121284	151.381348	9.349022	152.890121	4.792608	69.966484	4.555405	74.531044	
830.608887	16.076324	165.548141	16.279867	166.096130	9.145061	151.474243	9.339017	152.930252	4.769205	69.940277	4.546517	74.421127	
832.182800	16.099554	165.661896	16.272392	166.123657	9.088943	151.510925	9.329018	152.970215	4.781775	69.749115	4.537687	74.310677	
833.756653	16.043760	165.613678	16.265083	166.151031	9.131880	151.694641	9.319213	153.010193	4.760636	69.191765	4.528929	74.202232	
835.330261	16.037127	165.619247	16.257774	166.178314	9.098019	151.505341	9.309418	153.050018	4.760174	69.396423	4.520229	74.093323	
836.903809	16.039690	165.661591	16.250462	166.205505	9.081762	151.711899	9.299626	153.089691	4.734025	69.228836	4.511587	73.983887	
838.477234	15.997932	165.665375	16.243216	166.232574	9.065397	151.670303	9.289919	153.129272	4.728868	69.475601	4.503006	73.874992	
840.050476	15.997253	165.676437	16.236071	166.259506	9.061090	151.676788	9.280333	153.168793	4.710110	69.071602	4.494489	73.767151	
841.623657	15.996308	165.698532	16.228922	166.286362	9.052286	151.758514	9.270750	153.208160	4.734273	68.198433	4.486028	73.658798	
843.196594	15.992782	165.747360	16.221771	166.313110	9.034134	151.768478	9.261173	153.247375	4.726485	68.513931	4.477623	73.549950	
844.769531	15.969912	165.787766	16.214748	166.339737	9.002569	151.736694	9.251748	153.286575	4.704421	68.726379	4.469282	73.442596	
846.342163	15.971084	165.765030	16.207760	166.366257	8.975194	151.706711	9.242370	153.325653	4.697868	68.358513	4.460998	73.335320	
847.914856	15.991740	165.826416	16.200769	166.392685	9.026971	151.809662	9.232996	153.364594	4.691561	68.738785	4.452768	73.227547	
849.487183	15.961710	165.796021	16.193792	166.419022	8.976949	151.867111	9.223647	153.403381	4.694667	68.196281	4.444594	73.119576	
851.059570	15.978426	165.829514	16.186962	166.445206	9.002137	151.978317	9.214469	153.442169	4.673394	68.337402	4.436482	73.013390	
852.631714	15.948792	165.930557	16.180128	166.471313	8.977924	151.999557	9.205296	153.480804	4.685406	68.069679	4.428424	72.906731	
854.203796	15.944922	165.938019	16.173290	166.497330	8.971595	151.984818	9.196127	153.519302	4.651178	68.004654	4.420419	72.799606	
855.775696	15.953708	165.978409	16.166515	166.523224	8.965661	152.122635	9.187034	153.557709	4.671271	67.379990	4.412469	72.692993	
857.347473	15.902633	165.959930	16.159838	166.549011	8.914721	151.989502	9.178059	153.596069	4.645205	67.994064	4.404577	72.587471	
858.919067	15.873597	165.964539	16.153156	166.574707	8.944071	152.109741	9.169088	153.634277	4.643814	67.746460	4.396738	72.481506	
860.490540	15.958728	166.065430	16.146473	166.600311	8.928502	152.235245	9.160123	153.672333	4.617095	67.546257	4.388949	72.375092	
862.061829	15.882132	166.028198	16.139885	166.625809	8.931251	152.055191	9.151270	153.710342	4.629429	67.182259	4.381217	72.269722	
863.632996	15.886213	166.075302	16.133356	166.651184	8.899512	152.204895	9.142492	153.748276	4.619446	67.376579	4.373538	72.164886	
865.204102	15.892271	166.124435	16.126825	166.676483	8.938083	152.288879	9.133719	153.786072	4.624415	67.031151	4.365909	72.059616	
866.775024	15.885492	166.104080	16.120291	166.701675	8.845669	152.149429	9.124951	153.823700	4.627054	67.220581	4.358331	71.953911	
868.345825	15.880948	166.187103	16.113876	166.726776	8.869182	152.225342	9.116323	153.861328	4.592490	67.232285	4.350807	71.849670	
869.916382	15.856336	166.138229	16.107494	166.751755	8.887775	152.375595	9.107740	153.898834	4.616244	66.726982	4.343334	71.745575	
871.486816	15.866426	166.165527	16.101110	166.776657	8.876096	152.423172	9.099163	153.936203	4.591413	66.699135	4.335910	71.641060	
873.057251	15.861378	166.244019	16.094725	166.801468	8.860924	152.458572	9.090589	153.973434	4.563444	67.292740	4.328536	71.536125	
874.627319	15.853528	166.233078	16.088474	166.826157	8.875084	152.506989	9.082173	154.010651	4.576369	66.685455	4.321213	71.432938	
876.197449	15.804890	166.198608	16.082237	166.850769	8.829218	152.470276	9.073783	154.047760	4.581609	66.446228	4.313939	71.329613	
877.767273	15.842930	166.294434	16.076000	166.875275	8.818046	152.533112	9.065397	154.084717	4.560999	65.948906	4.306714	71.225906	
879.337036	15.878125	166.266830	16.069759	166.899704	8.834308	152.548981	9.057015	154.121536	4.559374	66.225517	4.299537	71.121796	
880.906616	15.834801	166.273148	16.063662	166.924011	8.819194	152.685410	9.048800	154.158356	4.537933	66.345535	4.292408	71.019554	
882.476074	15.834572	166.373932	16.057570	166.948242	8.850665	152.661972	9.040599	154.195053	4.555113	66.079590	4.285327	70.917068	
884.045410	15.801994	166.397629	16.051476	166.972382	8.815158	152.662628	9.032402	154.231613	4.539135	66.031517	4.278293	70.814201	
885.614563	15.817173	166.393188	16.045380	166.996429	8.805816	152.706558	9.024210	154.268036	4.542307	65.398376	4.271307	70.710953	
887.183594	15.792027	166.412292	16.039423	167.020370	8.769859	152.622360	9.016181	154.304474	4.527251	65.548866	4.264366	70.609566	
888.752441	15.849297	166.506500	16.033474	167.044220	8.759857	152.769653	9.008167	154.340775	4.516513	65.964470	4.257472	70.507965	
890.321167	15.818468	166.535110	16.027523	167.067978	8.744258	152.692307	9.000157	154.376938	4.521749	65.440239	4.250623	70.405991	
891.889771	15.803209	166.544662	16.021570	167.091675	8.700349	152.610931	8.992152	154.412964	4.495369	66.005074	4.243821	70.303650	
893.458130	15.774924	166.563492	16.015739	167.115234	8.752504	152.838791	8.984293	154.448990	4.526920	65.125931	4.237062	70.202965	
895.026367	15.765297	166.478119	16.009926	167.138718	8.773544	152.921783	8.976459	154.484894	4.505079	65.263046	4.230349	70.102203	
896.594543	15.725061	166.502609	16.004110	167.162125	8.701862	152.857849	8.968627	154.520676	4.486712	65.230453	4.223680	70.001083	
898.162476	15.759048	166.591125	15.998294	167.185455	8.727052	152.990295	8.960801	154.556320	4.475147	65.198273	4.217057	69.899612	
899.730286	15.752328	166.638397	15.992585	167.208664	8.710173	153.017609	8.953103	154.591949	4.480723	64.900475	4.210474	69.799576	
901.297974	15.771013	166.602722	15.986912	167.231796	8.721605	153.039627	8.945451	154.627472	4.460322	64.650421	4.203936	69.699776	
902.865417	15.714804	166.676117	15.981236	167.254852	8.691301	153.009705	8.937802	154.662872	4.460213	65.101021	4.197440	69.599640	
904.432800	15.777805	166.689896	15.975557	167.277817	8.659955	152.971375	8.930158	154.698135	4.459977	64.612679	4.190989	69.499161	
906.000000	15.732208	166.726318	15.969957	167.300690	8.683859	153.131531	8.922607	154.733353	4.454572	64.679344	4.184578	69.399635	
907.567017	15.742559	166.779724	15.964416	167.323456	8.638248	153.075394	8.915128	154.768509	4.431032	64.594635	4.178208	69.300751	
909.133911	15.709420	166.762955	15.958872	167.346161	8.668766	153.214218	8.907653	154.803528	4.453391	64.234634	4.171882	69.201546	
910.700684	15.727290	166.728607	15.953327	167.368790	8.656317	153.292053	8.900183	154.838425	4.450469	64.188896	4.165597	69.102013	
912.267212	15.699798	166.841553	15.947825	167.391312	8.701757	153.554184	8.892767	154.873230	4.472453	63.572094	4.159353	69.002892	
913.833618	15.731071	166.830765	15.942417	167.413742	8.618991	153.275604	8.885463	154.908005	4.421529	64.475319	4.153147	68.905014	
915.399902	15.710226	166.811508	15.937007	167.436111	8.610061	153.250732	8.878162	154.942673	4.456817	63.253551	4.146982	68.806816	
916.966003	15.623877	166.814545	15.931596	167.458389	8.650331	153.394745	8.870866	154.977203	4.415233	63.519447	4.140859	68.708305	
918.531921	15.663988	166.829987	15.926184	167.480591	8.595104	153.313095	8.863576	155.011597	4.416687	63.670319	4.134777	68.609520	
920.097778	15.669586	166.823853	15.920905	167.502686	8.568321	153.289825	8.856440	155.046021	4.405428	63.419910	4.128728	68.512619	
921.663391	15.631841	166.909164	15.915625	167.524704	8.561605	153.337051	8.849308	155.080307	4.431758	63.270020	4.122721	68.415421	
923.228821	15.655190	166.952240	15.910342	167.546661	8.594630	153.488968	8.842181	155.114471	4.406853	63.577030	4.116754	68.317932	
924.794128	15.606642	166.984695	15.905059	167.568527	8.589213	153.371994	8.835058	155.148529	4.361961	64.128181	4.110827	68.220146	
926.359253	15.636058	166.968246	15.899859	167.590302	8.563960	153.458267	8.828035	155.182526	4.396082	63.293278	4.104935	68.123474	
927.924194	15.624317	166.941650	15.894709	167.612000	8.572872	153.568893	8.821073	155.216461	4.397262	62.756634	4.099079	68.027351	
929.489075	15.652156	167.100800	15.889557	167.633621	8.567516	153.617798	8.814115	155.250290	4.370618	63.452770	4.093262	67.930939	
931.053711	15.742496	167.130661	15.884403	167.655167	8.538054	153.537582	8.807160	155.283981	4.376859	62.966202	4.087485	67.834251	
932.618286	15.627113	167.065735	15.879272	167.676636	8.545433	153.750641	8.800237	155.317581	4.364012	62.607338	4.081745	67.737671	
934.182617	15.665706	167.101242	15.874245	167.697998	8.519685	153.535172	8.793436	155.351166	4.351711	62.962898	4.076035	67.642570	
935.746765	15.654820	167.065506	15.869217	167.719299	8.550952	153.749969	8.786639	155.384628	4.392130	62.250893	4.070364	67.547195	
937.310852	15.641444	167.102890	15.864187	167.740524	8.550170	153.822021	8.779846	155.417984	4.351238	63.220455	4.064732	67.451553	
938.874634	15.618989	167.203598	15.859157	167.761688	8.587838	153.926956	8.773058	155.451202	4.343846	62.511597	4.059139	67.355644	
940.438354	15.583381	167.170395	15.854212	167.782745	8.495316	153.922348	8.766372	155.484406	4.347772	62.995853	4.053575	67.260933	
942.001831	15.599624	167.161362	15.849311	167.803726	8.523119	154.012024	8.759740	155.517532	4.290801	63.007793	4.048044	67.166702	
943.565247	15.674592	167.266159	15.844408	167.824646	8.462242	153.801239	8.753111	155.550552	4.344572	62.041557	4.042551	67.072212	
945.128418	15.634810	167.386566	15.839504	167.845490	8.494847	153.897415	8.746487	155.583450	4.388543	61.004364	4.037095	66.977463	
946.691406	15.522103	167.131439	15.834609	167.866257	8.480396	153.976486	8.739878	155.616226	4.297869	61.918316	4.031676	66.882637	
948.254272	15.554442	167.310333	15.829825	167.886932	8.455743	154.156204	8.733399	155.649017	4.293867	63.019070	4.026282	66.789444	
949.817017	15.599545	167.221375	15.825041	167.907532	8.426843	153.945175	8.726925	155.681686	4.303979	62.521255	4.020925	66.696007	
951.379517	15.555517	167.294876	15.820255	167.928070	8.416697	153.973633	8.720454	155.714249	4.295857	62.085407	4.015604	66.602333	
952.941895	15.546977	167.285431	15.815469	167.948547	8.461647	153.887695	8.713987	155.746689	4.313952	61.502659	4.010319	66.508408	
954.504089	15.542821	167.370468	15.810734	167.968933	8.405157	154.083267	8.707585	155.779068	4.308312	61.883110	4.005064	66.415154	
956.066101	15.567050	167.367050	15.806073	167.989227	8.402319	154.106842	8.701269	155.811417	4.324366	61.133743	3.999837	66.322906	
957.627930	15.566231	167.420792	15.801411	168.009476	8.346391	153.935974	8.694958	155.843658	4.333149	61.063965	3.994645	66.230438	
959.189636	15.542358	167.347137	15.796747	168.029633	8.420938	154.164581	8.688650	155.875778	4.305335	61.390408	3.989488	66.137726	
