delta_c/2pi (MHz),Omega_p/2pi (MHz),Ion Amplitude (arb. units)
-996.4436988,3.413682834,0.347379313
-996.4436988,3.437270692,0.347348007
-996.4436988,3.46085855,0.347353
-996.4436988,3.484446408,0.347398525
-996.4436988,3.508034265,0.347486485
-996.4436988,3.531622123,0.347616353
-996.4436988,3.555209981,0.347785886
-996.4436988,3.578797839,0.347992011
-996.4436988,3.602385697,0.348231422
-996.4436988,3.625973554,0.348500797
-996.4436988,3.649561412,0.348796815
-996.4436988,3.67314927,0.349116155
-996.4436988,3.696737128,0.349455496
-996.4436988,3.720324985,0.349811517
-996.4436988,3.743912843,0.350180897
-996.4436988,3.767500701,0.350560314
-996.4436988,3.791088559,0.350946448
-996.4436988,3.814676417,0.351335978
-996.4436988,3.838264274,0.351725583
-996.4436988,3.861852132,0.352111941
-996.4436988,3.88543999,0.352491732
-996.4436988,3.909027848,0.352861634
-996.4436988,3.932615706,0.353218326
-996.4436988,3.956203563,0.353558487
-996.4436988,3.979791421,0.353878806
-996.4436988,4.003379279,0.354176092
-996.4436988,4.026967137,0.354447559
-996.4436988,4.050554994,0.354691236
-996.4436988,4.074142852,0.354906271
-996.4436988,4.09773071,0.355092848
-996.4436988,4.121318568,0.355251813
-996.4436988,4.144906426,0.355384295
-996.4436988,4.168494283,0.355491484
-996.4436988,4.192082141,0.355574568
-996.4436988,4.215669999,0.35563474
-996.4436988,4.239257857,0.35567319
-996.4436988,4.262845715,0.355691109
-996.4436988,4.286433572,0.355689687
-996.4436988,4.31002143,0.355670115
-996.4436988,4.333609288,0.355633583
-996.4436988,4.357197146,0.355581283
-996.4436988,4.380785003,0.355514405
-996.4436988,4.404372861,0.355434139
-996.4436988,4.427960719,0.355341677
-996.4436988,4.451548577,0.355238209
-996.4436988,4.475136435,0.355124926
-996.4436988,4.498724292,0.355003029
-996.4436988,4.52231215,0.354873744
-996.4436988,4.545900008,0.354738343
-996.4436988,4.569487866,0.35459816
-996.4436988,4.593075724,0.354454581
-996.4436988,4.616663581,0.35430902
-996.4436988,4.640251439,0.354162906
-996.4436988,4.663839297,0.354017669
-996.4436988,4.687427155,0.353874738
-996.4436988,4.711015012,0.353735544
-996.4436988,4.73460287,0.353601515
-996.4436988,4.758190728,0.353474082
-996.4436988,4.781778586,0.353354675
-996.4436988,4.805366444,0.353244723
-996.4436988,4.828954301,0.353145656
-996.4436988,4.852542159,0.353058905
-996.4436988,4.876130017,0.352985898
-996.4436988,4.899717875,0.352928066
-996.4436988,4.923305732,0.352886839
-996.4436988,4.94689359,0.352863646
-996.4436988,4.970481448,0.352859917
-996.4436988,4.994069306,0.352877082
-996.4436988,5.017657164,0.352916563
-996.4436988,5.041245021,0.352979665
-996.4436988,5.064832879,0.353067316
-996.4436988,5.088420737,0.353179677
-996.4436988,5.112008595,0.353315862
-996.4436988,5.135596453,0.353474011
-996.4436988,5.15918431,0.353651646
-996.4436988,5.182772168,0.353846026
-996.4436988,5.206360026,0.354054352
-996.4436988,5.229947884,0.354273822
-996.4436988,5.253535741,0.354501637
-996.4436988,5.277123599,0.354734997
-996.4436988,5.300711457,0.354971102
-996.4436988,5.324299315,0.35520715
-996.4436988,5.347887173,0.355440343
-996.4436988,5.37147503,0.355667879
-996.4436988,5.395062888,0.355886959
-996.4436988,5.418650746,0.356094783
-996.4436988,5.442238604,0.356288549
-996.4436988,5.465826462,0.356465474
-996.4436988,5.489414319,0.356622943
-996.4436988,5.513002177,0.356758875
-996.4436988,5.536590035,0.356872225
-996.4436988,5.560177893,0.356963327
-996.4436988,5.58376575,0.357033754
-996.4436988,5.607353608,0.357085841
-996.4436988,5.630941466,0.357122234
-996.4436988,5.654529324,0.357145641
-996.4436988,5.678117182,0.357158774
-996.4436988,5.701705039,0.35716434
-996.4436988,5.725292897,0.357165051
-996.4436988,5.748880755,0.357163615
-996.4436988,5.772468613,0.357162743
-996.4436988,5.796056471,0.357165143
-996.4436988,5.819644328,0.357173526
-996.4436988,5.843232186,0.357190601
-996.4436988,5.866820044,0.357219078
-996.4436988,5.890407902,0.357261666
-996.4436988,5.913995759,0.357321076
-996.4436988,5.937583617,0.357400015
-996.4436988,5.961171475,0.35750119
-996.4436988,5.984759333,0.357627183
-996.4436988,6.008347191,0.357780138
-996.4436988,6.031935048,0.357961262
-996.4436988,6.055522906,0.358170408
-996.4436988,6.079110764,0.3584061
-996.4436988,6.102698622,0.358665975
-996.4436988,6.12628648,0.358947267
-996.4436988,6.149874337,0.359247108
-996.4436988,6.173462195,0.359562627
-996.4436988,6.197050053,0.359890953
-996.4436988,6.220637911,0.360229215
-996.4436988,6.244225768,0.360574542
-996.4436988,6.267813626,0.360924064
-996.4436988,6.291401484,0.36127491
-996.4436988,6.314989342,0.361624208
-996.4436988,6.3385772,0.361969088
-996.4436988,6.362165057,0.362306679
-996.4436988,6.385752915,0.362634109
-996.4436988,6.409340773,0.362948509
-996.4436988,6.432928631,0.363247028
-996.4436988,6.456516489,0.36352698
-996.4436988,6.480104346,0.363786127
-996.4436988,6.503692204,0.364023051
-996.4436988,6.527280062,0.36423734
-996.4436988,6.55086792,0.364429432
-996.4436988,6.574455777,0.364600241
-996.4436988,6.598043635,0.364750865
-996.4436988,6.621631493,0.364882428
-996.4436988,6.645219351,0.364996055
-996.4436988,6.668807209,0.36509287
-996.4436988,6.692395066,0.365173999
-996.4436988,6.715982924,0.365240565
-996.4436988,6.739570782,0.365293693
-996.4436988,6.76315864,0.365334509
-996.4436988,6.786746498,0.365364136
-996.4436988,6.810334355,0.3653837
-996.4436988,6.833922213,0.365394325
-996.4436988,6.857510071,0.365397135
-996.4436988,6.881097929,0.365393256
-996.4436988,6.904685786,0.365383811
-996.4436988,6.928273644,0.365369926
-996.4436988,6.951861502,0.365352725
-996.4436988,6.97544936,0.365333333
-996.4436988,6.999037218,0.365312875
-996.4436988,7.022625075,0.365292475
-996.4436988,7.046212933,0.365273257
-996.4436988,7.069800791,0.365256347
-996.4436988,7.093388649,0.365242869
-996.4436988,7.116976506,0.365233948
-996.4436988,7.140564364,0.365230708
-996.4436988,7.164152222,0.365234274
-996.4436988,7.18774008,0.365245771
-996.4436988,7.211327938,0.365266323
-996.4436988,7.234915795,0.365297055
-996.4436988,7.258503653,0.365339092
-996.4436988,7.282091511,0.365393557
-996.4436988,7.305679369,0.365461577
-996.4436988,7.329267227,0.365544275
-996.4436988,7.352855084,0.365642777
-996.4436988,7.376442942,0.365758206
-996.4436988,7.4000308,0.365891687
-996.4436988,7.423618658,0.366044346
-996.4436988,7.447206515,0.366217306
-996.4436988,7.470794373,0.366411693
-996.4436988,7.494382231,0.366628631
-996.4436988,7.517970089,0.366857622
-996.4436988,7.541557947,0.367075075
-996.4436988,7.565145804,0.367245476
-994.9433783,0.512376327,0.317605433
-994.9433783,0.535964185,0.318355599
-994.9433783,0.559552042,0.319322255
-994.9433783,0.5831399,0.320355013
-994.9433783,0.606727758,0.321352727
-994.9433783,0.630315616,0.322269356
-994.9433783,0.653903473,0.323108463
-994.9433783,0.677491331,0.323873614
-994.9433783,0.701079189,0.324568373
-994.9433783,0.724667047,0.325196304
-994.9433783,0.748254905,0.325760974
-994.9433783,0.771842762,0.326265946
-994.9433783,0.79543062,0.326714785
-994.9433783,0.819018478,0.327111056
-994.9433783,0.842606336,0.327458323
-994.9433783,0.866194194,0.327760151
-994.9433783,0.889782051,0.328020106
-994.9433783,0.913369909,0.32824175
-994.9433783,0.936957767,0.328428651
-994.9433783,0.960545625,0.328584371
-994.9433783,0.984133482,0.328712476
-994.9433783,1.00772134,0.32881653
-994.9433783,1.031309198,0.328900098
-994.9433783,1.054897056,0.328966746
-994.9433783,1.078484914,0.329020036
-994.9433783,1.102072771,0.329063535
-994.9433783,1.125660629,0.329100807
-994.9433783,1.149248487,0.329135417
-994.9433783,1.172836345,0.329170929
-994.9433783,1.196424202,0.329210908
-994.9433783,1.22001206,0.329258919
-994.9433783,1.243599918,0.329318526
-994.9433783,1.267187776,0.329393294
-994.9433783,1.290775634,0.329486789
-994.9433783,1.314363491,0.329602573
-994.9433783,1.337951349,0.329744214
-994.9433783,1.361539207,0.329915274
-994.9433783,1.385127065,0.330119318
-994.9433783,1.408714923,0.330359913
-994.9433783,1.43230278,0.330640621
-994.9433783,1.455890638,0.330965008
-994.9433783,1.479478496,0.331336626
-994.9433783,1.503066354,0.331758767
-994.9433783,1.526654211,0.332233777
-994.9433783,1.550242069,0.332761997
-994.9433783,1.573829927,0.333340888
-994.9433783,1.597417785,0.333965086
-994.9433783,1.621005643,0.33462735
-994.9433783,1.6445935,0.335319595
-994.9433783,1.668181358,0.33603352
-994.9433783,1.691769216,0.336760819
-994.9433783,1.715357074,0.337493188
-994.9433783,1.738944932,0.338222319
-994.9433783,1.762532789,0.338939908
-994.9433783,1.786120647,0.339637648
-994.9433783,1.809708505,0.340307234
-994.9433783,1.833296363,0.340940361
-994.9433783,1.85688422,0.341528721
-994.9433783,1.880472078,0.342064011
-994.9433783,1.904059936,0.342537923
-994.9433783,1.927647794,0.342942152
-994.9433783,1.951235652,0.343268393
-994.9433783,1.974823509,0.34350834
-994.9433783,1.998411367,0.343653762
-994.9433783,2.021999225,0.343697162
-994.9433783,2.045587083,0.343633225
-994.9433783,2.069174941,0.343460789
-994.9433783,2.092762798,0.343184071
-994.9433783,2.116350656,0.342812008
-994.9433783,2.139938514,0.342356357
-994.9433783,2.163526372,0.341830003
-994.9433783,2.187114229,0.341246037
-994.9433783,2.210702087,0.340617551
-994.9433783,2.234289945,0.339957636
-994.9433783,2.257877803,0.339279386
-994.9433783,2.281465661,0.338595891
-994.9433783,2.305053518,0.337920244
-994.9433783,2.328641376,0.337265536
-994.9433783,2.352229234,0.33664486
-994.9433783,2.375817092,0.336071307
-994.9433783,2.39940495,0.33555797
-994.9433783,2.422992807,0.33511794
-994.9433783,2.446580665,0.334764305
-994.9433783,2.470168523,0.334509829
-994.9433783,2.493756381,0.334365781
-994.9433783,2.517344238,0.33433993
-994.9433783,2.540932096,0.33443449
-994.9433783,2.564519954,0.334645685
-994.9433783,2.588107812,0.33496535
-994.9433783,2.61169567,0.335383138
-994.9433783,2.635283527,0.335888031
-994.9433783,2.658871385,0.336468966
-994.9433783,2.682459243,0.337114875
-994.9433783,2.706047101,0.337814693
-994.9433783,2.729634959,0.338557354
-994.9433783,2.753222816,0.339331793
-994.9433783,2.776810674,0.340126943
-994.9433783,2.800398532,0.340931739
-994.9433783,2.82398639,0.341735115
-994.9433783,2.847574247,0.342526005
-994.9433783,2.871162105,0.343293344
-994.9433783,2.894749963,0.344026065
-994.9433783,2.918337821,0.344713103
-994.9433783,2.941925679,0.345343523
-994.9433783,2.965513536,0.345907223
-994.9433783,2.989101394,0.346396285
-994.9433783,3.012689252,0.346806607
-994.9433783,3.03627711,0.347138606
-994.9433783,3.059864967,0.347396337
-994.9433783,3.083452825,0.347585844
-994.9433783,3.107040683,0.347713875
-994.9433783,3.130628541,0.347787271
-994.9433783,3.154216399,0.347812874
-994.9433783,3.177804256,0.347797524
-994.9433783,3.201392114,0.347748062
-994.9433783,3.224979972,0.347671329
-994.9433783,3.24856783,0.347574164
-994.9433783,3.272155688,0.34746341
-994.9433783,3.295743545,0.347345907
-994.9433783,3.319331403,0.347228495
-994.9433783,3.342919261,0.347118016
-994.9433783,3.366507119,0.347021309
-994.9433783,3.390094976,0.346945216
-994.9433783,3.413682834,0.346896574
-994.9433783,3.437270692,0.346882051
-994.9433783,3.46085855,0.346907606
-994.9433783,3.484446408,0.346977604
-994.9433783,3.508034265,0.347093958
-994.9433783,3.531622123,0.347256038
-994.9433783,3.555209981,0.347461406
-994.9433783,3.578797839,0.347706761
-994.9433783,3.602385697,0.347988549
-994.9433783,3.625973554,0.348303206
-994.9433783,3.649561412,0.348647167
-994.9433783,3.67314927,0.349016865
-994.9433783,3.696737128,0.349408734
-994.9433783,3.720324985,0.349819211
-994.9433783,3.743912843,0.350244728
-994.9433783,3.767500701,0.35068172
-994.9433783,3.791088559,0.351126622
-994.9433783,3.814676417,0.351575869
-994.9433783,3.838264274,0.352025894
-994.9433783,3.861852132,0.352473132
-994.9433783,3.88543999,0.352914018
-994.9433783,3.909027848,0.353344985
-994.9433783,3.932615706,0.353762469
-994.9433783,3.956203563,0.354162904
-994.9433783,3.979791421,0.354542732
-994.9433783,4.003379279,0.354898525
-994.9433783,4.026967137,0.355227264
-994.9433783,4.050554994,0.355526771
-994.9433783,4.074142852,0.35579601
-994.9433783,4.09773071,0.356035015
-994.9433783,4.121318568,0.356244496
-994.9433783,4.144906426,0.356425452
-994.9433783,4.168494283,0.356578945
-994.9433783,4.192082141,0.35670604
-994.9433783,4.215669999,0.3568078
-994.9433783,4.239257857,0.356885288
-994.9433783,4.262845715,0.35693957
-994.9433783,4.286433572,0.356971707
-994.9433783,4.31002143,0.356982765
-994.9433783,4.333609288,0.356973807
-994.9433783,4.357197146,0.356945896
-994.9433783,4.380785003,0.356900096
-994.9433783,4.404372861,0.356837472
-994.9433783,4.427960719,0.356759086
-994.9433783,4.451548577,0.356666003
-994.9433783,4.475136435,0.356559289
-994.9433783,4.498724292,0.35644004
-994.9433783,4.52231215,0.356309432
-994.9433783,4.545900008,0.356168797
-994.9433783,4.569487866,0.356019658
-994.9433783,4.593075724,0.355863711
-994.9433783,4.616663581,0.355702747
-994.9433783,4.640251439,0.355538598
-994.9433783,4.663839297,0.355373101
-994.9433783,4.687427155,0.355208094
-994.9433783,4.711015012,0.355045416
-994.9433783,4.73460287,0.354886904
-994.9433783,4.758190728,0.354734395
-994.9433783,4.781778586,0.354589729
-994.9433783,4.805366444,0.354454742
-994.9433783,4.828954301,0.354331273
-994.9433783,4.852542159,0.354221159
-994.9433783,4.876130017,0.354126238
-994.9433783,4.899717875,0.354048348
-994.9433783,4.923305732,0.353989328
-994.9433783,4.94689359,0.353951014
-994.9433783,4.970481448,0.353935245
-994.9433783,4.994069306,0.353943858
-994.9433783,5.017657164,0.353978681
-994.9433783,5.041245021,0.354041375
-994.9433783,5.064832879,0.354133071
-994.9433783,5.088420737,0.354253822
-994.9433783,5.112008595,0.354402203
-994.9433783,5.135596453,0.35457542
-994.9433783,5.15918431,0.354769807
-994.9433783,5.182772168,0.354981328
-994.9433783,5.206360026,0.355205867
-994.9433783,5.229947884,0.355439303
-994.9433783,5.253535741,0.355677518
-994.9433783,5.277123599,0.355916392
-994.9433783,5.300711457,0.356151807
-994.9433783,5.324299315,0.356379645
-994.9433783,5.347887173,0.356595785
-994.9433783,5.37147503,0.356796109
-994.9433783,5.395062888,0.356976499
-994.9433783,5.418650746,0.357132834
-994.9433783,5.442238604,0.357260997
-994.9433783,5.465826462,0.357356893
-994.9433783,5.489414319,0.357416721
-994.9433783,5.513002177,0.357437573
-994.9433783,5.536590035,0.357418301
-994.9433783,5.560177893,0.357360083
-994.9433783,5.58376575,0.357266193
-994.9433783,5.607353608,0.35714119
-994.9433783,5.630941466,0.356990165
-994.9433783,5.654529324,0.35681831
-994.9433783,5.678117182,0.356630821
-994.9433783,5.701705039,0.356432894
-994.9433783,5.725292897,0.356229723
-994.9433783,5.748880755,0.356026503
-994.9433783,5.772468613,0.35582843
-994.9433783,5.796056471,0.355640698
-994.9433783,5.819644328,0.355468504
-994.9433783,5.843232186,0.35531704
-994.9433783,5.866820044,0.355191504
-994.9433783,5.890407902,0.35509709
-994.9433783,5.913995759,0.355038992
-994.9433783,5.937583617,0.355022407
-994.9433783,5.961171475,0.355052519
-994.9433783,5.984759333,0.355134276
-994.9433783,6.008347191,0.355271769
-994.9433783,6.031935048,0.355467264
-994.9433783,6.055522906,0.355720383
-994.9433783,6.079110764,0.356028159
-994.9433783,6.102698622,0.35638589
-994.9433783,6.12628648,0.356788093
-994.9433783,6.149874337,0.357229083
-994.9433783,6.173462195,0.357703171
-994.9433783,6.197050053,0.358204668
-994.9433783,6.220637911,0.358727883
-994.9433783,6.244225768,0.359267127
-994.9433783,6.267813626,0.35981671
-994.9433783,6.291401484,0.360370944
-994.9433783,6.314989342,0.360924137
-994.9433783,6.3385772,0.361470602
-994.9433783,6.362165057,0.362004647
-994.9433783,6.385752915,0.362520584
-994.9433783,6.409340773,0.363012722
-994.9433783,6.432928631,0.363475416
-994.9433783,6.456516489,0.363903343
-994.9433783,6.480104346,0.364292079
-994.9433783,6.503692204,0.364638839
-994.9433783,6.527280062,0.364942851
-994.9433783,6.55086792,0.365205035
-994.9433783,6.574455777,0.365427271
-994.9433783,6.598043635,0.365611801
-994.9433783,6.621631493,0.365760921
-994.9433783,6.645219351,0.36587693
-994.9433783,6.668807209,0.365962124
-994.9433783,6.692395066,0.366018801
-994.9433783,6.715982924,0.366049258
-994.9433783,6.739570782,0.366055792
-994.9433783,6.76315864,0.366040701
-994.9433783,6.786746498,0.366006282
-994.9433783,6.810334355,0.365954831
-994.9433783,6.833922213,0.365888647
-994.9433783,6.857510071,0.365810027
-994.9433783,6.881097929,0.365721268
-994.9433783,6.904685786,0.365624666
-994.9433783,6.928273644,0.365522521
-994.9433783,6.951861502,0.365417127
-994.9433783,6.97544936,0.365310784
-994.9433783,6.999037218,0.365205788
-994.9433783,7.022625075,0.365104436
-994.9433783,7.046212933,0.365009026
-994.9433783,7.069800791,0.364921856
-994.9433783,7.093388649,0.364845221
-994.9433783,7.116976506,0.36478142
-994.9433783,7.140564364,0.36473275
-994.9433783,7.164152222,0.364701507
-994.9433783,7.18774008,0.36468999
-994.9433783,7.211327938,0.364700496
-994.9433783,7.234915795,0.364735322
-994.9433783,7.258503653,0.364796764
-994.9433783,7.282091511,0.364887121
-994.9433783,7.305679369,0.36500869
-994.9433783,7.329267227,0.365163768
