delta_c/2pi (MHz),Omega_p/2pi (MHz),Ion Amplitude (arb. units)
-151.7632489,7.046212933,0.43500863
-151.7632489,7.069800791,0.435465545
-151.7632489,7.093388649,0.435900835
-151.7632489,7.116976506,0.436313361
-151.7632489,7.140564364,0.436701984
-151.7632489,7.164152222,0.437065564
-151.7632489,7.18774008,0.437402962
-151.7632489,7.211327938,0.43771304
-151.7632489,7.234915795,0.437994656
-151.7632489,7.258503653,0.438246673
-151.7632489,7.282091511,0.438467952
-151.7632489,7.305679369,0.438657352
-151.7632489,7.329267227,0.438813735
-151.7632489,7.352855084,0.438935961
-151.7632489,7.376442942,0.439022891
-151.7632489,7.4000308,0.439073386
-151.7632489,7.423618658,0.439086307
-151.7632489,7.447206515,0.439060514
-151.7632489,7.470794373,0.438994869
-151.7632489,7.494382231,0.438888231
-151.7632489,7.517970089,0.438749751
-151.7632489,7.541557947,0.438600966
-151.7632489,7.565145804,0.438475596
-150.2629283,0.512376327,0.326165027
-150.2629283,0.535964185,0.326938765
-150.2629283,0.559552042,0.327951865
-150.2629283,0.5831399,0.329059595
-150.2629283,0.606727758,0.330162608
-150.2629283,0.630315616,0.331214131
-150.2629283,0.653903473,0.332215924
-150.2629283,0.677491331,0.333169742
-150.2629283,0.701079189,0.334077345
-150.2629283,0.724667047,0.334940489
-150.2629283,0.748254905,0.335760934
-150.2629283,0.771842762,0.336540436
-150.2629283,0.79543062,0.337280753
-150.2629283,0.819018478,0.337983644
-150.2629283,0.842606336,0.338650867
-150.2629283,0.866194194,0.339284178
-150.2629283,0.889782051,0.339885336
-150.2629283,0.913369909,0.340456099
-150.2629283,0.936957767,0.340998225
-150.2629283,0.960545625,0.341513471
-150.2629283,0.984133482,0.342003595
-150.2629283,1.00772134,0.342470356
-150.2629283,1.031309198,0.342915511
-150.2629283,1.054897056,0.343340817
-150.2629283,1.078484914,0.343748033
-150.2629283,1.102072771,0.344138917
-150.2629283,1.125660629,0.344515226
-150.2629283,1.149248487,0.344878719
-150.2629283,1.172836345,0.345231152
-150.2629283,1.196424202,0.345574285
-150.2629283,1.22001206,0.345909874
-150.2629283,1.243599918,0.346239678
-150.2629283,1.267187776,0.346565455
-150.2629283,1.290775634,0.346888962
-150.2629283,1.314363491,0.347211957
-150.2629283,1.337951349,0.347536198
-150.2629283,1.361539207,0.347863444
-150.2629283,1.385127065,0.348195451
-150.2629283,1.408714923,0.348533977
-150.2629283,1.43230278,0.348880781
-150.2629283,1.455890638,0.349237621
-150.2629283,1.479478496,0.349606249
-150.2629283,1.503066354,0.349988333
-150.2629283,1.526654211,0.350385223
-150.2629283,1.550242069,0.3507976
-150.2629283,1.573829927,0.351225181
-150.2629283,1.597417785,0.351666739
-150.2629283,1.621005643,0.352120423
-150.2629283,1.6445935,0.352584094
-150.2629283,1.668181358,0.353055545
-150.2629283,1.691769216,0.353532566
-150.2629283,1.715357074,0.354012948
-150.2629283,1.738944932,0.354494481
-150.2629283,1.762532789,0.354974955
-150.2629283,1.786120647,0.355452161
-150.2629283,1.809708505,0.355923889
-150.2629283,1.833296363,0.356387928
-150.2629283,1.85688422,0.35684207
-150.2629283,1.880472078,0.357284105
-150.2629283,1.904059936,0.357711823
-150.2629283,1.927647794,0.358123014
-150.2629283,1.951235652,0.358515469
-150.2629283,1.974823509,0.358886978
-150.2629283,1.998411367,0.35923535
-150.2629283,2.021999225,0.359558587
-150.2629283,2.045587083,0.359855257
-150.2629283,2.069174941,0.360125007
-150.2629283,2.092762798,0.360368886
-150.2629283,2.116350656,0.36058917
-150.2629283,2.139938514,0.360788867
-150.2629283,2.163526372,0.360971279
-150.2629283,2.187114229,0.361139763
-150.2629283,2.210702087,0.361297674
-150.2629283,2.234289945,0.36144837
-150.2629283,2.257877803,0.361595205
-150.2629283,2.281465661,0.361741537
-150.2629283,2.305053518,0.361890721
-150.2629283,2.328641376,0.362046114
-150.2629283,2.352229234,0.362211072
-150.2629283,2.375817092,0.362388951
-150.2629283,2.39940495,0.362583107
-150.2629283,2.422992807,0.362796897
-150.2629283,2.446580665,0.363033675
-150.2629283,2.470168523,0.363296709
-150.2629283,2.493756381,0.363588863
-150.2629283,2.517344238,0.363912053
-150.2629283,2.540932096,0.364266693
-150.2629283,2.564519954,0.364651577
-150.2629283,2.588107812,0.365064313
-150.2629283,2.61169567,0.365501919
-150.2629283,2.635283527,0.36596123
-150.2629283,2.658871385,0.36643907
-150.2629283,2.682459243,0.36693226
-150.2629283,2.706047101,0.367437625
-150.2629283,2.729634959,0.367951987
-150.2629283,2.753222816,0.368472169
-150.2629283,2.776810674,0.368994994
-150.2629283,2.800398532,0.369517284
-150.2629283,2.82398639,0.370035863
-150.2629283,2.847574247,0.370547554
-150.2629283,2.871162105,0.371049179
-150.2629283,2.894749963,0.371537561
-150.2629283,2.918337821,0.372009524
-150.2629283,2.941925679,0.372461929
-150.2629283,2.965513536,0.372891888
-150.2629283,2.989101394,0.373297166
-150.2629283,3.012689252,0.373676673
-150.2629283,3.03627711,0.374030672
-150.2629283,3.059864967,0.374360514
-150.2629283,3.083452825,0.374668147
-150.2629283,3.107040683,0.374955731
-150.2629283,3.130628541,0.375225453
-150.2629283,3.154216399,0.375479499
-150.2629283,3.177804256,0.375720057
-150.2629283,3.201392114,0.375949312
-150.2629283,3.224979972,0.376169453
-150.2629283,3.24856783,0.376382665
-150.2629283,3.272155688,0.376591135
-150.2629283,3.295743545,0.376797051
-150.2629283,3.319331403,0.377002598
-150.2629283,3.342919261,0.377209965
-150.2629283,3.366507119,0.377421337
-150.2629283,3.390094976,0.377638901
-150.2629283,3.413682834,0.377864843
-150.2629283,3.437270692,0.378101288
-150.2629283,3.46085855,0.37835011
-150.2629283,3.484446408,0.378612615
-150.2629283,3.508034265,0.378889239
-150.2629283,3.531622123,0.379179513
-150.2629283,3.555209981,0.379482325
-150.2629283,3.578797839,0.379796258
-150.2629283,3.602385697,0.380119804
-150.2629283,3.625973554,0.380451451
-150.2629283,3.649561412,0.380789687
-150.2629283,3.67314927,0.381132999
-150.2629283,3.696737128,0.381479876
-150.2629283,3.720324985,0.381828806
-150.2629283,3.743912843,0.382178276
-150.2629283,3.767500701,0.382526774
-150.2629283,3.791088559,0.382872788
-150.2629283,3.814676417,0.383214807
-150.2629283,3.838264274,0.383551317
-150.2629283,3.861852132,0.383880807
-150.2629283,3.88543999,0.384201766
-150.2629283,3.909027848,0.384512679
-150.2629283,3.932615706,0.384812036
-150.2629283,3.956203563,0.385098325
-150.2629283,3.979791421,0.385370043
-150.2629283,4.003379279,0.385625832
-150.2629283,4.026967137,0.385864799
-150.2629283,4.050554994,0.386087002
-150.2629283,4.074142852,0.386293793
-150.2629283,4.09773071,0.386487733
-150.2629283,4.121318568,0.386672148
-150.2629283,4.144906426,0.386850694
-150.2629283,4.168494283,0.387027095
-150.2629283,4.192082141,0.38720508
-150.2629283,4.215669999,0.387388375
-150.2629283,4.239257857,0.387580707
-150.2629283,4.262845715,0.387785805
-150.2629283,4.286433572,0.388007394
-150.2629283,4.31002143,0.388249203
-150.2629283,4.333609288,0.388514959
-150.2629283,4.357197146,0.388808388
-150.2629283,4.380785003,0.389133219
-150.2629283,4.404372861,0.389493177
-150.2629283,4.427960719,0.389891992
-150.2629283,4.451548577,0.390333389
-150.2629283,4.475136435,0.390821053
-150.2629283,4.498724292,0.391358292
-150.2629283,4.52231215,0.391947317
-150.2629283,4.545900008,0.392588292
-150.2629283,4.569487866,0.393278769
-150.2629283,4.593075724,0.394014053
-150.2629283,4.616663581,0.394788126
-150.2629283,4.640251439,0.395594451
-150.2629283,4.663839297,0.396426405
-150.2629283,4.687427155,0.397277361
-150.2629283,4.711015012,0.398140696
-150.2629283,4.73460287,0.399009783
-150.2629283,4.758190728,0.399877999
-150.2629283,4.781778586,0.400738718
-150.2629283,4.805366444,0.401585315
-150.2629283,4.828954301,0.402411166
-150.2629283,4.852542159,0.403209645
-150.2629283,4.876130017,0.403974127
-150.2629283,4.899717875,0.404697988
-150.2629283,4.923305732,0.405374603
-150.2629283,4.94689359,0.405997346
-150.2629283,4.970481448,0.406559593
-150.2629283,4.994069306,0.407054719
-150.2629283,5.017657164,0.407476128
-150.2629283,5.041245021,0.407817627
-150.2629283,5.064832879,0.408074346
-150.2629283,5.088420737,0.408244088
-150.2629283,5.112008595,0.408328312
-150.2629283,5.135596453,0.408331879
-150.2629283,5.15918431,0.408261806
-150.2629283,5.182772168,0.408126029
-150.2629283,5.206360026,0.407932687
-150.2629283,5.229947884,0.407689924
-150.2629283,5.253535741,0.407405881
-150.2629283,5.277123599,0.4070887
-150.2629283,5.300711457,0.406746523
-150.2629283,5.324299315,0.406387493
-150.2629283,5.347887173,0.406019752
-150.2629283,5.37147503,0.405651441
-150.2629283,5.395062888,0.405290703
-150.2629283,5.418650746,0.404945681
-150.2629283,5.442238604,0.404624516
-150.2629283,5.465826462,0.404335321
-150.2629283,5.489414319,0.404085884
-150.2629283,5.513002177,0.403882982
-150.2629283,5.536590035,0.403731417
-150.2629283,5.560177893,0.403633373
-150.2629283,5.58376575,0.403588676
-150.2629283,5.607353608,0.403595707
-150.2629283,5.630941466,0.40365225
-150.2629283,5.654529324,0.403755973
-150.2629283,5.678117182,0.40390454
-150.2629283,5.701705039,0.404095618
-150.2629283,5.725292897,0.404326872
-150.2629283,5.748880755,0.404595968
-150.2629283,5.772468613,0.404900571
-150.2629283,5.796056471,0.405238348
-150.2629283,5.819644328,0.405606963
-150.2629283,5.843232186,0.406004083
-150.2629283,5.866820044,0.406427373
-150.2629283,5.890407902,0.406874499
-150.2629283,5.913995759,0.407343126
-150.2629283,5.937583617,0.407830921
-150.2629283,5.961171475,0.40833555
-150.2629283,5.984759333,0.408854725
-150.2629283,6.008347191,0.409386317
-150.2629283,6.031935048,0.409928534
-150.2629283,6.055522906,0.410480075
-150.2629283,6.079110764,0.411040118
-150.2629283,6.102698622,0.411608165
-150.2629283,6.12628648,0.412183859
-150.2629283,6.149874337,0.412766884
-150.2629283,6.173462195,0.413356923
-150.2629283,6.197050053,0.413953659
-150.2629283,6.220637911,0.414556776
-150.2629283,6.244225768,0.415165956
-150.2629283,6.267813626,0.415780885
-150.2629283,6.291401484,0.416401244
-150.2629283,6.314989342,0.417026717
-150.2629283,6.3385772,0.417656988
-150.2629283,6.362165057,0.418291739
-150.2629283,6.385752915,0.418930656
-150.2629283,6.409340773,0.419573419
-150.2629283,6.432928631,0.420219712
-150.2629283,6.456516489,0.420869189
-150.2629283,6.480104346,0.421521446
-150.2629283,6.503692204,0.42217596
-150.2629283,6.527280062,0.422832066
-150.2629283,6.55086792,0.423488981
-150.2629283,6.574455777,0.42414585
-150.2629283,6.598043635,0.424801797
-150.2629283,6.621631493,0.425455939
-150.2629283,6.645219351,0.426107395
-150.2629283,6.668807209,0.426755282
-150.2629283,6.692395066,0.427398718
-150.2629283,6.715982924,0.428036822
-150.2629283,6.739570782,0.42866871
-150.2629283,6.76315864,0.429293503
-150.2629283,6.786746498,0.429910316
-150.2629283,6.810334355,0.430518269
-150.2629283,6.833922213,0.431116479
-150.2629283,6.857510071,0.431704065
-150.2629283,6.881097929,0.432280143
-150.2629283,6.904685786,0.432843833
-150.2629283,6.928273644,0.433394253
-150.2629283,6.951861502,0.43393052
-150.2629283,6.97544936,0.434451752
-150.2629283,6.999037218,0.434957067
-150.2629283,7.022625075,0.435445584
-150.2629283,7.046212933,0.43591642
-150.2629283,7.069800791,0.436368693
-150.2629283,7.093388649,0.436801522
-150.2629283,7.116976506,0.437214023
-150.2629283,7.140564364,0.437605317
-150.2629283,7.164152222,0.437974519
-150.2629283,7.18774008,0.438320749
-150.2629283,7.211327938,0.438643124
-150.2629283,7.234915795,0.438940763
-150.2629283,7.258503653,0.439212782
-150.2629283,7.282091511,0.439458301
-150.2629283,7.305679369,0.439676438
-150.2629283,7.329267227,0.43986631
-150.2629283,7.352855084,0.440027035
-150.2629283,7.376442942,0.440157731
-150.2629283,7.4000308,0.440257516
-150.2629283,7.423618658,0.440325509
-150.2629283,7.447206515,0.440360827
-150.2629283,7.470794373,0.440362589
-150.2629283,7.494382231,0.440329912
-150.2629283,7.517970089,0.440268448
-150.2629283,7.541557947,0.440192055
-150.2629283,7.565145804,0.440123019
-148.7626078,0.512376327,0.325087699
-148.7626078,0.535964185,0.325905314
-148.7626078,0.559552042,0.326975249
-148.7626078,0.5831399,0.328144164
-148.7626078,0.606727758,0.329306895
-148.7626078,0.630315616,0.330413993
-148.7626078,0.653903473,0.331467394
-148.7626078,0.677491331,0.332469036
-148.7626078,0.701079189,0.333420856
-148.7626078,0.724667047,0.334324791
-148.7626078,0.748254905,0.335182778
-148.7626078,0.771842762,0.335996753
-148.7626078,0.79543062,0.336768654
-148.7626078,0.819018478,0.337500418
-148.7626078,0.842606336,0.338193981
-148.7626078,0.866194194,0.338851282
-148.7626078,0.889782051,0.339474255
-148.7626078,0.913369909,0.34006484
-148.7626078,0.936957767,0.340624972
-148.7626078,0.960545625,0.341156589
-148.7626078,0.984133482,0.341661627
-148.7626078,1.00772134,0.342142024
-148.7626078,1.031309198,0.342599717
-148.7626078,1.054897056,0.343036642
-148.7626078,1.078484914,0.343454736
-148.7626078,1.102072771,0.343855938
-148.7626078,1.125660629,0.344242182
-148.7626078,1.149248487,0.344615408
-148.7626078,1.172836345,0.344977551
-148.7626078,1.196424202,0.345330548
-148.7626078,1.22001206,0.345676336
-148.7626078,1.243599918,0.346016854
-148.7626078,1.267187776,0.346354036
-148.7626078,1.290775634,0.346689821
-148.7626078,1.314363491,0.347026146
-148.7626078,1.337951349,0.347364947
-148.7626078,1.361539207,0.347708161
-148.7626078,1.385127065,0.348057725
-148.7626078,1.408714923,0.348415577
-148.7626078,1.43230278,0.348783654
-148.7626078,1.455890638,0.349163891
-148.7626078,1.479478496,0.349558222
-148.7626078,1.503066354,0.34996848
-148.7626078,1.526654211,0.350396135
-148.7626078,1.550242069,0.350841897
-148.7626078,1.573829927,0.351305371
-148.7626078,1.597417785,0.35178509
-148.7626078,1.621005643,0.352278866
-148.7626078,1.6445935,0.352784191
-148.7626078,1.668181358,0.353298476
-148.7626078,1.691769216,0.353819127
-148.7626078,1.715357074,0.354343553
-148.7626078,1.738944932,0.354869161
-148.7626078,1.762532789,0.355393359
-148.7626078,1.786120647,0.355913555
-148.7626078,1.809708505,0.356427156
-148.7626078,1.833296363,0.35693157
-148.7626078,1.85688422,0.357424205
-148.7626078,1.880472078,0.357902469
-148.7626078,1.904059936,0.358363769
-148.7626078,1.927647794,0.358805512
-148.7626078,1.951235652,0.359225108
-148.7626078,1.974823509,0.359619962
-148.7626078,1.998411367,0.359987509
-148.7626078,2.021999225,0.360325418
-148.7626078,2.045587083,0.360632071
-148.7626078,2.069174941,0.360907204
-148.7626078,2.092762798,0.361152301
-148.7626078,2.116350656,0.361370389
-148.7626078,2.139938514,0.361565409
-148.7626078,2.163526372,0.36174167
-148.7626078,2.187114229,0.36190355
-148.7626078,2.210702087,0.362055427
-148.7626078,2.234289945,0.362201676
-148.7626078,2.257877803,0.362346677
-148.7626078,2.281465661,0.362494805
-148.7626078,2.305053518,0.362650438
-148.7626078,2.328641376,0.362817954
-148.7626078,2.352229234,0.36300173
-148.7626078,2.375817092,0.363206143
-148.7626078,2.39940495,0.36343557
-148.7626078,2.422992807,0.363694389
-148.7626078,2.446580665,0.363986974
-148.7626078,2.470168523,0.364317571
-148.7626078,2.493756381,0.364689818
-148.7626078,2.517344238,0.365105934
-148.7626078,2.540932096,0.365565883
-148.7626078,2.564519954,0.366067206
-148.7626078,2.588107812,0.366605659
-148.7626078,2.61169567,0.367176115
-148.7626078,2.635283527,0.367773176
-148.7626078,2.658871385,0.368391423
-148.7626078,2.682459243,0.369025439
-148.7626078,2.706047101,0.369669804
-148.7626078,2.729634959,0.370319102
-148.7626078,2.753222816,0.370967912
-148.7626078,2.776810674,0.371610817
-148.7626078,2.800398532,0.372242398
-148.7626078,2.82398639,0.372857238
-148.7626078,2.847574247,0.373449917
-148.7626078,2.871162105,0.374015018
-148.7626078,2.894749963,0.374547122
-148.7626078,2.918337821,0.37504081
-148.7626078,2.941925679,0.375490742
-148.7626078,2.965513536,0.375892063
-148.7626078,2.989101394,0.376241203
-148.7626078,3.012689252,0.376536826
-148.7626078,3.03627711,0.376780249
-148.7626078,3.059864967,0.376974924
-148.7626078,3.083452825,0.377125464
-148.7626078,3.107040683,0.377236902
-148.7626078,3.130628541,0.377314321
-148.7626078,3.154216399,0.377362805
-148.7626078,3.177804256,0.377387439
-148.7626078,3.201392114,0.377393306
-148.7626078,3.224979972,0.37738549
-148.7626078,3.24856783,0.377369076
-148.7626078,3.272155688,0.377349147
-148.7626078,3.295743545,0.377330788
-148.7626078,3.319331403,0.377319082
-148.7626078,3.342919261,0.377319113
-148.7626078,3.366507119,0.377335966
-148.7626078,3.390094976,0.377374724
-148.7626078,3.413682834,0.377440468
-148.7626078,3.437270692,0.377538141
-148.7626078,3.46085855,0.377672104
-148.7626078,3.484446408,0.377845407
-148.7626078,3.508034265,0.378059091
-148.7626078,3.531622123,0.378312106
-148.7626078,3.555209981,0.378601922
-148.7626078,3.578797839,0.378925296
-148.7626078,3.602385697,0.379278782
-148.7626078,3.625973554,0.379658922
-148.7626078,3.649561412,0.38006226
-148.7626078,3.67314927,0.380485336
-148.7626078,3.696737128,0.380924693
-148.7626078,3.720324985,0.381376875
-148.7626078,3.743912843,0.381838422
-148.7626078,3.767500701,0.382305877
-148.7626078,3.791088559,0.382775783
-148.7626078,3.814676417,0.383244681
-148.7626078,3.838264274,0.383709115
-148.7626078,3.861852132,0.384165625
-148.7626078,3.88543999,0.384610756
-148.7626078,3.909027848,0.385041048
-148.7626078,3.932615706,0.385453045
-148.7626078,3.956203563,0.385843289
-148.7626078,3.979791421,0.386208336
-148.7626078,4.003379279,0.386544958
-148.7626078,4.026967137,0.386850625
-148.7626078,4.050554994,0.387124221
-148.7626078,4.074142852,0.38736657
-148.7626078,4.09773071,0.387580298
-148.7626078,4.121318568,0.387769177
-148.7626078,4.144906426,0.387937467
-148.7626078,4.168494283,0.388089535
-148.7626078,4.192082141,0.388229751
-148.7626078,4.215669999,0.388362485
-148.7626078,4.239257857,0.388492106
-148.7626078,4.262845715,0.388622985
-148.7626078,4.286433572,0.388759489
-148.7626078,4.31002143,0.38890599
-148.7626078,4.333609288,0.389066856
-148.7626078,4.357197146,0.389246457
-148.7626078,4.380785003,0.389449163
-148.7626078,4.404372861,0.389679343
-148.7626078,4.427960719,0.389941366
-148.7626078,4.451548577,0.390239603
-148.7626078,4.475136435,0.390578384
-148.7626078,4.498724292,0.390961692
-148.7626078,4.52231215,0.391392509
-148.7626078,4.545900008,0.391871936
-148.7626078,4.569487866,0.392398684
-148.7626078,4.593075724,0.392969398
-148.7626078,4.616663581,0.393579516
-148.7626078,4.640251439,0.394223998
-148.7626078,4.663839297,0.394897722
-148.7626078,4.687427155,0.395595569
-148.7626078,4.711015012,0.396312416
-148.7626078,4.73460287,0.397043144
-148.7626078,4.758190728,0.397782632
-148.7626078,4.781778586,0.398525758
-148.7626078,4.805366444,0.399267402
-148.7626078,4.828954301,0.400002442
-148.7626078,4.852542159,0.400725759
-148.7626078,4.876130017,0.40143223
-148.7626078,4.899717875,0.402116736
-148.7626078,4.923305732,0.402774155
-148.7626078,4.94689359,0.403399366
-148.7626078,4.970481448,0.403987249
-148.7626078,4.994069306,0.404532683
-148.7626078,5.017657164,0.405030565
-148.7626078,5.041245021,0.405476057
-148.7626078,5.064832879,0.405865182
-148.7626078,5.088420737,0.406195705
-148.7626078,5.112008595,0.406467778
-148.7626078,5.135596453,0.406683767
-148.7626078,5.15918431,0.406847445
-148.7626078,5.182772168,0.406963187
-148.7626078,5.206360026,0.407035497
-148.7626078,5.229947884,0.407068882
-148.7626078,5.253535741,0.40706785
-148.7626078,5.277123599,0.407036908
-148.7626078,5.300711457,0.406980562
-148.7626078,5.324299315,0.40690332
-148.7626078,5.347887173,0.40680969
-148.7626078,5.37147503,0.406704177
-148.7626078,5.395062888,0.406591289
-148.7626078,5.418650746,0.406475534
-148.7626078,5.442238604,0.406361418
-148.7626078,5.465826462,0.406253438
-148.7626078,5.489414319,0.40615597
-148.7626078,5.513002177,0.406073016
-148.7626078,5.536590035,0.406007847
-148.7626078,5.560177893,0.405962768
-148.7626078,5.58376575,0.40593921
-148.7626078,5.607353608,0.40593807
-148.7626078,5.630941466,0.405960025
-148.7626078,5.654529324,0.406005708
-148.7626078,5.678117182,0.406075751
-148.7626078,5.701705039,0.406170787
-148.7626078,5.725292897,0.406291448
-148.7626078,5.748880755,0.406438367
-148.7626078,5.772468613,0.406612178
-148.7626078,5.796056471,0.406813511
-148.7626078,5.819644328,0.407043001
-148.7626078,5.843232186,0.407301279
-148.7626078,5.866820044,0.407588978
-148.7626078,5.890407902,0.407906731
-148.7626078,5.913995759,0.408255171
-148.7626078,5.937583617,0.408634929
-148.7626078,5.961171475,0.409046636
-148.7626078,5.984759333,0.409490855
-148.7626078,6.008347191,0.409967904
-148.7626078,6.031935048,0.410477585
-148.7626078,6.055522906,0.41101895
-148.7626078,6.079110764,0.411590316
-148.7626078,6.102698622,0.412189508
-148.7626078,6.12628648,0.412814129
-148.7626078,6.149874337,0.413461726
-148.7626078,6.173462195,0.414129843
-148.7626078,6.197050053,0.414816025
-148.7626078,6.220637911,0.415517817
-148.7626078,6.244225768,0.416232764
-148.7626078,6.267813626,0.41695841
-148.7626078,6.291401484,0.4176923
-148.7626078,6.314989342,0.418431979
-148.7626078,6.3385772,0.419174993
-148.7626078,6.362165057,0.419918884
-148.7626078,6.385752915,0.420661199
-148.7626078,6.409340773,0.421399482
-148.7626078,6.432928631,0.422131292
-148.7626078,6.456516489,0.422854287
-148.7626078,6.480104346,0.423566411
-148.7626078,6.503692204,0.424266117
-148.7626078,6.527280062,0.424952493
-148.7626078,6.55086792,0.425625155
-148.7626078,6.574455777,0.426284021
-148.7626078,6.598043635,0.42692912
-148.7626078,6.621631493,0.427560503
-148.7626078,6.645219351,0.428178216
-148.7626078,6.668807209,0.42878231
-148.7626078,6.692395066,0.429372831
-148.7626078,6.715982924,0.429949828
-148.7626078,6.739570782,0.430513349
-148.7626078,6.76315864,0.431063444
-148.7626078,6.786746498,0.43160016
-148.7626078,6.810334355,0.432123545
-148.7626078,6.833922213,0.432633648
-148.7626078,6.857510071,0.433130518
-148.7626078,6.881097929,0.433614202
-148.7626078,6.904685786,0.43408475
-148.7626078,6.928273644,0.434542208
-148.7626078,6.951861502,0.434986627
-148.7626078,6.97544936,0.435418053
-148.7626078,6.999037218,0.435836536
-148.7626078,7.022625075,0.436242124
-148.7626078,7.046212933,0.436634865
-148.7626078,7.069800791,0.437014807
-148.7626078,7.093388649,0.437381999
-148.7626078,7.116976506,0.437736489
-148.7626078,7.140564364,0.438078326
-148.7626078,7.164152222,0.438407557
-148.7626078,7.18774008,0.438724232
-148.7626078,7.211327938,0.439028399
-148.7626078,7.234915795,0.439320105
-148.7626078,7.258503653,0.4395994
-148.7626078,7.282091511,0.439866331
-148.7626078,7.305679369,0.440120947
-148.7626078,7.329267227,0.440363297
-148.7626078,7.352855084,0.440593428
-148.7626078,7.376442942,0.44081139
-148.7626078,7.4000308,0.441017229
-148.7626078,7.423618658,0.441210996
-148.7626078,7.447206515,0.441392737
-148.7626078,7.470794373,0.441562503
-148.7626078,7.494382231,0.441720339
-148.7626078,7.517970089,0.441862246
-148.7626078,7.541557947,0.441980447
-148.7626078,7.565145804,0.442064628
-147.2622873,0.512376327,0.324678259
-147.2622873,0.535964185,0.325626797
-147.2622873,0.559552042,0.32686348
-147.2622873,0.5831399,0.328207426
-147.2622873,0.606727758,0.32953515
-147.2622873,0.630315616,0.330789
-147.2622873,0.653903473,0.331971678
-147.2622873,0.677491331,0.33308589
-147.2622873,0.701079189,0.334134337
-147.2622873,0.724667047,0.335119723
-147.2622873,0.748254905,0.336044752
-147.2622873,0.771842762,0.336912127
-147.2622873,0.79543062,0.337724552
-147.2622873,0.819018478,0.338484729
-147.2622873,0.842606336,0.339195363
-147.2622873,0.866194194,0.339859156
-147.2622873,0.889782051,0.340478812
-147.2622873,0.913369909,0.341057034
-147.2622873,0.936957767,0.341596527
-147.2622873,0.960545625,0.342099992
-147.2622873,0.984133482,0.342570134
-147.2622873,1.00772134,0.343009656
-147.2622873,1.031309198,0.343421262
-147.2622873,1.054897056,0.343807654
-147.2622873,1.078484914,0.344171536
-147.2622873,1.102072771,0.344515612
-147.2622873,1.125660629,0.344842585
-147.2622873,1.149248487,0.345155158
-147.2622873,1.172836345,0.345456034
-147.2622873,1.196424202,0.345747918
-147.2622873,1.22001206,0.346033512
-147.2622873,1.243599918,0.34631552
-147.2622873,1.267187776,0.346596646
-147.2622873,1.290775634,0.346879592
-147.2622873,1.314363491,0.347167062
-147.2622873,1.337951349,0.347461759
-147.2622873,1.361539207,0.347766388
-147.2622873,1.385127065,0.34808365
-147.2622873,1.408714923,0.34841625
-147.2622873,1.43230278,0.348766892
-147.2622873,1.455890638,0.349138277
-147.2622873,1.479478496,0.349533104
-147.2622873,1.503066354,0.349953923
-147.2622873,1.526654211,0.350402762
-147.2622873,1.550242069,0.350880538
-147.2622873,1.573829927,0.351386567
-147.2622873,1.597417785,0.351918602
-147.2622873,1.621005643,0.352473353
-147.2622873,1.6445935,0.353047061
-147.2622873,1.668181358,0.35363585
-147.2622873,1.691769216,0.354235838
-147.2622873,1.715357074,0.354843146
-147.2622873,1.738944932,0.355453893
-147.2622873,1.762532789,0.3560642
-147.2622873,1.786120647,0.356670186
-147.2622873,1.809708505,0.35726797
-147.2622873,1.833296363,0.357853673
-147.2622873,1.85688422,0.358423413
-147.2622873,1.880472078,0.358973312
-147.2622873,1.904059936,0.359499488
-147.2622873,1.927647794,0.359998062
-147.2622873,1.951235652,0.360465152
-147.2622873,1.974823509,0.36089688
-147.2622873,1.998411367,0.3612894
-147.2622873,2.021999225,0.361639217
-147.2622873,2.045587083,0.361943877
-147.2622873,2.069174941,0.362202902
-147.2622873,2.092762798,0.36241838
-147.2622873,2.116350656,0.362594648
-147.2622873,2.139938514,0.362737384
-147.2622873,2.163526372,0.362852805
-147.2622873,2.187114229,0.362947228
-147.2622873,2.210702087,0.363026968
-147.2622873,2.234289945,0.36309834
-147.2622873,2.257877803,0.363167661
-147.2622873,2.281465661,0.363241247
-147.2622873,2.305053518,0.363325413
-147.2622873,2.328641376,0.363426475
-147.2622873,2.352229234,0.36355075
-147.2622873,2.375817092,0.363704552
-147.2622873,2.39940495,0.363894197
-147.2622873,2.422992807,0.364126003
-147.2622873,2.446580665,0.364406281
-147.2622873,2.470168523,0.364741153
-147.2622873,2.493756381,0.365135864
-147.2622873,2.517344238,0.365593589
-147.2622873,2.540932096,0.366114232
-147.2622873,2.564519954,0.366694168
-147.2622873,2.588107812,0.367327183
-147.2622873,2.61169567,0.368005776
-147.2622873,2.635283527,0.368722053
-147.2622873,2.658871385,0.369468091
-147.2622873,2.682459243,0.370235965
-147.2622873,2.706047101,0.371017753
-147.2622873,2.729634959,0.371805531
-147.2622873,2.753222816,0.372591376
-147.2622873,2.776810674,0.373367363
-147.2622873,2.800398532,0.374125569
-147.2622873,2.82398639,0.374858071
-147.2622873,2.847574247,0.375556945
-147.2622873,2.871162105,0.376214268
-147.2622873,2.894749963,0.376822116
-147.2622873,2.918337821,0.377372565
-147.2622873,2.941925679,0.377857806
-147.2622873,2.965513536,0.378270749
-147.2622873,2.989101394,0.378606196
-147.2622873,3.012689252,0.378862253
-147.2622873,3.03627711,0.37904094
-147.2622873,3.059864967,0.379147425
-147.2622873,3.083452825,0.379188598
-147.2622873,3.107040683,0.379171961
