delta_c/2pi (MHz),Omega_c/2pi (MHz),Ion Amplitude (arb. units)
-634.7776117,0.700769209,0.095932005
-634.7776117,0.708431936,0.096708703
-634.7776117,0.716094663,0.097490129
-634.7776117,0.723757391,0.098276239
-634.7776117,0.731420118,0.099066989
-634.7776117,0.739082846,0.099862335
-634.7776117,0.746745573,0.100662233
-634.7776117,0.7544083,0.101466639
-634.7776117,0.762071028,0.10227551
-634.7776117,0.769733755,0.1030888
-634.7776117,0.777396482,0.103906467
-634.7776117,0.78505921,0.104728466
-634.7776117,0.792721937,0.105554754
-634.7776117,0.800384665,0.106385286
-634.7776117,0.808047392,0.107220018
-634.7776117,0.815710119,0.108058906
-634.7776117,0.823372847,0.108901907
-634.7776117,0.831035574,0.109748976
-634.7776117,0.838698302,0.110600069
-634.7776117,0.846361029,0.111455143
-634.7776117,0.854023756,0.112314153
-634.7776117,0.861686484,0.113177056
-634.7776117,0.869349211,0.114043807
-634.7776117,0.877011938,0.114914363
-634.7776117,0.884674666,0.115788679
-634.7776117,0.892337393,0.116666712
-634.7776117,0.900000121,0.117548418
-634.7776117,0.907662848,0.118433752
-634.7776117,0.915325575,0.11932267
-634.7776117,0.922988303,0.120215129
-634.7776117,0.93065103,0.121111085
-634.7776117,0.938313758,0.122010494
-634.7776117,0.945976485,0.122913311
-634.7776117,0.953639212,0.123819493
-634.7776117,0.96130194,0.124728995
-634.7776117,0.968964667,0.125641775
-634.7776117,0.976627395,0.126557787
-634.7776117,0.984290122,0.127476988
-634.7776117,0.991952849,0.128399334
-634.7776117,0.999615577,0.12932478
-634.7776117,1.007278304,0.130253284
-634.7776117,1.014941031,0.1311848
-634.7776117,1.022603759,0.132119286
-634.7776117,1.030266486,0.133056696
-634.7776117,1.037929214,0.133996987
-634.7776117,1.045591941,0.134940115
-634.7776117,1.053254668,0.135886036
-634.7776117,1.060917396,0.136834707
-634.7776117,1.068580123,0.137786082
-634.7776117,1.076242851,0.138740118
-634.7776117,1.083905578,0.139696772
-634.7776117,1.091568305,0.140655998
-634.7776117,1.099231033,0.141617754
-634.7776117,1.10689376,0.142581994
-634.7776117,1.114556488,0.143548676
-634.7776117,1.122219215,0.144517755
-634.7776117,1.129881942,0.145489188
-634.7776117,1.13754467,0.146462929
-634.7776117,1.145207397,0.147438936
-634.7776117,1.152870124,0.148417164
-634.7776117,1.160532852,0.14939757
-634.7776117,1.168195579,0.150380108
-634.7776117,1.175858307,0.151364736
-634.7776117,1.183521034,0.15235141
-634.7776117,1.191183761,0.153340085
-634.7776117,1.198846489,0.154330717
-634.7776117,1.206509216,0.155323262
-634.7776117,1.214171944,0.156317677
-634.7776117,1.221834671,0.157313918
-634.7776117,1.229497398,0.15831194
-634.7776117,1.237160126,0.1593117
-634.7776117,1.244822853,0.160313153
-634.7776117,1.25248558,0.161316255
-634.7776117,1.260148308,0.162320964
-634.7776117,1.267811035,0.163327233
-634.7776117,1.275473763,0.164335021
-634.7776117,1.28313649,0.165344282
-634.7776117,1.290799217,0.166354973
-634.7776117,1.298461945,0.167367049
-634.7776117,1.306124672,0.168380467
-634.7776117,1.3137874,0.169395183
-634.7776117,1.321450127,0.170411153
-634.7776117,1.329112854,0.171428332
-634.7776117,1.336775582,0.172446678
-634.7776117,1.344438309,0.173466145
-634.7776117,1.352101037,0.17448669
-634.7776117,1.359763764,0.175508268
-634.7776117,1.367426491,0.176530837
-634.7776117,1.375089219,0.177554351
-634.7776117,1.382751946,0.178578768
-634.7776117,1.390414673,0.179604042
-634.7776117,1.398077401,0.180630131
-634.7776117,1.405740128,0.181656989
-634.7776117,1.413402856,0.182684573
-634.7776117,1.421065583,0.18371284
-634.7776117,1.42872831,0.184741744
-634.7776117,1.436391038,0.185771243
-634.7776117,1.444053765,0.186801292
-634.7776117,1.451716493,0.187831846
-634.7776117,1.45937922,0.188862863
-634.7776117,1.467041947,0.189894298
-634.7776117,1.474704675,0.190926107
-634.7776117,1.482367402,0.191958247
-634.7776117,1.49003013,0.192990673
-634.7776117,1.497692857,0.194023341
-634.7776117,1.505355584,0.195056207
-634.7776117,1.513018312,0.196089227
-634.7776117,1.520681039,0.197122358
-634.7776117,1.528343766,0.198155555
-634.7776117,1.536006494,0.199188773
-634.7776117,1.543669221,0.200221965
-634.7776117,1.551331949,0.201255081
-634.7776117,1.558994676,0.20228807
-634.7776117,1.566657403,0.203320879
-634.7776117,1.574320131,0.204353453
-634.7776117,1.581982858,0.205385739
-634.7776117,1.589645586,0.206417682
-634.7776117,1.597308313,0.207449229
-634.7776117,1.60497104,0.208480324
-634.7776117,1.612633768,0.209510914
-634.7776117,1.620296495,0.210540945
-634.7776117,1.627959223,0.211570363
-634.7776117,1.63562195,0.212599113
-634.7776117,1.643284677,0.213627141
-634.7776117,1.650947405,0.214654394
-634.7776117,1.658610132,0.215680817
-634.7776117,1.666272859,0.216706356
-634.7776117,1.673935587,0.217730956
-634.7776117,1.681598314,0.218754565
-634.7776117,1.689261042,0.219777127
-634.7776117,1.696923769,0.220798588
-634.7776117,1.704586496,0.221818895
-634.7776117,1.712249224,0.222837993
-634.7776117,1.719911951,0.223855827
-634.7776117,1.727574679,0.224872345
-634.7776117,1.735237406,0.225887492
-634.7776117,1.742900133,0.226901213
-634.7776117,1.750562861,0.227913454
-634.7776117,1.758225588,0.228924162
-634.7776117,1.765888315,0.229933283
-634.7776117,1.773551043,0.230940761
-634.7776117,1.78121377,0.231946543
-634.7776117,1.788876498,0.232950575
-634.7776117,1.796539225,0.233952803
-634.7776117,1.804201952,0.234953173
-634.7776117,1.81186468,0.23595163
-634.7776117,1.819527407,0.23694812
-634.7776117,1.827190135,0.237942589
-634.7776117,1.834852862,0.238934983
-634.7776117,1.842515589,0.239925249
-634.7776117,1.850178317,0.240913331
-634.7776117,1.857841044,0.241899175
-634.7776117,1.865503772,0.242882729
-634.7776117,1.873166499,0.243863936
-634.7776117,1.880829226,0.244842744
-634.7776117,1.888491954,0.245819098
-634.7776117,1.896154681,0.246792943
-634.7776117,1.903817408,0.247764227
-634.7776117,1.911480136,0.248732894
-634.7776117,1.919142863,0.249698891
-634.7776117,1.926805591,0.250662164
-634.7776117,1.934468318,0.251622657
-634.7776117,1.942131045,0.252580318
-634.7776117,1.949793773,0.253535092
-634.7776117,1.9574565,0.254486925
-634.7776117,1.965119228,0.255435762
-634.7776117,1.972781955,0.256381551
-634.7776117,1.980444682,0.257324235
-634.7776117,1.98810741,0.258263762
-634.7776117,1.995770137,0.259200078
-634.7776117,2.003432865,0.260133127
-634.7776117,2.011095592,0.261062856
-634.7776117,2.018758319,0.261989211
-634.7776117,2.026421047,0.262912138
-634.7776117,2.034083774,0.263831583
-634.7776117,2.041746501,0.264747491
-634.7776117,2.049409229,0.265659808
-634.7776117,2.057071956,0.26656848
-634.7776117,2.064734684,0.267473453
-634.7776117,2.072397411,0.268374674
-634.7776117,2.080060138,0.269272092
-634.7776117,2.087722866,0.27016567
-634.7776117,2.095385593,0.271055401
-634.7776117,2.103048321,0.271941319
-634.7776117,2.110711048,0.272823494
-634.7776117,2.118373775,0.273702026
-634.7776117,2.126036503,0.274577022
-634.7776117,2.13369923,0.275448595
-634.7776117,2.141361957,0.276316858
-634.7776117,2.149024685,0.277181921
-634.7776117,2.156687412,0.278043897
-634.7776117,2.16435014,0.278902899
-634.7776117,2.172012867,0.279759037
-634.7776117,2.179675594,0.280612424
-634.7776117,2.187338322,0.281463172
-634.7776117,2.195001049,0.282311393
-634.7776117,2.202663777,0.283157199
-634.7776117,2.210326504,0.284000702
-634.7776117,2.217989231,0.284842014
-634.7776117,2.225651959,0.285681247
-634.7776117,2.233314686,0.286518513
-634.7776117,2.240977414,0.287353924
-634.7776117,2.248640141,0.288187591
-634.7776117,2.256302868,0.289019628
-634.7776117,2.263965596,0.289850146
-634.7776117,2.271628323,0.290679256
-634.7776117,2.27929105,0.291507072
-634.7776117,2.286953778,0.292333704
-634.7776117,2.294616505,0.293159266
-634.7776117,2.302279233,0.293983868
-634.7776117,2.30994196,0.294807624
-634.7776117,2.317604687,0.295630644
-634.7776117,2.325267415,0.296453041
-634.7776117,2.332930142,0.297274927
-634.7776117,2.34059287,0.298096414
-634.7776117,2.348255597,0.298917614
-634.7776117,2.355918324,0.299738639
-634.7776117,2.363581052,0.300559601
-634.7776117,2.371243779,0.301380612
-634.7776117,2.378906507,0.302201783
-634.7776117,2.386569234,0.303023228
-634.7776117,2.394231961,0.303845058
-634.7776117,2.401894689,0.304667384
-634.7776117,2.409557416,0.30549032
-634.7776117,2.417220143,0.306313976
-634.7776117,2.424882871,0.307138465
-634.7776117,2.432545598,0.307963899
-634.7776117,2.440208326,0.30879039
-634.7776117,2.447871053,0.309618051
-634.7776117,2.45553378,0.310446991
-634.7776117,2.463196508,0.311277325
-634.7776117,2.470859235,0.312109164
-634.7776117,2.478521963,0.31294262
-634.7776117,2.48618469,0.313777804
-634.7776117,2.493847417,0.31461483
-634.7776117,2.501510145,0.315453808
-634.7776117,2.509172872,0.316294852
-634.7776117,2.516835599,0.317138072
-634.7776117,2.524498327,0.317983581
-634.7776117,2.532161054,0.318831491
-634.7776117,2.539823782,0.319681914
-634.7776117,2.547486509,0.320534962
-634.7776117,2.555149236,0.321390747
-634.7776117,2.562811964,0.322249381
-634.7776117,2.570474691,0.323110975
-634.7776117,2.578137419,0.323975643
-634.7776117,2.585800146,0.324843495
-634.7776117,2.593462873,0.325714645
-634.7776117,2.601125601,0.326589203
-634.7776117,2.608788328,0.327467282
-634.7776117,2.616451056,0.328348994
-634.7776117,2.624113783,0.329234451
-634.7776117,2.63177651,0.330123764
-634.7776117,2.639439238,0.331017047
-634.7776117,2.647101965,0.331914411
-634.7776117,2.654764692,0.332815967
-634.7776117,2.66242742,0.333721829
-634.7776117,2.670090147,0.334632107
-634.7776117,2.677752875,0.335546914
-634.7776117,2.685415602,0.336466362
-634.7776117,2.693078329,0.337390563
-634.7776117,2.700741057,0.338319628
-634.7776117,2.708403784,0.339253671
-634.7776117,2.716066512,0.340192803
-634.7776117,2.723729239,0.341137135
-634.7776117,2.731391966,0.34208678
-634.7776117,2.739054694,0.343041851
-634.7776117,2.746717421,0.344002458
-634.7776117,2.754380149,0.344968713
-634.7776117,2.762042876,0.34594073
-634.7776117,2.769705603,0.34691862
-634.7776117,2.777368331,0.347902494
-634.7776117,2.785031058,0.348892466
-634.7776117,2.792693785,0.349888646
-634.7776117,2.800356513,0.350891147
-634.7776117,2.80801924,0.351900081
-634.7776117,2.815681968,0.35287762
-634.7776117,2.823344695,0.35374631
-634.7776117,2.831007422,0.354396252
-633.2769036,0.539851933,0.08079308
-633.2769036,0.547514661,0.081221027
-633.2769036,0.555177388,0.0817974
-633.2769036,0.562840116,0.08245282
-633.2769036,0.570502843,0.083137933
-633.2769036,0.57816557,0.083828399
-633.2769036,0.585828298,0.084524181
-633.2769036,0.593491025,0.085225237
-633.2769036,0.601153753,0.08593153
-633.2769036,0.60881648,0.086643019
-633.2769036,0.616479207,0.087359665
-633.2769036,0.624141935,0.088081429
-633.2769036,0.631804662,0.088808272
-633.2769036,0.639467389,0.089540153
-633.2769036,0.647130117,0.090277035
-633.2769036,0.654792844,0.091018877
-633.2769036,0.662455572,0.09176564
-633.2769036,0.670118299,0.092517285
-633.2769036,0.677781026,0.093273773
-633.2769036,0.685443754,0.094035063
-633.2769036,0.693106481,0.094801118
-633.2769036,0.700769209,0.095571897
-633.2769036,0.708431936,0.096347361
-633.2769036,0.716094663,0.097127471
-633.2769036,0.723757391,0.097912187
-633.2769036,0.731420118,0.098701471
-633.2769036,0.739082846,0.099495282
-633.2769036,0.746745573,0.100293582
-633.2769036,0.7544083,0.101096331
-633.2769036,0.762071028,0.101903489
-633.2769036,0.769733755,0.102715019
-633.2769036,0.777396482,0.103530879
-633.2769036,0.78505921,0.104351031
-633.2769036,0.792721937,0.105175435
-633.2769036,0.800384665,0.106004053
-633.2769036,0.808047392,0.106836844
-633.2769036,0.815710119,0.10767377
-633.2769036,0.823372847,0.10851479
-633.2769036,0.831035574,0.109359867
-633.2769036,0.838698302,0.11020896
-633.2769036,0.846361029,0.11106203
-633.2769036,0.854023756,0.111919037
-633.2769036,0.861686484,0.112779943
-633.2769036,0.869349211,0.113644709
-633.2769036,0.877011938,0.114513293
-633.2769036,0.884674666,0.115385659
-633.2769036,0.892337393,0.116261765
-633.2769036,0.900000121,0.117141573
-633.2769036,0.907662848,0.118025043
-633.2769036,0.915325575,0.118912137
-633.2769036,0.922988303,0.119802814
-633.2769036,0.93065103,0.120697036
-633.2769036,0.938313758,0.121594762
-633.2769036,0.945976485,0.122495954
-633.2769036,0.953639212,0.123400573
-633.2769036,0.96130194,0.124308578
-633.2769036,0.968964667,0.125219932
-633.2769036,0.976627395,0.126134593
-633.2769036,0.984290122,0.127052524
-633.2769036,0.991952849,0.127973684
-633.2769036,0.999615577,0.128898035
-633.2769036,1.007278304,0.129825536
-633.2769036,1.014941031,0.130756149
-633.2769036,1.022603759,0.131689835
-633.2769036,1.030266486,0.132626553
-633.2769036,1.037929214,0.133566265
-633.2769036,1.045591941,0.134508932
-633.2769036,1.053254668,0.135454513
-633.2769036,1.060917396,0.13640297
-633.2769036,1.068580123,0.137354264
-633.2769036,1.076242851,0.138308354
-633.2769036,1.083905578,0.139265202
-633.2769036,1.091568305,0.140224768
-633.2769036,1.099231033,0.141187013
-633.2769036,1.10689376,0.142151898
-633.2769036,1.114556488,0.143119383
-633.2769036,1.122219215,0.144089429
-633.2769036,1.129881942,0.145061996
-633.2769036,1.13754467,0.146037046
-633.2769036,1.145207397,0.147014539
-633.2769036,1.152870124,0.147994435
-633.2769036,1.160532852,0.148976696
-633.2769036,1.168195579,0.149961281
-633.2769036,1.175858307,0.150948152
-633.2769036,1.183521034,0.151937269
-633.2769036,1.191183761,0.152928594
-633.2769036,1.198846489,0.153922085
-633.2769036,1.206509216,0.154917705
-633.2769036,1.214171944,0.155915414
-633.2769036,1.221834671,0.156915172
-633.2769036,1.229497398,0.157916941
-633.2769036,1.237160126,0.15892068
-633.2769036,1.244822853,0.159926351
-633.2769036,1.25248558,0.160933915
-633.2769036,1.260148308,0.161943331
-633.2769036,1.267811035,0.16295456
-633.2769036,1.275473763,0.163967564
-633.2769036,1.28313649,0.164982303
-633.2769036,1.290799217,0.165998737
-633.2769036,1.298461945,0.167016827
-633.2769036,1.306124672,0.168036534
-633.2769036,1.3137874,0.169057819
-633.2769036,1.321450127,0.170080642
-633.2769036,1.329112854,0.171104963
-633.2769036,1.336775582,0.172130744
-633.2769036,1.344438309,0.173157946
-633.2769036,1.352101037,0.174186528
-633.2769036,1.359763764,0.175216451
-633.2769036,1.367426491,0.176247677
-633.2769036,1.375089219,0.177280166
-633.2769036,1.382751946,0.178313878
-633.2769036,1.390414673,0.179348774
-633.2769036,1.398077401,0.180384815
-633.2769036,1.405740128,0.181421961
-633.2769036,1.413402856,0.182460173
-633.2769036,1.421065583,0.183499413
-633.2769036,1.42872831,0.184539639
-633.2769036,1.436391038,0.185580814
-633.2769036,1.444053765,0.186622898
-633.2769036,1.451716493,0.187665851
-633.2769036,1.45937922,0.188709634
-633.2769036,1.467041947,0.189754208
-633.2769036,1.474704675,0.190799533
-633.2769036,1.482367402,0.19184557
-633.2769036,1.49003013,0.192892281
-633.2769036,1.497692857,0.193939624
-633.2769036,1.505355584,0.194987562
-633.2769036,1.513018312,0.196036054
-633.2769036,1.520681039,0.197085062
-633.2769036,1.528343766,0.198134545
-633.2769036,1.536006494,0.199184459
-633.2769036,1.543669221,0.200234756
-633.2769036,1.551331949,0.201285376
-633.2769036,1.558994676,0.202336254
-633.2769036,1.566657403,0.203387316
-633.2769036,1.574320131,0.20443849
-633.2769036,1.581982858,0.205489699
-633.2769036,1.589645586,0.20654087
-633.2769036,1.597308313,0.207591926
-633.2769036,1.60497104,0.208642794
-633.2769036,1.612633768,0.209693398
-633.2769036,1.620296495,0.210743664
-633.2769036,1.627959223,0.211793516
-633.2769036,1.63562195,0.21284288
-633.2769036,1.643284677,0.21389168
-633.2769036,1.650947405,0.214939842
-633.2769036,1.658610132,0.215987291
-633.2769036,1.666272859,0.217033952
-633.2769036,1.673935587,0.218079751
-633.2769036,1.681598314,0.219124611
-633.2769036,1.689261042,0.220168459
-633.2769036,1.696923769,0.221211219
-633.2769036,1.704586496,0.222252817
-633.2769036,1.712249224,0.223293177
-633.2769036,1.719911951,0.224332225
-633.2769036,1.727574679,0.225369886
-633.2769036,1.735237406,0.226406085
-633.2769036,1.742900133,0.227440747
-633.2769036,1.750562861,0.228473797
-633.2769036,1.758225588,0.22950516
-633.2769036,1.765888315,0.230534762
-633.2769036,1.773551043,0.231562526
-633.2769036,1.78121377,0.23258838
-633.2769036,1.788876498,0.233612247
-633.2769036,1.796539225,0.234634053
-633.2769036,1.804201952,0.235653722
-633.2769036,1.81186468,0.236671181
-633.2769036,1.819527407,0.237686353
-633.2769036,1.827190135,0.238699165
-633.2769036,1.834852862,0.239709541
-633.2769036,1.842515589,0.240717406
-633.2769036,1.850178317,0.241722685
-633.2769036,1.857841044,0.242725304
-633.2769036,1.865503772,0.243725188
-633.2769036,1.873166499,0.244722261
-633.2769036,1.880829226,0.24571645
