delta_c/2pi (MHz),Omega_c/2pi (MHz),Ion Amplitude (arb. units)
-354.1451978,0.999615577,0.130718992
-354.1451978,1.007278304,0.131698911
-354.1451978,1.014941031,0.132681867
-354.1451978,1.022603759,0.133667761
-354.1451978,1.030266486,0.134656496
-354.1451978,1.037929214,0.135647973
-354.1451978,1.045591941,0.136642093
-354.1451978,1.053254668,0.137638758
-354.1451978,1.060917396,0.138637871
-354.1451978,1.068580123,0.139639332
-354.1451978,1.076242851,0.140643043
-354.1451978,1.083905578,0.141648906
-354.1451978,1.091568305,0.142656823
-354.1451978,1.099231033,0.143666695
-354.1451978,1.10689376,0.144678423
-354.1451978,1.114556488,0.14569191
-354.1451978,1.122219215,0.146707057
-354.1451978,1.129881942,0.147723766
-354.1451978,1.13754467,0.148741939
-354.1451978,1.145207397,0.149761476
-354.1451978,1.152870124,0.15078228
-354.1451978,1.160532852,0.151804253
-354.1451978,1.168195579,0.152827295
-354.1451978,1.175858307,0.153851309
-354.1451978,1.183521034,0.154876197
-354.1451978,1.191183761,0.155901859
-354.1451978,1.198846489,0.156928198
-354.1451978,1.206509216,0.157955115
-354.1451978,1.214171944,0.158982512
-354.1451978,1.221834671,0.160010291
-354.1451978,1.229497398,0.161038353
-354.1451978,1.237160126,0.1620666
-354.1451978,1.244822853,0.163094933
-354.1451978,1.25248558,0.164123254
-354.1451978,1.260148308,0.165151466
-354.1451978,1.267811035,0.166179468
-354.1451978,1.275473763,0.167207164
-354.1451978,1.28313649,0.168234454
-354.1451978,1.290799217,0.169261241
-354.1451978,1.298461945,0.170287426
-354.1451978,1.306124672,0.171312911
-354.1451978,1.3137874,0.172337597
-354.1451978,1.321450127,0.173361386
-354.1451978,1.329112854,0.174384179
-354.1451978,1.336775582,0.175405879
-354.1451978,1.344438309,0.176426387
-354.1451978,1.352101037,0.177445605
-354.1451978,1.359763764,0.178463433
-354.1451978,1.367426491,0.179479775
-354.1451978,1.375089219,0.180494531
-354.1451978,1.382751946,0.181507603
-354.1451978,1.390414673,0.182518893
-354.1451978,1.398077401,0.183528303
-354.1451978,1.405740128,0.184535734
-354.1451978,1.413402856,0.185541087
-354.1451978,1.421065583,0.186544265
-354.1451978,1.42872831,0.187545169
-354.1451978,1.436391038,0.188543701
-354.1451978,1.444053765,0.189539762
-354.1451978,1.451716493,0.190533254
-354.1451978,1.45937922,0.191524079
-354.1451978,1.467041947,0.192512139
-354.1451978,1.474704675,0.193497334
-354.1451978,1.482367402,0.194479567
-354.1451978,1.49003013,0.195458739
-354.1451978,1.497692857,0.196434752
-354.1451978,1.505355584,0.197407508
-354.1451978,1.513018312,0.198376907
-354.1451978,1.520681039,0.199342853
-354.1451978,1.528343766,0.200305251
-354.1451978,1.536006494,0.201264021
-354.1451978,1.543669221,0.202219111
-354.1451978,1.551331949,0.203170507
-354.1451978,1.558994676,0.204118236
-354.1451978,1.566657403,0.205062346
-354.1451978,1.574320131,0.206002898
-354.1451978,1.581982858,0.206939953
-354.1451978,1.589645586,0.207873573
-354.1451978,1.597308313,0.208803821
-354.1451978,1.60497104,0.20973076
-354.1451978,1.612633768,0.210654451
-354.1451978,1.620296495,0.211574957
-354.1451978,1.627959223,0.21249234
-354.1451978,1.63562195,0.213406662
-354.1451978,1.643284677,0.214317986
-354.1451978,1.650947405,0.215226374
-354.1451978,1.658610132,0.216131888
-354.1451978,1.666272859,0.21703459
-354.1451978,1.673935587,0.217934544
-354.1451978,1.681598314,0.21883181
-354.1451978,1.689261042,0.219726452
-354.1451978,1.696923769,0.220618531
-354.1451978,1.704586496,0.22150811
-354.1451978,1.712249224,0.222395252
-354.1451978,1.719911951,0.223280018
-354.1451978,1.727574679,0.224162471
-354.1451978,1.735237406,0.225042672
-354.1451978,1.742900133,0.225920685
-354.1451978,1.750562861,0.226796572
-354.1451978,1.758225588,0.227670395
-354.1451978,1.765888315,0.228542216
-354.1451978,1.773551043,0.229412097
-354.1451978,1.78121377,0.230280101
-354.1451978,1.788876498,0.23114629
-354.1451978,1.796539225,0.232010726
-354.1451978,1.804201952,0.232873472
-354.1451978,1.81186468,0.23373459
-354.1451978,1.819527407,0.234594142
-354.1451978,1.827190135,0.23545219
-354.1451978,1.834852862,0.236308798
-354.1451978,1.842515589,0.237164026
-354.1451978,1.850178317,0.238017937
-354.1451978,1.857841044,0.238870594
-354.1451978,1.865503772,0.239722059
-354.1451978,1.873166499,0.240572394
-354.1451978,1.880829226,0.241421662
-354.1451978,1.888491954,0.242269924
-354.1451978,1.896154681,0.243117243
-354.1451978,1.903817408,0.243963682
-354.1451978,1.911480136,0.244809302
-354.1451978,1.919142863,0.245654166
-354.1451978,1.926805591,0.246498336
-354.1451978,1.934468318,0.247341874
-354.1451978,1.942131045,0.248184844
-354.1451978,1.949793773,0.249027306
-354.1451978,1.9574565,0.249869323
-354.1451978,1.965119228,0.250710958
-354.1451978,1.972781955,0.251552273
-354.1451978,1.980444682,0.25239333
-354.1451978,1.98810741,0.253234191
-354.1451978,1.995770137,0.254074919
-354.1451978,2.003432865,0.254915576
-354.1451978,2.011095592,0.255756225
-354.1451978,2.018758319,0.256596927
-354.1451978,2.026421047,0.257437744
-354.1451978,2.034083774,0.25827874
-354.1451978,2.041746501,0.259119976
-354.1451978,2.049409229,0.259961515
-354.1451978,2.057071956,0.260803419
-354.1451978,2.064734684,0.26164575
-354.1451978,2.072397411,0.26248857
-354.1451978,2.080060138,0.263331942
-354.1451978,2.087722866,0.264175923
-354.1451978,2.095385593,0.265020568
-354.1451978,2.103048321,0.265865922
-354.1451978,2.110711048,0.266712023
-354.1451978,2.118373775,0.267558906
-354.1451978,2.126036503,0.268406602
-354.1451978,2.13369923,0.269255141
-354.1451978,2.141361957,0.270104555
-354.1451978,2.149024685,0.270954874
-354.1451978,2.156687412,0.271806129
-354.1451978,2.16435014,0.272658351
-354.1451978,2.172012867,0.273511572
-354.1451978,2.179675594,0.274365821
-354.1451978,2.187338322,0.27522113
-354.1451978,2.195001049,0.276077529
-354.1451978,2.202663777,0.27693505
-354.1451978,2.210326504,0.277793724
-354.1451978,2.217989231,0.278653581
-354.1451978,2.225651959,0.279514652
-354.1451978,2.233314686,0.280376968
-354.1451978,2.240977414,0.28124056
-354.1451978,2.248640141,0.282105459
-354.1451978,2.256302868,0.282971696
-354.1451978,2.263965596,0.283839301
-354.1451978,2.271628323,0.284708306
-354.1451978,2.27929105,0.285578741
-354.1451978,2.286953778,0.286450638
-354.1451978,2.294616505,0.287324026
-354.1451978,2.302279233,0.288198938
-354.1451978,2.30994196,0.289075404
-354.1451978,2.317604687,0.289953454
-354.1451978,2.325267415,0.29083312
-354.1451978,2.332930142,0.291714433
-354.1451978,2.34059287,0.292597423
-354.1451978,2.348255597,0.293482122
-354.1451978,2.355918324,0.29436856
-354.1451978,2.363581052,0.295256768
-354.1451978,2.371243779,0.296146777
-354.1451978,2.378906507,0.297038618
-354.1451978,2.386569234,0.297932322
-354.1451978,2.394231961,0.298827919
-354.1451978,2.401894689,0.299725441
-354.1451978,2.409557416,0.300624919
-354.1451978,2.417220143,0.301526383
-354.1451978,2.424882871,0.302429864
-354.1451978,2.432545598,0.303335393
-354.1451978,2.440208326,0.304243001
-354.1451978,2.447871053,0.305152719
-354.1451978,2.45553378,0.306064578
-354.1451978,2.463196508,0.306978608
-354.1451978,2.470859235,0.307894841
-354.1451978,2.478521963,0.308813308
-354.1451978,2.48618469,0.309734039
-354.1451978,2.493847417,0.310657065
-354.1451978,2.501510145,0.311582417
-354.1451978,2.509172872,0.312510126
-354.1451978,2.516835599,0.313440223
-354.1451978,2.524498327,0.314372738
-354.1451978,2.532161054,0.315307703
-354.1451978,2.539823782,0.316245149
-354.1451978,2.547486509,0.317185106
-354.1451978,2.555149236,0.318127606
-354.1451978,2.562811964,0.319072678
-354.1451978,2.570474691,0.320020355
-354.1451978,2.578137419,0.320970667
-354.1451978,2.585800146,0.321923644
-354.1451978,2.593462873,0.322879318
-354.1451978,2.601125601,0.32383772
-354.1451978,2.608788328,0.32479888
-354.1451978,2.616451056,0.32576283
-354.1451978,2.624113783,0.3267296
-354.1451978,2.63177651,0.327699221
-354.1451978,2.639439238,0.328671724
-354.1451978,2.647101965,0.32964714
-354.1451978,2.654764692,0.3306255
-354.1451978,2.66242742,0.331606834
-354.1451978,2.670090147,0.332591174
-354.1451978,2.677752875,0.333578551
-354.1451978,2.685415602,0.334568995
-354.1451978,2.693078329,0.335562537
-354.1451978,2.700741057,0.336559208
-354.1451978,2.708403784,0.337559039
-354.1451978,2.716066512,0.338562061
-354.1451978,2.723729239,0.339568305
-354.1451978,2.731391966,0.340577802
-354.1451978,2.739054694,0.341590582
-354.1451978,2.746717421,0.342606676
-354.1451978,2.754380149,0.343626116
-354.1451978,2.762042876,0.344648932
-354.1451978,2.769705603,0.345675155
-354.1451978,2.777368331,0.346704816
-354.1451978,2.785031058,0.347737946
-354.1451978,2.792693785,0.348774576
-354.1451978,2.800356513,0.349814736
-354.1451978,2.80801924,0.350858458
-354.1451978,2.815681968,0.351867006
-354.1451978,2.823344695,0.352761278
-354.1451978,2.831007422,0.353429284
-352.6444897,0.539851933,0.081581088
-352.6444897,0.547514661,0.081986842
-352.6444897,0.555177388,0.082534651
-352.6444897,0.562840116,0.08315963
-352.6444897,0.570502843,0.08381547
-352.6444897,0.57816557,0.084479252
-352.6444897,0.585828298,0.085150885
-352.6444897,0.593491025,0.085830283
-352.6444897,0.601153753,0.086517358
-352.6444897,0.60881648,0.087212019
-352.6444897,0.616479207,0.08791418
-352.6444897,0.624141935,0.088623753
-352.6444897,0.631804662,0.089340648
-352.6444897,0.639467389,0.090064777
-352.6444897,0.647130117,0.090796053
-352.6444897,0.654792844,0.091534387
-352.6444897,0.662455572,0.092279691
-352.6444897,0.670118299,0.093031876
-352.6444897,0.677781026,0.093790854
-352.6444897,0.685443754,0.094556537
-352.6444897,0.693106481,0.095328837
-352.6444897,0.700769209,0.096107665
-352.6444897,0.708431936,0.096892932
-352.6444897,0.716094663,0.097684552
-352.6444897,0.723757391,0.098482435
-352.6444897,0.731420118,0.099286493
-352.6444897,0.739082846,0.100096639
-352.6444897,0.746745573,0.100912782
-352.6444897,0.7544083,0.101734836
-352.6444897,0.762071028,0.102562713
-352.6444897,0.769733755,0.103396322
-352.6444897,0.777396482,0.104235578
-352.6444897,0.78505921,0.10508039
-352.6444897,0.792721937,0.105930672
-352.6444897,0.800384665,0.106786334
-352.6444897,0.808047392,0.107647288
-352.6444897,0.815710119,0.108513447
-352.6444897,0.823372847,0.109384721
-352.6444897,0.831035574,0.110261023
-352.6444897,0.838698302,0.111142264
-352.6444897,0.846361029,0.112028356
-352.6444897,0.854023756,0.11291921
-352.6444897,0.861686484,0.113814739
-352.6444897,0.869349211,0.114714854
-352.6444897,0.877011938,0.115619467
-352.6444897,0.884674666,0.11652849
-352.6444897,0.892337393,0.117441833
-352.6444897,0.900000121,0.11835941
-352.6444897,0.907662848,0.119281131
-352.6444897,0.915325575,0.120206909
-352.6444897,0.922988303,0.121136655
-352.6444897,0.93065103,0.12207028
-352.6444897,0.938313758,0.123007697
-352.6444897,0.945976485,0.123948818
-352.6444897,0.953639212,0.124893553
-352.6444897,0.96130194,0.125841815
-352.6444897,0.968964667,0.126793516
-352.6444897,0.976627395,0.127748567
-352.6444897,0.984290122,0.128706879
-352.6444897,0.991952849,0.129668365
-352.6444897,0.999615577,0.130632937
-352.6444897,1.007278304,0.131600505
-352.6444897,1.014941031,0.132570982
-352.6444897,1.022603759,0.13354428
-352.6444897,1.030266486,0.13452031
-352.6444897,1.037929214,0.135498983
-352.6444897,1.045591941,0.136480213
-352.6444897,1.053254668,0.137463909
-352.6444897,1.060917396,0.138449985
-352.6444897,1.068580123,0.139438351
-352.6444897,1.076242851,0.14042892
-352.6444897,1.083905578,0.141421603
-352.6444897,1.091568305,0.142416312
-352.6444897,1.099231033,0.143412959
-352.6444897,1.10689376,0.144411455
-352.6444897,1.114556488,0.145411712
-352.6444897,1.122219215,0.146413641
-352.6444897,1.129881942,0.147417156
-352.6444897,1.13754467,0.148422166
-352.6444897,1.145207397,0.149428584
-352.6444897,1.152870124,0.150436323
-352.6444897,1.160532852,0.151445292
-352.6444897,1.168195579,0.152455404
-352.6444897,1.175858307,0.153466572
-352.6444897,1.183521034,0.154478706
-352.6444897,1.191183761,0.155491718
-352.6444897,1.198846489,0.15650552
-352.6444897,1.206509216,0.157520023
-352.6444897,1.214171944,0.158535141
-352.6444897,1.221834671,0.159550783
-352.6444897,1.229497398,0.160566862
-352.6444897,1.237160126,0.16158329
-352.6444897,1.244822853,0.162599977
-352.6444897,1.25248558,0.163616837
-352.6444897,1.260148308,0.164633781
-352.6444897,1.267811035,0.16565072
-352.6444897,1.275473763,0.166667566
-352.6444897,1.28313649,0.167684231
-352.6444897,1.290799217,0.168700627
-352.6444897,1.298461945,0.169716664
-352.6444897,1.306124672,0.170732256
-352.6444897,1.3137874,0.171747314
-352.6444897,1.321450127,0.172761749
-352.6444897,1.329112854,0.173775473
-352.6444897,1.336775582,0.174788398
-352.6444897,1.344438309,0.175800436
-352.6444897,1.352101037,0.176811498
-352.6444897,1.359763764,0.177821496
-352.6444897,1.367426491,0.178830342
-352.6444897,1.375089219,0.179837947
-352.6444897,1.382751946,0.180844223
-352.6444897,1.390414673,0.181849083
-352.6444897,1.398077401,0.182852437
-352.6444897,1.405740128,0.183854197
-352.6444897,1.413402856,0.184854275
-352.6444897,1.421065583,0.185852583
-352.6444897,1.42872831,0.186849033
-352.6444897,1.436391038,0.187843536
-352.6444897,1.444053765,0.188836004
-352.6444897,1.451716493,0.189826348
-352.6444897,1.45937922,0.190814481
-352.6444897,1.467041947,0.191800314
-352.6444897,1.474704675,0.192783759
-352.6444897,1.482367402,0.193764727
-352.6444897,1.49003013,0.19474313
-352.6444897,1.497692857,0.195718881
-352.6444897,1.505355584,0.19669189
-352.6444897,1.513018312,0.197662069
-352.6444897,1.520681039,0.198629331
-352.6444897,1.528343766,0.199593591
-352.6444897,1.536006494,0.200554776
-352.6444897,1.543669221,0.201512839
-352.6444897,1.551331949,0.202467767
-352.6444897,1.558994676,0.203419579
-352.6444897,1.566657403,0.204368319
-352.6444897,1.574320131,0.205314036
-352.6444897,1.581982858,0.206256783
-352.6444897,1.589645586,0.207196613
-352.6444897,1.597308313,0.208133579
-352.6444897,1.60497104,0.209067734
-352.6444897,1.612633768,0.209999131
-352.6444897,1.620296495,0.210927823
-352.6444897,1.627959223,0.211853863
-352.6444897,1.63562195,0.212777303
-352.6444897,1.643284677,0.213698197
-352.6444897,1.650947405,0.214616598
-352.6444897,1.658610132,0.215532558
-352.6444897,1.666272859,0.216446131
-352.6444897,1.673935587,0.217357369
-352.6444897,1.681598314,0.218266325
-352.6444897,1.689261042,0.219173053
-352.6444897,1.696923769,0.220077605
-352.6444897,1.704586496,0.220980034
-352.6444897,1.712249224,0.221880393
-352.6444897,1.719911951,0.222778735
-352.6444897,1.727574679,0.223675113
-352.6444897,1.735237406,0.224569579
-352.6444897,1.742900133,0.225462188
-352.6444897,1.750562861,0.226352991
-352.6444897,1.758225588,0.227242042
-352.6444897,1.765888315,0.228129394
-352.6444897,1.773551043,0.229015099
-352.6444897,1.78121377,0.229899211
-352.6444897,1.788876498,0.230781782
-352.6444897,1.796539225,0.231662865
-352.6444897,1.804201952,0.232542514
-352.6444897,1.81186468,0.233420781
-352.6444897,1.819527407,0.234297719
-352.6444897,1.827190135,0.235173381
-352.6444897,1.834852862,0.23604782
-352.6444897,1.842515589,0.236921089
-352.6444897,1.850178317,0.237793241
-352.6444897,1.857841044,0.238664329
-352.6444897,1.865503772,0.239534405
-352.6444897,1.873166499,0.240403523
-352.6444897,1.880829226,0.241271736
-352.6444897,1.888491954,0.242139097
-352.6444897,1.896154681,0.243005657
-352.6444897,1.903817408,0.243871472
-352.6444897,1.911480136,0.244736592
-352.6444897,1.919142863,0.245601072
-352.6444897,1.926805591,0.246464964
-352.6444897,1.934468318,0.247328322
-352.6444897,1.942131045,0.248191197
-352.6444897,1.949793773,0.249053643
-352.6444897,1.9574565,0.249915714
-352.6444897,1.965119228,0.250777461
-352.6444897,1.972781955,0.251638938
-352.6444897,1.980444682,0.252500198
-352.6444897,1.98810741,0.253361293
-352.6444897,1.995770137,0.254222278
-352.6444897,2.003432865,0.255083203
-352.6444897,2.011095592,0.255944124
-352.6444897,2.018758319,0.256805091
-352.6444897,2.026421047,0.257666159
-352.6444897,2.034083774,0.258527381
-352.6444897,2.041746501,0.259388808
-352.6444897,2.049409229,0.260250495
-352.6444897,2.057071956,0.261112494
-352.6444897,2.064734684,0.261974858
-352.6444897,2.072397411,0.26283764
-352.6444897,2.080060138,0.263700891
-352.6444897,2.087722866,0.264564663
-352.6444897,2.095385593,0.265428999
-352.6444897,2.103048321,0.266293935
-352.6444897,2.110711048,0.267159501
-352.6444897,2.118373775,0.268025722
-352.6444897,2.126036503,0.26889262
-352.6444897,2.13369923,0.269760217
-352.6444897,2.141361957,0.270628535
-352.6444897,2.149024685,0.271497595
-352.6444897,2.156687412,0.27236742
-352.6444897,2.16435014,0.273238032
-352.6444897,2.172012867,0.274109453
-352.6444897,2.179675594,0.274981704
-352.6444897,2.187338322,0.275854807
-352.6444897,2.195001049,0.276728784
-352.6444897,2.202663777,0.277603658
-352.6444897,2.210326504,0.27847945
-352.6444897,2.217989231,0.279356182
-352.6444897,2.225651959,0.280233875
-352.6444897,2.233314686,0.281112553
-352.6444897,2.240977414,0.281992237
-352.6444897,2.248640141,0.282872948
-352.6444897,2.256302868,0.283754708
-352.6444897,2.263965596,0.284637541
-352.6444897,2.271628323,0.285521466
-352.6444897,2.27929105,0.286406508
-352.6444897,2.286953778,0.287292686
-352.6444897,2.294616505,0.288180023
-352.6444897,2.302279233,0.289068542
-352.6444897,2.30994196,0.289958264
-352.6444897,2.317604687,0.29084921
-352.6444897,2.325267415,0.291741404
-352.6444897,2.332930142,0.292634866
-352.6444897,2.34059287,0.293529619
-352.6444897,2.348255597,0.294425684
-352.6444897,2.355918324,0.295323084
-352.6444897,2.363581052,0.29622184
-352.6444897,2.371243779,0.297121975
-352.6444897,2.378906507,0.29802351
-352.6444897,2.386569234,0.298926467
-352.6444897,2.394231961,0.299830868
-352.6444897,2.401894689,0.300736736
-352.6444897,2.409557416,0.301644091
-352.6444897,2.417220143,0.302552956
-352.6444897,2.424882871,0.303463353
-352.6444897,2.432545598,0.304375303
-352.6444897,2.440208326,0.305288829
-352.6444897,2.447871053,0.306203952
-352.6444897,2.45553378,0.307120695
-352.6444897,2.463196508,0.308039079
-352.6444897,2.470859235,0.308959127
-352.6444897,2.478521963,0.309880859
-352.6444897,2.48618469,0.310804299
-352.6444897,2.493847417,0.311729468
-352.6444897,2.501510145,0.312656387
-352.6444897,2.509172872,0.31358508
-352.6444897,2.516835599,0.314515567
-352.6444897,2.524498327,0.31544787
-352.6444897,2.532161054,0.316382013
-352.6444897,2.539823782,0.317318015
-352.6444897,2.547486509,0.318255901
-352.6444897,2.555149236,0.31919569
-352.6444897,2.562811964,0.320137406
-352.6444897,2.570474691,0.32108107
-352.6444897,2.578137419,0.322026703
-352.6444897,2.585800146,0.322974329
-352.6444897,2.593462873,0.323923969
-352.6444897,2.601125601,0.324875645
-352.6444897,2.608788328,0.325829378
-352.6444897,2.616451056,0.326785191
-352.6444897,2.624113783,0.327743105
-352.6444897,2.63177651,0.328703143
-352.6444897,2.639439238,0.329665326
-352.6444897,2.647101965,0.330629677
-352.6444897,2.654764692,0.331596217
-352.6444897,2.66242742,0.332564968
-352.6444897,2.670090147,0.333535951
-352.6444897,2.677752875,0.33450919
-352.6444897,2.685415602,0.335484706
-352.6444897,2.693078329,0.336462521
-352.6444897,2.700741057,0.337442656
-352.6444897,2.708403784,0.338425134
-352.6444897,2.716066512,0.339409976
-352.6444897,2.723729239,0.340397205
-352.6444897,2.731391966,0.341386842
-352.6444897,2.739054694,0.34237891
-352.6444897,2.746717421,0.343373429
-352.6444897,2.754380149,0.344370423
-352.6444897,2.762042876,0.345369913
-352.6444897,2.769705603,0.346371921
-352.6444897,2.777368331,0.347376468
-352.6444897,2.785031058,0.348383578
-352.6444897,2.792693785,0.349393271
-352.6444897,2.800356513,0.350405569
-352.6444897,2.80801924,0.351420496
-352.6444897,2.815681968,0.352400499
-352.6444897,2.823344695,0.353268941
-352.6444897,2.831007422,0.353917369
-351.1437816,0.539851933,0.081690565
-351.1437816,0.547514661,0.082097115
-351.1437816,0.555177388,0.082645866
-351.1437816,0.562840116,0.08327171
-351.1437816,0.570502843,0.083928198
-351.1437816,0.57816557,0.08459235
-351.1437816,0.585828298,0.08526408
-351.1437816,0.593491025,0.085943305
-351.1437816,0.601153753,0.086629941
-351.1437816,0.60881648,0.087323905
-351.1437816,0.616479207,0.088025112
-351.1437816,0.624141935,0.088733479
-351.1437816,0.631804662,0.089448921
-351.1437816,0.639467389,0.090171356
-351.1437816,0.647130117,0.090900699
-351.1437816,0.654792844,0.091636867
-351.1437816,0.662455572,0.092379775
-351.1437816,0.670118299,0.09312934
-351.1437816,0.677781026,0.093885478
-351.1437816,0.685443754,0.094648106
-351.1437816,0.693106481,0.095417139
-351.1437816,0.700769209,0.096192494
-351.1437816,0.708431936,0.096974086
-351.1437816,0.716094663,0.097761833
-351.1437816,0.723757391,0.098555649
-351.1437816,0.731420118,0.099355453
-351.1437816,0.739082846,0.100161159
-351.1437816,0.746745573,0.100972683
-351.1437816,0.7544083,0.101789943
-351.1437816,0.762071028,0.102612854
-351.1437816,0.769733755,0.103441333
-351.1437816,0.777396482,0.104275295
-351.1437816,0.78505921,0.105114657
-351.1437816,0.792721937,0.105959335
-351.1437816,0.800384665,0.106809245
-351.1437816,0.808047392,0.107664303
-351.1437816,0.815710119,0.108524426
-351.1437816,0.823372847,0.10938953
-351.1437816,0.831035574,0.110259531
-351.1437816,0.838698302,0.111134346
-351.1437816,0.846361029,0.112013889
-351.1437816,0.854023756,0.112898078
-351.1437816,0.861686484,0.113786829
-351.1437816,0.869349211,0.114680058
-351.1437816,0.877011938,0.115577681
-351.1437816,0.884674666,0.116479615
-351.1437816,0.892337393,0.117385775
-351.1437816,0.900000121,0.118296077
-351.1437816,0.907662848,0.119210439
-351.1437816,0.915325575,0.120128776
-351.1437816,0.922988303,0.121051004
-351.1437816,0.93065103,0.12197704
-351.1437816,0.938313758,0.122906799
-351.1437816,0.945976485,0.123840199
-351.1437816,0.953639212,0.124777154
-351.1437816,0.96130194,0.125717582
-351.1437816,0.968964667,0.126661399
-351.1437816,0.976627395,0.12760852
-351.1437816,0.984290122,0.128558862
-351.1437816,0.991952849,0.129512341
-351.1437816,0.999615577,0.130468873
-351.1437816,1.007278304,0.131428375
-351.1437816,1.014941031,0.132390763
-351.1437816,1.022603759,0.133355953
-351.1437816,1.030266486,0.13432386
-351.1437816,1.037929214,0.135294402
-351.1437816,1.045591941,0.136267495
-351.1437816,1.053254668,0.137243054
-351.1437816,1.060917396,0.138220996
-351.1437816,1.068580123,0.139201237
-351.1437816,1.076242851,0.140183693
-351.1437816,1.083905578,0.141168281
-351.1437816,1.091568305,0.142154916
-351.1437816,1.099231033,0.143143516
-351.1437816,1.10689376,0.144133995
-351.1437816,1.114556488,0.145126271
-351.1437816,1.122219215,0.146120259
-351.1437816,1.129881942,0.147115875
-351.1437816,1.13754467,0.148113037
-351.1437816,1.145207397,0.149111659
-351.1437816,1.152870124,0.150111659
-351.1437816,1.160532852,0.151112952
-351.1437816,1.168195579,0.152115455
-351.1437816,1.175858307,0.153119084
-351.1437816,1.183521034,0.154123754
-351.1437816,1.191183761,0.155129383
-351.1437816,1.198846489,0.156135886
-351.1437816,1.206509216,0.15714318
-351.1437816,1.214171944,0.158151181
-351.1437816,1.221834671,0.159159804
-351.1437816,1.229497398,0.160168967
-351.1437816,1.237160126,0.161178585
-351.1437816,1.244822853,0.162188575
-351.1437816,1.25248558,0.163198852
-351.1437816,1.260148308,0.164209334
-351.1437816,1.267811035,0.165219936
-351.1437816,1.275473763,0.166230573
-351.1437816,1.28313649,0.167241164
-351.1437816,1.290799217,0.168251623
-351.1437816,1.298461945,0.169261868
-351.1437816,1.306124672,0.170271813
-351.1437816,1.3137874,0.171281376
-351.1437816,1.321450127,0.172290472
-351.1437816,1.329112854,0.173299018
-351.1437816,1.336775582,0.17430693
-351.1437816,1.344438309,0.175314124
-351.1437816,1.352101037,0.176320516
-351.1437816,1.359763764,0.177326023
-351.1437816,1.367426491,0.178330561
-351.1437816,1.375089219,0.179334045
-351.1437816,1.382751946,0.180336393
-351.1437816,1.390414673,0.18133752
-351.1437816,1.398077401,0.182337342
-351.1437816,1.405740128,0.183335776
-351.1437816,1.413402856,0.184332738
-351.1437816,1.421065583,0.185328144
-351.1437816,1.42872831,0.18632191
-351.1437816,1.436391038,0.187313953
-351.1437816,1.444053765,0.188304188
-351.1437816,1.451716493,0.189292533
-351.1437816,1.45937922,0.190278902
-351.1437816,1.467041947,0.191263213
-351.1437816,1.474704675,0.192245381
-351.1437816,1.482367402,0.193225322
-351.1437816,1.49003013,0.194202954
-351.1437816,1.497692857,0.195178192
-351.1437816,1.505355584,0.196150951
-351.1437816,1.513018312,0.19712115
-351.1437816,1.520681039,0.198088703
-351.1437816,1.528343766,0.199053531
-351.1437816,1.536006494,0.200015564
-351.1437816,1.543669221,0.20097476
-351.1437816,1.551331949,0.201931105
-351.1437816,1.558994676,0.20288462
-351.1437816,1.566657403,0.203835347
-351.1437816,1.574320131,0.204783335
-351.1437816,1.581982858,0.205728635
-351.1437816,1.589645586,0.2066713
-351.1437816,1.597308313,0.207611381
-351.1437816,1.60497104,0.208548931
-351.1437816,1.612633768,0.209484
-351.1437816,1.620296495,0.210416641
-351.1437816,1.627959223,0.211346906
-351.1437816,1.63562195,0.212274847
-351.1437816,1.643284677,0.213200514
-351.1437816,1.650947405,0.214123961
-351.1437816,1.658610132,0.21504524
-351.1437816,1.666272859,0.2159644
-351.1437816,1.673935587,0.216881496
-351.1437816,1.681598314,0.217796578
-351.1437816,1.689261042,0.218709698
-351.1437816,1.696923769,0.219620909
-351.1437816,1.704586496,0.220530262
-351.1437816,1.712249224,0.221437808
-351.1437816,1.719911951,0.222343601
-351.1437816,1.727574679,0.22324769
-351.1437816,1.735237406,0.22415013
-351.1437816,1.742900133,0.22505097
-351.1437816,1.750562861,0.225950263
-351.1437816,1.758225588,0.226848061
-351.1437816,1.765888315,0.227744416
-351.1437816,1.773551043,0.22863938
-351.1437816,1.78121377,0.229533004
-351.1437816,1.788876498,0.23042534
-351.1437816,1.796539225,0.23131644
-351.1437816,1.804201952,0.232206356
-351.1437816,1.81186468,0.23309514
-351.1437816,1.819527407,0.233982843
-351.1437816,1.827190135,0.234869518
-351.1437816,1.834852862,0.235755216
-351.1437816,1.842515589,0.236639988
-351.1437816,1.850178317,0.237523888
-351.1437816,1.857841044,0.238406967
-351.1437816,1.865503772,0.239289276
-351.1437816,1.873166499,0.240170867
-351.1437816,1.880829226,0.241051793
-351.1437816,1.888491954,0.241932105
-351.1437816,1.896154681,0.242811854
-351.1437816,1.903817408,0.243691094
-351.1437816,1.911480136,0.244569875
-351.1437816,1.919142863,0.245448249
-351.1437816,1.926805591,0.246326269
-351.1437816,1.934468318,0.247203985
-351.1437816,1.942131045,0.248081451
-351.1437816,1.949793773,0.248958717
-351.1437816,1.9574565,0.249835836
-351.1437816,1.965119228,0.250712859
-351.1437816,1.972781955,0.251589838
-351.1437816,1.980444682,0.252466826
-351.1437816,1.98810741,0.253343873
-351.1437816,1.995770137,0.254221033
-351.1437816,2.003432865,0.255098355
-351.1437816,2.011095592,0.255975894
-351.1437816,2.018758319,0.256853699
