delta_c/2pi (MHz),Omega_p/2pi (MHz),EIT Amplitude (arb. units)
-316.7985055,3.413682834,0.044865671
-316.7985055,3.437270692,0.044277362
-316.7985055,3.46085855,0.043496468
-316.7985055,3.484446408,0.042521575
-316.7985055,3.508034265,0.041359343
-316.7985055,3.531622123,0.04002484
-316.7985055,3.555209981,0.038539091
-316.7985055,3.578797839,0.036925979
-316.7985055,3.602385697,0.035210208
-316.7985055,3.625973554,0.033416529
-316.7985055,3.649561412,0.031569691
-316.7985055,3.67314927,0.029694446
-316.7985055,3.696737128,0.027815543
-316.7985055,3.720324985,0.025957733
-316.7985055,3.743912843,0.024145766
-316.7985055,3.767500701,0.022404392
-316.7985055,3.791088559,0.020758362
-316.7985055,3.814676417,0.019232426
-316.7985055,3.838264274,0.017851334
-316.7985055,3.861852132,0.016639836
-316.7985055,3.88543999,0.015622684
-316.7985055,3.909027848,0.014824627
-316.7985055,3.932615706,0.014270415
-316.7985055,3.956203563,0.013984799
-316.7985055,3.979791421,0.013992407
-316.7985055,4.003379279,0.014316145
-316.7985055,4.026967137,0.014973272
-316.7985055,4.050554994,0.015969622
-316.7985055,4.074142852,0.017295388
-316.7985055,4.09773071,0.018926187
-316.7985055,4.121318568,0.020828405
-316.7985055,4.144906426,0.022964475
-316.7985055,4.168494283,0.025295961
-316.7985055,4.192082141,0.027784414
-316.7985055,4.215669999,0.030391386
-316.7985055,4.239257857,0.033078428
-316.7985055,4.262845715,0.03580709
-316.7985055,4.286433572,0.038538925
-316.7985055,4.31002143,0.041235482
-316.7985055,4.333609288,0.043858315
-316.7985055,4.357197146,0.046368973
-316.7985055,4.380785003,0.048729008
-316.7985055,4.404372861,0.050899971
-316.7985055,4.427960719,0.052843414
-316.7985055,4.451548577,0.054520888
-316.7985055,4.475136435,0.055894225
-316.7985055,4.498724292,0.056927747
-316.7985055,4.52231215,0.057592981
-316.7985055,4.545900008,0.057874966
-316.7985055,4.569487866,0.057775919
-316.7985055,4.593075724,0.057312891
-316.7985055,4.616663581,0.056511632
-316.7985055,4.640251439,0.055401306
-316.7985055,4.663839297,0.054011663
-316.7985055,4.687427155,0.052372453
-316.7985055,4.711015012,0.050513427
-316.7985055,4.73460287,0.048464335
-316.7985055,4.758190728,0.04625493
-316.7985055,4.781778586,0.043914961
-316.7985055,4.805366444,0.041474179
-316.7985055,4.828954301,0.038962336
-316.7985055,4.852542159,0.036409181
-316.7985055,4.876130017,0.033844466
-316.7985055,4.899717875,0.031297941
-316.7985055,4.923305732,0.028799357
-316.7985055,4.94689359,0.026378465
-316.7985055,4.970481448,0.024065016
-316.7985055,4.994069306,0.02188876
-316.7985055,5.017657164,0.019879363
-316.7985055,5.041245021,0.018065301
-316.7985055,5.064832879,0.016471152
-316.7985055,5.088420737,0.015113617
-316.7985055,5.112008595,0.013998621
-316.7985055,5.135596453,0.013122059
-316.7985055,5.15918431,0.012473474
-316.7985055,5.182772168,0.012039697
-316.7985055,5.206360026,0.011806963
-316.7985055,5.229947884,0.011761497
-316.7985055,5.253535741,0.011889525
-316.7985055,5.277123599,0.012177272
-316.7985055,5.300711457,0.012610963
-316.7985055,5.324299315,0.013176826
-316.7985055,5.347887173,0.013861085
-316.7985055,5.37147503,0.014649966
-316.7985055,5.395062888,0.015529695
-316.7985055,5.418650746,0.016486497
-316.7985055,5.442238604,0.017506598
-316.7985055,5.465826462,0.018576262
-316.7985055,5.489414319,0.019682181
-316.7985055,5.513002177,0.020812375
-316.7985055,5.536590035,0.021957457
-316.7985055,5.560177893,0.023111483
-316.7985055,5.58376575,0.024271608
-316.7985055,5.607353608,0.025436885
-316.7985055,5.630941466,0.02660715
-316.7985055,5.654529324,0.027782394
-316.7985055,5.678117182,0.02896261
-316.7985055,5.701705039,0.030147792
-316.7985055,5.725292897,0.031337932
-316.7985055,5.748880755,0.032533023
-316.7985055,5.772468613,0.033733058
-316.7985055,5.796056471,0.034938029
-316.7985055,5.819644328,0.036147931
-316.7985055,5.843232186,0.037362755
-316.7985055,5.866820044,0.038582494
-316.7985055,5.890407902,0.039807142
-316.7985055,5.913995759,0.041036691
-316.7985055,5.937583617,0.042271134
-316.7985055,5.961171475,0.043510466
-316.7985055,5.984759333,0.044754719
-316.7985055,6.008347191,0.046004068
-316.7985055,6.031935048,0.047258984
-316.7985055,6.055522906,0.04852037
-316.7985055,6.079110764,0.049789553
-316.7985055,6.102698622,0.051068143
-316.7985055,6.12628648,0.052357879
-316.7985055,6.149874337,0.053660531
-316.7985055,6.173462195,0.05497787
-316.7985055,6.197050053,0.056311669
-316.7985055,6.220637911,0.057663699
-316.7985055,6.244225768,0.059035731
-316.7985055,6.267813626,0.060429537
-316.7985055,6.291401484,0.061846889
-316.7985055,6.314989342,0.063289559
-316.7985055,6.3385772,0.064759317
-316.7985055,6.362165057,0.066257937
-316.7985055,6.385752915,0.067787188
-316.7985055,6.409340773,0.069348844
-316.7985055,6.432928631,0.070944638
-316.7985055,6.456516489,0.072576017
-316.7985055,6.480104346,0.074243639
-316.7985055,6.503692204,0.075946719
-316.7985055,6.527280062,0.077682697
-316.7985055,6.55086792,0.079447526
-316.7985055,6.574455777,0.081236313
-316.7985055,6.598043635,0.083043844
-316.7985055,6.621631493,0.084864861
-316.7985055,6.645219351,0.086694101
-316.7985055,6.668807209,0.088526303
-316.7985055,6.692395066,0.090356208
-316.7985055,6.715982924,0.092178553
-316.7985055,6.739570782,0.093988078
-316.7985055,6.76315864,0.095779523
-316.7985055,6.786746498,0.097547626
-316.7985055,6.810334355,0.099287127
-316.7985055,6.833922213,0.100992764
-316.7985055,6.857510071,0.102659276
-316.7985055,6.881097929,0.104281404
-316.7985055,6.904685786,0.105853886
-316.7985055,6.928273644,0.107371461
-316.7985055,6.951861502,0.108828868
-316.7985055,6.97544936,0.110220846
-316.7985055,6.999037218,0.111542135
-316.7985055,7.022625075,0.112787474
-316.7985055,7.046212933,0.113951602
-316.7985055,7.069800791,0.115029257
-316.7985055,7.093388649,0.11601518
-316.7985055,7.116976506,0.116904108
-316.7985055,7.140564364,0.117690782
-316.7985055,7.164152222,0.11836994
-316.7985055,7.18774008,0.118936322
-316.7985055,7.211327938,0.119384667
-316.7985055,7.234915795,0.119709714
-316.7985055,7.258503653,0.119906201
-316.7985055,7.282091511,0.119968868
-316.7985055,7.305679369,0.119892455
-316.7985055,7.329267227,0.1196717
-316.7985055,7.352855084,0.119301343
-316.7985055,7.376442942,0.118776122
-316.7985055,7.4000308,0.118090777
-316.7985055,7.423618658,0.117240047
-316.7985055,7.447206515,0.116218671
-316.7985055,7.470794373,0.115021388
-316.7985055,7.494382231,0.113642937
-316.7985055,7.517970089,0.112156837
-316.7985055,7.541557947,0.110725959
-316.7985055,7.565145804,0.109595125
-315.298185,0.512376327,0.006038033
-315.298185,0.535964185,0.005906073
-315.298185,0.559552042,0.005763692
-315.298185,0.5831399,0.005655255
-315.298185,0.606727758,0.005607206
-315.298185,0.630315616,0.005628987
-315.298185,0.653903473,0.005716788
-315.298185,0.677491331,0.0058668
-315.298185,0.701079189,0.006075215
-315.298185,0.724667047,0.006338223
-315.298185,0.748254905,0.006652015
-315.298185,0.771842762,0.007012782
-315.298185,0.79543062,0.007416716
-315.298185,0.819018478,0.007860007
-315.298185,0.842606336,0.008338846
-315.298185,0.866194194,0.008849425
-315.298185,0.889782051,0.009387934
-315.298185,0.913369909,0.009950565
-315.298185,0.936957767,0.010533507
-315.298185,0.960545625,0.011132954
-315.298185,0.984133482,0.011745094
-315.298185,1.00772134,0.01236612
-315.298185,1.031309198,0.012992223
-315.298185,1.054897056,0.013619592
-315.298185,1.078484914,0.014244421
-315.298185,1.102072771,0.014862898
-315.298185,1.125660629,0.015471217
-315.298185,1.149248487,0.016065566
-315.298185,1.172836345,0.016642138
-315.298185,1.196424202,0.017197124
-315.298185,1.22001206,0.017726714
-315.298185,1.243599918,0.0182271
-315.298185,1.267187776,0.018694472
-315.298185,1.290775634,0.019125021
-315.298185,1.314363491,0.019514939
-315.298185,1.337951349,0.019860417
-315.298185,1.361539207,0.020157645
-315.298185,1.385127065,0.020402815
-315.298185,1.408714923,0.020592118
-315.298185,1.43230278,0.020721743
-315.298185,1.455890638,0.020787884
-315.298185,1.479478496,0.020786741
-315.298185,1.503066354,0.020714739
-315.298185,1.526654211,0.020569115
-315.298185,1.550242069,0.020348823
-315.298185,1.573829927,0.020055288
-315.298185,1.597417785,0.019692357
-315.298185,1.621005643,0.019265485
-315.298185,1.6445935,0.018780855
-315.298185,1.668181358,0.018244831
-315.298185,1.691769216,0.017663781
-315.298185,1.715357074,0.017044076
-315.298185,1.738944932,0.016392085
-315.298185,1.762532789,0.015714176
-315.298185,1.786120647,0.015016721
-315.298185,1.809708505,0.014306087
-315.298185,1.833296363,0.013588644
-315.298185,1.85688422,0.012870762
-315.298185,1.880472078,0.012158809
-315.298185,1.904059936,0.011459156
-315.298185,1.927647794,0.010778172
-315.298185,1.951235652,0.010122226
-315.298185,1.974823509,0.009497687
-315.298185,1.998411367,0.008910905
-315.298185,2.021999225,0.00836802
-315.298185,2.045587083,0.007874567
-315.298185,2.069174941,0.007434912
-315.298185,2.092762798,0.007051918
-315.298185,2.116350656,0.006727126
-315.298185,2.139938514,0.006461285
-315.298185,2.163526372,0.00625483
-315.298185,2.187114229,0.006108138
-315.298185,2.210702087,0.006021585
-315.298185,2.234289945,0.005995547
-315.298185,2.257877803,0.006030401
-315.298185,2.281465661,0.006126523
-315.298185,2.305053518,0.00628429
-315.298185,2.328641376,0.006504078
-315.298185,2.352229234,0.006786264
-315.298185,2.375817092,0.007131224
-315.298185,2.39940495,0.007539334
-315.298185,2.422992807,0.008010971
-315.298185,2.446580665,0.00854651
-315.298185,2.470168523,0.009146275
-315.298185,2.493756381,0.009810344
-315.298185,2.517344238,0.010538223
-315.298185,2.540932096,0.011328514
-315.298185,2.564519954,0.012178835
-315.298185,2.588107812,0.013086093
-315.298185,2.61169567,0.014046833
-315.298185,2.635283527,0.015057496
-315.298185,2.658871385,0.01611451
-315.298185,2.682459243,0.017214307
-315.298185,2.706047101,0.018353316
-315.298185,2.729634959,0.019527969
-315.298185,2.753222816,0.020734694
-315.298185,2.776810674,0.021969923
-315.298185,2.800398532,0.023230085
-315.298185,2.82398639,0.024511612
-315.298185,2.847574247,0.025810932
-315.298185,2.871162105,0.027124478
-315.298185,2.894749963,0.028448678
-315.298185,2.918337821,0.029779964
-315.298185,2.941925679,0.031114717
-315.298185,2.965513536,0.032449016
-315.298185,2.989101394,0.033778139
-315.298185,3.012689252,0.035095969
-315.298185,3.03627711,0.036394736
-315.298185,3.059864967,0.037665339
-315.298185,3.083452825,0.03889795
-315.298185,3.107040683,0.040082482
-315.298185,3.130628541,0.041208815
-315.298185,3.154216399,0.04226683
-315.298185,3.177804256,0.043246407
-315.298185,3.201392114,0.044137425
-315.298185,3.224979972,0.044929764
-315.298185,3.24856783,0.045613306
-315.298185,3.272155688,0.046177929
-315.298185,3.295743545,0.046613513
-315.298185,3.319331403,0.04690994
-315.298185,3.342919261,0.047057088
-315.298185,3.366507119,0.047044839
-315.298185,3.390094976,0.046863071
-315.298185,3.413682834,0.046501679
-315.298185,3.437270692,0.045951131
-315.298185,3.46085855,0.045204298
-315.298185,3.484446408,0.044259488
-315.298185,3.508034265,0.043123328
-315.298185,3.531622123,0.04181111
-315.298185,3.555209981,0.040344258
-315.298185,3.578797839,0.038747146
-315.298185,3.602385697,0.037044991
-315.298185,3.625973554,0.035263058
-315.298185,3.649561412,0.033426613
-315.298185,3.67314927,0.031560922
-315.298185,3.696737128,0.029691249
-315.298185,3.720324985,0.027842861
-315.298185,3.743912843,0.026041022
-315.298185,3.767500701,0.024310998
-315.298185,3.791088559,0.022678055
-315.298185,3.814676417,0.021167457
-315.298185,3.838264274,0.019804471
-315.298185,3.861852132,0.018614362
-315.298185,3.88543999,0.017622395
-315.298185,3.909027848,0.016853835
-315.298185,3.932615706,0.016333949
-315.298185,3.956203563,0.016088001
-315.298185,3.979791421,0.016141127
-315.298185,4.003379279,0.016516648
-315.298185,4.026967137,0.017231916
-315.298185,4.050554994,0.018292226
-315.298185,4.074142852,0.019686355
-315.298185,4.09773071,0.021387693
-315.298185,4.121318568,0.023359878
-315.298185,4.144906426,0.025562381
-315.298185,4.168494283,0.027953751
-315.298185,4.192082141,0.030492524
-315.298185,4.215669999,0.033137238
-315.298185,4.239257857,0.035846428
-315.298185,4.262845715,0.038578632
-315.298185,4.286433572,0.041292385
-315.298185,4.31002143,0.043946226
-315.298185,4.333609288,0.04649869
-315.298185,4.357197146,0.048908314
-315.298185,4.380785003,0.051133635
-315.298185,4.404372861,0.053133189
-315.298185,4.427960719,0.054865514
-315.298185,4.451548577,0.056289145
-315.298185,4.475136435,0.057362941
-315.298185,4.498724292,0.058048601
-315.298185,4.52231215,0.058316048
-315.298185,4.545900008,0.05815063
-315.298185,4.569487866,0.057557302
-315.298185,4.593075724,0.056557952
-315.298185,4.616663581,0.055184399
-315.298185,4.640251439,0.053472356
-315.298185,4.663839297,0.051458206
-315.298185,4.687427155,0.049178335
-315.298185,4.711015012,0.046669127
-315.298185,4.73460287,0.043966966
-315.298185,4.758190728,0.041108237
-315.298185,4.781778586,0.038129324
-315.298185,4.805366444,0.035066611
-315.298185,4.828954301,0.031956484
-315.298185,4.852542159,0.028835327
-315.298185,4.876130017,0.025739524
-315.298185,4.899717875,0.022705459
-315.298185,4.923305732,0.019769518
-315.298185,4.94689359,0.016968084
-315.298185,4.970481448,0.014337542
-315.298185,4.994069306,0.011914277
-315.298185,5.017657164,0.009734563
-315.298185,5.041245021,0.007833122
-315.298185,5.064832879,0.006239602
-315.298185,5.088420737,0.004973392
-315.298185,5.112008595,0.004039841
-315.298185,5.135596453,0.003431238
-315.298185,5.15918431,0.003131598
-315.298185,5.182772168,0.003121403
-315.298185,5.206360026,0.003380359
-315.298185,5.229947884,0.003888157
-315.298185,5.253535741,0.004624493
-315.298185,5.277123599,0.005569059
-315.298185,5.300711457,0.006701549
-315.298185,5.324299315,0.008001658
-315.298185,5.347887173,0.009449078
-315.298185,5.37147503,0.011023504
-315.298185,5.395062888,0.012704628
-315.298185,5.418650746,0.014472146
-315.298185,5.442238604,0.016305749
-315.298185,5.465826462,0.018185181
-315.298185,5.489414319,0.020090728
-315.298185,5.513002177,0.022004363
-315.298185,5.536590035,0.023911357
-315.298185,5.560177893,0.025801352
-315.298185,5.58376575,0.02766793
-315.298185,5.607353608,0.029507085
-315.298185,5.630941466,0.031315805
-315.298185,5.654529324,0.033091278
-315.298185,5.678117182,0.034830692
-315.298185,5.701705039,0.036531234
-315.298185,5.725292897,0.038190094
-315.298185,5.748880755,0.039804458
-315.298185,5.772468613,0.041371516
-315.298185,5.796056471,0.042888456
-315.298185,5.819644328,0.044352465
-315.298185,5.843232186,0.045760731
-315.298185,5.866820044,0.047110444
-315.298185,5.890407902,0.048398791
-315.298185,5.913995759,0.04962296
-315.298185,5.937583617,0.050780139
-315.298185,5.961171475,0.05186753
-315.298185,5.984759333,0.052882601
-315.298185,6.008347191,0.053823807
-315.298185,6.031935048,0.054691696
-315.298185,6.055522906,0.055489841
-315.298185,6.079110764,0.056224788
-315.298185,6.102698622,0.056905067
-315.298185,6.12628648,0.05754011
-315.298185,6.149874337,0.058139573
-315.298185,6.173462195,0.058713122
-315.298185,6.197050053,0.059270421
-315.298185,6.220637911,0.059821134
-315.298185,6.244225768,0.060374926
-315.298185,6.267813626,0.060941463
-315.298185,6.291401484,0.061530408
-315.298185,6.314989342,0.062151427
-315.298185,6.3385772,0.062814184
-315.298185,6.362165057,0.063528343
-315.298185,6.385752915,0.06430357
-315.298185,6.409340773,0.065149529
-315.298185,6.432928631,0.06607579
-315.298185,6.456516489,0.0670912
-315.298185,6.480104346,0.068202611
-315.298185,6.503692204,0.069413238
-315.298185,6.527280062,0.070721815
-315.298185,6.55086792,0.072123325
-315.298185,6.574455777,0.073610614
-315.298185,6.598043635,0.075175725
-315.298185,6.621631493,0.076810576
-315.298185,6.645219351,0.078507088
-315.298185,6.668807209,0.08025718
-315.298185,6.692395066,0.082052771
-315.298185,6.715982924,0.083885781
-315.298185,6.739570782,0.085748129
-315.298185,6.76315864,0.087631735
-315.298185,6.786746498,0.089528519
-315.298185,6.810334355,0.091430399
-315.298185,6.833922213,0.093329296
-315.298185,6.857510071,0.095217128
-315.298185,6.881097929,0.097085816
-315.298185,6.904685786,0.098927278
-315.298185,6.928273644,0.100733434
-315.298185,6.951861502,0.102496205
-315.298185,6.97544936,0.104207508
-315.298185,6.999037218,0.105859264
-315.298185,7.022625075,0.107443392
-315.298185,7.046212933,0.108951812
-315.298185,7.069800791,0.110376443
