delta_c/2pi (MHz),Omega_p/2pi (MHz),EIT Amplitude (arb. units)
-321.299467,6.928273644,0.108523748
-321.299467,6.951861502,0.108962329
-321.299467,6.97544936,0.109329496
-321.299467,6.999037218,0.109625521
-321.299467,7.022625075,0.109850677
-321.299467,7.046212933,0.110005237
-321.299467,7.069800791,0.110089473
-321.299467,7.093388649,0.11010366
-321.299467,7.116976506,0.11004807
-321.299467,7.140564364,0.109922975
-321.299467,7.164152222,0.109728648
-321.299467,7.18774008,0.109465363
-321.299467,7.211327938,0.109133392
-321.299467,7.234915795,0.108733008
-321.299467,7.258503653,0.108264485
-321.299467,7.282091511,0.107728094
-321.299467,7.305679369,0.107124109
-321.299467,7.329267227,0.106452802
-321.299467,7.352855084,0.105714448
-321.299467,7.376442942,0.104909317
-321.299467,7.4000308,0.104037684
-321.299467,7.423618658,0.103099821
-321.299467,7.447206515,0.102096002
-321.299467,7.470794373,0.101026498
-321.299467,7.494382231,0.099891583
-321.299467,7.517970089,0.0987426
-321.299467,7.541557947,0.097686234
-321.299467,7.565145804,0.096876904
-319.7991465,0.512376327,0.007033549
-319.7991465,0.535964185,0.006997237
-319.7991465,0.559552042,0.006969909
-319.7991465,0.5831399,0.006971451
-319.7991465,0.606727758,0.007012857
-319.7991465,0.630315616,0.007097309
-319.7991465,0.653903473,0.007222407
-319.7991465,0.677491331,0.007385752
-319.7991465,0.701079189,0.007584942
-319.7991465,0.724667047,0.007817579
-319.7991465,0.748254905,0.008081262
-319.7991465,0.771842762,0.008373591
-319.7991465,0.79543062,0.008692166
-319.7991465,0.819018478,0.009034588
-319.7991465,0.842606336,0.009398455
-319.7991465,0.866194194,0.009781369
-319.7991465,0.889782051,0.010180929
-319.7991465,0.913369909,0.010594736
-319.7991465,0.936957767,0.011020389
-319.7991465,0.960545625,0.011455488
-319.7991465,0.984133482,0.011897633
-319.7991465,1.00772134,0.012344424
-319.7991465,1.031309198,0.012793462
-319.7991465,1.054897056,0.013242346
-319.7991465,1.078484914,0.013688677
-319.7991465,1.102072771,0.014130053
-319.7991465,1.125660629,0.014564077
-319.7991465,1.149248487,0.014988346
-319.7991465,1.172836345,0.015400462
-319.7991465,1.196424202,0.015798024
-319.7991465,1.22001206,0.016178632
-319.7991465,1.243599918,0.016539887
-319.7991465,1.267187776,0.016879388
-319.7991465,1.290775634,0.017194735
-319.7991465,1.314363491,0.017483529
-319.7991465,1.337951349,0.017743369
-319.7991465,1.361539207,0.017971856
-319.7991465,1.385127065,0.018166589
-319.7991465,1.408714923,0.018325168
-319.7991465,1.43230278,0.018445194
-319.7991465,1.455890638,0.018524266
-319.7991465,1.479478496,0.018559991
-319.7991465,1.503066354,0.018550099
-319.7991465,1.526654211,0.018492776
-319.7991465,1.550242069,0.018387166
-319.7991465,1.573829927,0.018233801
-319.7991465,1.597417785,0.018034564
-319.7991465,1.621005643,0.017792238
-319.7991465,1.6445935,0.017510016
-319.7991465,1.668181358,0.017191189
-319.7991465,1.691769216,0.016839053
-319.7991465,1.715357074,0.016456905
-319.7991465,1.738944932,0.016048039
-319.7991465,1.762532789,0.015615752
-319.7991465,1.786120647,0.015163339
-319.7991465,1.809708505,0.014694096
-319.7991465,1.833296363,0.014211319
-319.7991465,1.85688422,0.013718303
-319.7991465,1.880472078,0.013218343
-319.7991465,1.904059936,0.012714737
-319.7991465,1.927647794,0.012210779
-319.7991465,1.951235652,0.011709765
-319.7991465,1.974823509,0.011214991
-319.7991465,1.998411367,0.010729752
-319.7991465,2.021999225,0.010257334
-319.7991465,2.045587083,0.009801
-319.7991465,2.069174941,0.009363966
-319.7991465,2.092762798,0.00894939
-319.7991465,2.116350656,0.008560375
-319.7991465,2.139938514,0.008199995
-319.7991465,2.163526372,0.007871311
-319.7991465,2.187114229,0.00757738
-319.7991465,2.210702087,0.007321261
-319.7991465,2.234289945,0.007106013
-319.7991465,2.257877803,0.006934693
-319.7991465,2.281465661,0.006810361
-319.7991465,2.305053518,0.006736074
-319.7991465,2.328641376,0.006714891
-319.7991465,2.352229234,0.00674987
-319.7991465,2.375817092,0.006844069
-319.7991465,2.39940495,0.007000547
-319.7991465,2.422992807,0.007222362
-319.7991465,2.446580665,0.007512571
-319.7991465,2.470168523,0.00787414
-319.7991465,2.493756381,0.00830961
-319.7991465,2.517344238,0.00882053
-319.7991465,2.540932096,0.009406872
-319.7991465,2.564519954,0.010066912
-319.7991465,2.588107812,0.01079768
-319.7991465,2.61169567,0.011595587
-319.7991465,2.635283527,0.012456854
-319.7991465,2.658871385,0.013377688
-319.7991465,2.682459243,0.014354296
-319.7991465,2.706047101,0.015382887
-319.7991465,2.729634959,0.016459666
-319.7991465,2.753222816,0.017580843
-319.7991465,2.776810674,0.018742623
-319.7991465,2.800398532,0.019941214
-319.7991465,2.82398639,0.021172823
-319.7991465,2.847574247,0.022433659
-319.7991465,2.871162105,0.023719927
-319.7991465,2.894749963,0.025027835
-319.7991465,2.918337821,0.026353591
-319.7991465,2.941925679,0.027693354
-319.7991465,2.965513536,0.029042976
-319.7991465,2.989101394,0.030397507
-319.7991465,3.012689252,0.031750593
-319.7991465,3.03627711,0.033094215
-319.7991465,3.059864967,0.03441902
-319.7991465,3.083452825,0.03571492
-319.7991465,3.107040683,0.036971569
-319.7991465,3.130628541,0.038178587
-319.7991465,3.154216399,0.039325593
-319.7991465,3.177804256,0.040402208
-319.7991465,3.201392114,0.041398052
-319.7991465,3.224979972,0.042302744
-319.7991465,3.24856783,0.043105905
-319.7991465,3.272155688,0.043797154
-319.7991465,3.295743545,0.044366112
-319.7991465,3.319331403,0.044802397
-319.7991465,3.342919261,0.045095631
-319.7991465,3.366507119,0.045235433
-319.7991465,3.390094976,0.045211423
-319.7991465,3.413682834,0.045013234
-319.7991465,3.437270692,0.044631044
-319.7991465,3.46085855,0.044057316
-319.7991465,3.484446408,0.043289678
-319.7991465,3.508034265,0.04233366
-319.7991465,3.531622123,0.041203026
-319.7991465,3.555209981,0.039917369
-319.7991465,3.578797839,0.038499081
-319.7991465,3.602385697,0.036971356
-319.7991465,3.625973554,0.035357435
-319.7991465,3.649561412,0.033680559
-319.7991465,3.67314927,0.031963969
-319.7991465,3.696737128,0.030230903
-319.7991465,3.720324985,0.028504604
-319.7991465,3.743912843,0.026808312
-319.7991465,3.767500701,0.025165267
-319.7991465,3.791088559,0.023598709
-319.7991465,3.814676417,0.022131879
-319.7991465,3.838264274,0.020788017
-319.7991465,3.861852132,0.019590364
-319.7991465,3.88543999,0.018562161
-319.7991465,3.909027848,0.017726648
-319.7991465,3.932615706,0.017107064
-319.7991465,3.956203563,0.016726652
-319.7991465,3.979791421,0.016608544
-319.7991465,4.003379279,0.016774383
-319.7991465,4.026967137,0.017240904
-319.7991465,4.050554994,0.018014931
-319.7991465,4.074142852,0.019089711
-319.7991465,4.09773071,0.020445839
-319.7991465,4.121318568,0.022055901
-319.7991465,4.144906426,0.023889048
-319.7991465,4.168494283,0.025913681
-319.7991465,4.192082141,0.028098186
-319.7991465,4.215669999,0.030410952
-319.7991465,4.239257857,0.032820365
-319.7991465,4.262845715,0.035294815
-319.7991465,4.286433572,0.037802689
-319.7991465,4.31002143,0.040312374
-319.7991465,4.333609288,0.042792259
-319.7991465,4.357197146,0.045210731
-319.7991465,4.380785003,0.047536178
-319.7991465,4.404372861,0.049736988
-319.7991465,4.427960719,0.051781548
-319.7991465,4.451548577,0.053638246
-319.7991465,4.475136435,0.055275675
-319.7991465,4.498724292,0.056664223
-319.7991465,4.52231215,0.057779488
-319.7991465,4.545900008,0.058606831
-319.7991465,4.569487866,0.059144032
-319.7991465,4.593075724,0.059399587
-319.7991465,4.616663581,0.05938828
-319.7991465,4.640251439,0.059127363
-319.7991465,4.663839297,0.058634512
-319.7991465,4.687427155,0.057927401
-319.7991465,4.711015012,0.057023707
-319.7991465,4.73460287,0.055941106
-319.7991465,4.758190728,0.054697273
-319.7991465,4.781778586,0.053309885
-319.7991465,4.805366444,0.051796616
-319.7991465,4.828954301,0.050175144
-319.7991465,4.852542159,0.048463143
-319.7991465,4.876130017,0.046678289
-319.7991465,4.899717875,0.044838259
-319.7991465,4.923305732,0.042960727
-319.7991465,4.94689359,0.041063371
-319.7991465,4.970481448,0.039163865
-319.7991465,4.994069306,0.037279886
-319.7991465,5.017657164,0.035429073
-319.7991465,5.041245021,0.033628573
-319.7991465,5.064832879,0.031893904
-319.7991465,5.088420737,0.030237307
-319.7991465,5.112008595,0.028666531
-319.7991465,5.135596453,0.027185149
-319.7991465,5.15918431,0.025794085
-319.7991465,5.182772168,0.024493136
-319.7991465,5.206360026,0.023281847
-319.7991465,5.229947884,0.022159763
-319.7991465,5.253535741,0.021126426
-319.7991465,5.277123599,0.020181379
-319.7991465,5.300711457,0.019324167
-319.7991465,5.324299315,0.018554333
-319.7991465,5.347887173,0.017871419
-319.7991465,5.37147503,0.017274969
-319.7991465,5.395062888,0.016764527
-319.7991465,5.418650746,0.016339635
-319.7991465,5.442238604,0.015999837
-319.7991465,5.465826462,0.015744683
-319.7991465,5.489414319,0.015573796
-319.7991465,5.513002177,0.015487027
-319.7991465,5.536590035,0.015484673
-319.7991465,5.560177893,0.015567622
-319.7991465,5.58376575,0.015737293
-319.7991465,5.607353608,0.015995432
-319.7991465,5.630941466,0.016343917
-319.7991465,5.654529324,0.016784655
-319.7991465,5.678117182,0.017319554
-319.7991465,5.701705039,0.01795052
-319.7991465,5.725292897,0.018679459
-319.7991465,5.748880755,0.019508279
-319.7991465,5.772468613,0.020438885
-319.7991465,5.796056471,0.021473185
-319.7991465,5.819644328,0.022613086
-319.7991465,5.843232186,0.023860493
-319.7991465,5.866820044,0.025217314
-319.7991465,5.890407902,0.026685455
-319.7991465,5.913995759,0.028266823
-319.7991465,5.937583617,0.029963324
-319.7991465,5.961171475,0.031776852
-319.7991465,5.984759333,0.033708995
-319.7991465,6.008347191,0.035760234
-319.7991465,6.031935048,0.037928688
-319.7991465,6.055522906,0.040209064
-319.7991465,6.079110764,0.042592722
-319.7991465,6.102698622,0.045068781
-319.7991465,6.12628648,0.047625348
-319.7991465,6.149874337,0.050250273
-319.7991465,6.173462195,0.052931398
-319.7991465,6.197050053,0.055656566
-319.7991465,6.220637911,0.058413618
-319.7991465,6.244225768,0.061190397
-319.7991465,6.267813626,0.063974744
-319.7991465,6.291401484,0.066754502
-319.7991465,6.314989342,0.069517514
-319.7991465,6.3385772,0.07225162
-319.7991465,6.362165057,0.074944664
-319.7991465,6.385752915,0.077584487
-319.7991465,6.409340773,0.080158931
-319.7991465,6.432928631,0.082655914
-319.7991465,6.456516489,0.085063916
-319.7991465,6.480104346,0.087372982
-319.7991465,6.503692204,0.089576001
-319.7991465,6.527280062,0.091669368
-319.7991465,6.55086792,0.093652419
-319.7991465,6.574455777,0.095526156
-319.7991465,6.598043635,0.097292213
-319.7991465,6.621631493,0.09895232
-319.7991465,6.645219351,0.100508206
-319.7991465,6.668807209,0.101961602
-319.7991465,6.692395066,0.103314238
-319.7991465,6.715982924,0.104567842
-319.7991465,6.739570782,0.105724145
-319.7991465,6.76315864,0.106784877
-319.7991465,6.786746498,0.107751768
-319.7991465,6.810334355,0.108626546
-319.7991465,6.833922213,0.109410942
-319.7991465,6.857510071,0.110106687
-319.7991465,6.881097929,0.110715508
-319.7991465,6.904685786,0.111239137
-319.7991465,6.928273644,0.111679303
-319.7991465,6.951861502,0.112037736
-319.7991465,6.97544936,0.112316166
-319.7991465,6.999037218,0.112516321
-319.7991465,7.022625075,0.112639934
-319.7991465,7.046212933,0.112688732
-319.7991465,7.069800791,0.112664446
-319.7991465,7.093388649,0.112568805
-319.7991465,7.116976506,0.11240354
-319.7991465,7.140564364,0.11217038
-319.7991465,7.164152222,0.111871054
-319.7991465,7.18774008,0.111507294
-319.7991465,7.211327938,0.111080828
-319.7991465,7.234915795,0.110593386
-319.7991465,7.258503653,0.110046698
-319.7991465,7.282091511,0.109442494
-319.7991465,7.305679369,0.108782503
-319.7991465,7.329267227,0.108068456
-319.7991465,7.352855084,0.107302082
-319.7991465,7.376442942,0.106485111
-319.7991465,7.4000308,0.105619273
-319.7991465,7.423618658,0.104706297
-319.7991465,7.447206515,0.103747913
-319.7991465,7.470794373,0.102745851
-319.7991465,7.494382231,0.101701842
-319.7991465,7.517970089,0.100661434
-319.7991465,7.541557947,0.099716875
-319.7991465,7.565145804,0.098999693
-318.298826,0.512376327,0.006565506
-318.298826,0.535964185,0.006566763
-318.298826,0.559552042,0.006589999
-318.298826,0.5831399,0.006648942
-318.298826,0.606727758,0.00675015
-318.298826,0.630315616,0.006894547
-318.298826,0.653903473,0.007079602
-318.298826,0.677491331,0.007302785
-318.298826,0.701079189,0.007561562
-318.298826,0.724667047,0.007853404
-318.298826,0.748254905,0.008175777
-318.298826,0.771842762,0.008526152
-318.298826,0.79543062,0.008901995
-318.298826,0.819018478,0.009300777
-318.298826,0.842606336,0.009719965
-318.298826,0.866194194,0.010157028
-318.298826,0.889782051,0.010609434
-318.298826,0.913369909,0.011074652
-318.298826,0.936957767,0.01155015
-318.298826,0.960545625,0.012033398
-318.298826,0.984133482,0.012521863
-318.298826,1.00772134,0.013013013
-318.298826,1.031309198,0.013504319
-318.298826,1.054897056,0.013993247
-318.298826,1.078484914,0.014477266
-318.298826,1.102072771,0.014953846
-318.298826,1.125660629,0.015420454
-318.298826,1.149248487,0.01587456
-318.298826,1.172836345,0.01631363
-318.298826,1.196424202,0.016735135
-318.298826,1.22001206,0.017136543
-318.298826,1.243599918,0.017515321
-318.298826,1.267187776,0.017868939
-318.298826,1.290775634,0.018194866
-318.298826,1.314363491,0.018490569
-318.298826,1.337951349,0.018753517
-318.298826,1.361539207,0.018981178
-318.298826,1.385127065,0.019171022
-318.298826,1.408714923,0.019320517
-318.298826,1.43230278,0.019427131
-318.298826,1.455890638,0.019488332
-318.298826,1.479478496,0.019501597
-318.298826,1.503066354,0.01946454
-318.298826,1.526654211,0.019375284
-318.298826,1.550242069,0.019233032
-318.298826,1.573829927,0.019038532
-318.298826,1.597417785,0.018794053
-318.298826,1.621005643,0.018502871
-318.298826,1.6445935,0.018168718
-318.298826,1.668181358,0.017795439
-318.298826,1.691769216,0.017386886
-318.298826,1.715357074,0.016946906
-318.298826,1.738944932,0.016479349
-318.298826,1.762532789,0.015988064
-318.298826,1.786120647,0.015476902
-318.298826,1.809708505,0.01494971
-318.298826,1.833296363,0.014410339
-318.298826,1.85688422,0.013862638
-318.298826,1.880472078,0.013310456
-318.298826,1.904059936,0.012757642
-318.298826,1.927647794,0.012208046
-318.298826,1.951235652,0.011665518
-318.298826,1.974823509,0.011133907
-318.298826,1.998411367,0.010617057
-318.298826,2.021999225,0.010118778
-318.298826,2.045587083,0.009642766
-318.298826,2.069174941,0.009192507
-318.298826,2.092762798,0.008771213
-318.298826,2.116350656,0.008381855
-318.298826,2.139938514,0.00802726
-318.298826,2.163526372,0.0077102
-318.298826,2.187114229,0.007433433
-318.298826,2.210702087,0.007199719
-318.298826,2.234289945,0.007011819
-318.298826,2.257877803,0.006872491
-318.298826,2.281465661,0.006784496
-318.298826,2.305053518,0.006750593
-318.298826,2.328641376,0.006773542
-318.298826,2.352229234,0.006856103
-318.298826,2.375817092,0.007001036
-318.298826,2.39940495,0.007211099
-318.298826,2.422992807,0.007489054
-318.298826,2.446580665,0.007837657
-318.298826,2.470168523,0.008259573
-318.298826,2.493756381,0.008757019
-318.298826,2.517344238,0.009331176
-318.298826,2.540932096,0.009981575
-318.298826,2.564519954,0.01070597
-318.298826,2.588107812,0.011500815
-318.298826,2.61169567,0.012361912
-318.298826,2.635283527,0.013284868
-318.298826,2.658871385,0.014265273
-318.298826,2.682459243,0.015298718
-318.298826,2.706047101,0.016380795
-318.298826,2.729634959,0.017507095
-318.298826,2.753222816,0.018673208
-318.298826,2.776810674,0.019874726
-318.298826,2.800398532,0.02110724
-318.298826,2.82398639,0.022366341
-318.298826,2.847574247,0.023647619
-318.298826,2.871162105,0.024946666
-318.298826,2.894749963,0.026259073
-318.298826,2.918337821,0.027580431
-318.298826,2.941925679,0.028906291
-318.298826,2.965513536,0.030231959
-318.298826,2.989101394,0.031552085
-318.298826,3.012689252,0.032860184
-318.298826,3.03627711,0.034148424
-318.298826,3.059864967,0.035407884
-318.298826,3.083452825,0.036629056
-318.298826,3.107040683,0.037802216
-318.298826,3.130628541,0.038917616
-318.298826,3.154216399,0.039965507
-318.298826,3.177804256,0.040936141
-318.298826,3.201392114,0.041819767
-318.298826,3.224979972,0.042606637
-318.298826,3.24856783,0.043287003
-318.298826,3.272155688,0.043851114
-318.298826,3.295743545,0.044289223
-318.298826,3.319331403,0.044591581
-318.298826,3.342919261,0.044748437
-318.298826,3.366507119,0.044750045
-318.298826,3.390094976,0.044586653
-318.298826,3.413682834,0.044248527
-318.298826,3.437270692,0.04372648
-318.298826,3.46085855,0.043013617
-318.298826,3.484446408,0.042108236
-318.298826,3.508034265,0.041016578
-318.298826,3.531622123,0.039753152
-318.298826,3.555209981,0.038338327
-318.298826,3.578797839,0.036795285
-318.298826,3.602385697,0.035148014
-318.298826,3.625973554,0.033420548
-318.298826,3.649561412,0.03163692
-318.298826,3.67314927,0.029821165
-318.298826,3.696737128,0.027997317
-318.298826,3.720324985,0.026189409
-318.298826,3.743912843,0.024421475
-318.298826,3.767500701,0.022717549
-318.298826,3.791088559,0.021101666
-318.298826,3.814676417,0.019597859
-318.298826,3.838264274,0.018230162
-318.298826,3.861852132,0.017022608
-318.298826,3.88543999,0.015999233
-318.298826,3.909027848,0.015184069
-318.298826,3.932615706,0.014601151
-318.298826,3.956203563,0.014274513
-318.298826,3.979791421,0.014228073
-318.298826,4.003379279,0.01448415
-318.298826,4.026967137,0.015059794
-318.298826,4.050554994,0.015961416
-318.298826,4.074142852,0.017180846
-318.298826,4.09773071,0.018696338
-318.298826,4.121318568,0.020477541
-318.298826,4.144906426,0.022490423
-318.298826,4.168494283,0.02470014
-318.298826,4.192082141,0.027071838
-318.298826,4.215669999,0.02957066
-318.298826,4.239257857,0.032161753
-318.298826,4.262845715,0.034810262
-318.298826,4.286433572,0.037481331
-318.298826,4.31002143,0.040140106
-318.298826,4.333609288,0.042751732
-318.298826,4.357197146,0.045281353
-318.298826,4.380785003,0.047694115
-318.298826,4.404372861,0.049955163
-318.298826,4.427960719,0.052029643
-318.298826,4.451548577,0.053882698
-318.298826,4.475136435,0.055479713
-318.298826,4.498724292,0.056788169
-318.298826,4.52231215,0.057781632
-318.298826,4.545900008,0.058445068
-318.298826,4.569487866,0.058777943
-318.298826,4.593075724,0.05879224
-318.298826,4.616663581,0.058507285
-318.298826,4.640251439,0.057945285
-318.298826,4.663839297,0.057128941
-318.298826,4.687427155,0.056080954
-318.298826,4.711015012,0.054824027
-318.298826,4.73460287,0.053380861
-318.298826,4.758190728,0.051774158
-318.298826,4.781778586,0.050026621
-318.298826,4.805366444,0.048160951
-318.298826,4.828954301,0.04619985
-318.298826,4.852542159,0.044166021
-318.298826,4.876130017,0.042082165
-318.298826,4.899717875,0.039970983
-318.298826,4.923305732,0.037855179
-318.298826,4.94689359,0.035757454
-318.298826,4.970481448,0.033700509
-318.298826,4.994069306,0.031707047
-318.298826,5.017657164,0.029799714
-318.298826,5.041245021,0.02800036
-318.298826,5.064832879,0.026328236
-318.298826,5.088420737,0.024797341
-318.298826,5.112008595,0.023414482
-318.298826,5.135596453,0.022179778
-318.298826,5.15918431,0.021089112
-318.298826,5.182772168,0.020136554
-318.298826,5.206360026,0.019315779
-318.298826,5.229947884,0.018620456
-318.298826,5.253535741,0.018044252
-318.298826,5.277123599,0.017580837
-318.298826,5.300711457,0.017223879
-318.298826,5.324299315,0.016967045
-318.298826,5.347887173,0.016804005
-318.298826,5.37147503,0.016728427
-318.298826,5.395062888,0.01673398
-318.298826,5.418650746,0.016814331
-318.298826,5.442238604,0.01696315
-318.298826,5.465826462,0.017174129
-318.298826,5.489414319,0.017441236
-318.298826,5.513002177,0.017759295
-318.298826,5.536590035,0.018124797
-318.298826,5.560177893,0.018536446
-318.298826,5.58376575,0.018994944
-318.298826,5.607353608,0.019502209
-318.298826,5.630941466,0.020060666
-318.298826,5.654529324,0.02067284
-318.298826,5.678117182,0.021341255
-318.298826,5.701705039,0.022068437
-318.298826,5.725292897,0.02285691
-318.298826,5.748880755,0.023709201
-318.298826,5.772468613,0.024627833
-318.298826,5.796056471,0.025615332
-318.298826,5.819644328,0.026674224
-318.298826,5.843232186,0.027807032
-318.298826,5.866820044,0.029016283
-318.298826,5.890407902,0.030304502
-318.298826,5.913995759,0.031674212
-318.298826,5.937583617,0.033127941
-318.298826,5.961171475,0.034668201
-318.298826,5.984759333,0.036297284
-318.298826,6.008347191,0.038016657
-318.298826,6.031935048,0.039826041
-318.298826,6.055522906,0.04172263
-318.298826,6.079110764,0.043701135
-318.298826,6.102698622,0.045754612
-318.298826,6.12628648,0.047875366
-318.298826,6.149874337,0.05005551
-318.298826,6.173462195,0.052287153
-318.298826,6.197050053,0.054562404
-318.298826,6.220637911,0.05687337
-318.298826,6.244225768,0.059212161
-318.298826,6.267813626,0.061570884
-318.298826,6.291401484,0.063941649
-318.298826,6.314989342,0.066316563
-318.298826,6.3385772,0.068687735
-318.298826,6.362165057,0.071047274
-318.298826,6.385752915,0.073387287
-318.298826,6.409340773,0.075699884
-318.298826,6.432928631,0.07797721
-318.298826,6.456516489,0.080211694
-318.298826,6.480104346,0.082396549
-318.298826,6.503692204,0.084526414
-318.298826,6.527280062,0.086597688
-318.298826,6.55086792,0.088608241
-318.298826,6.574455777,0.090556782
-318.298826,6.598043635,0.092442337
-318.298826,6.621631493,0.094263977
-318.298826,6.645219351,0.096020775
-318.298826,6.668807209,0.097711805
-318.298826,6.692395066,0.099336139
-318.298826,6.715982924,0.100892851
-318.298826,6.739570782,0.102381012
-318.298826,6.76315864,0.103799695
-318.298826,6.786746498,0.105147974
-318.298826,6.810334355,0.106424921
-318.298826,6.833922213,0.107629609
-318.298826,6.857510071,0.108761111
-318.298826,6.881097929,0.1098185
-318.298826,6.904685786,0.110800848
-318.298826,6.928273644,0.111707228
-318.298826,6.951861502,0.112536714
-318.298826,6.97544936,0.113288377
-318.298826,6.999037218,0.113961291
-318.298826,7.022625075,0.114554529
-318.298826,7.046212933,0.115067162
-318.298826,7.069800791,0.115498265
-318.298826,7.093388649,0.11584691
-318.298826,7.116976506,0.11611217
-318.298826,7.140564364,0.116293117
-318.298826,7.164152222,0.116388825
-318.298826,7.18774008,0.116398366
-318.298826,7.211327938,0.116320812
-318.298826,7.234915795,0.116155238
-318.298826,7.258503653,0.115900715
-318.298826,7.282091511,0.115556317
-318.298826,7.305679369,0.115121116
-318.298826,7.329267227,0.114594185
-318.298826,7.352855084,0.113974596
-318.298826,7.376442942,0.113261424
-318.298826,7.4000308,0.11245374
-318.298826,7.423618658,0.111550617
-318.298826,7.447206515,0.110551128
-318.298826,7.470794373,0.109454346
-318.298826,7.494382231,0.108259344
-318.298826,7.517970089,0.10702367
-318.298826,7.541557947,0.105869318
-318.298826,7.565145804,0.104975189
-316.7985055,0.512376327,0.006264867
-316.7985055,0.535964185,0.006207281
-316.7985055,0.559552042,0.00615794
-316.7985055,0.5831399,0.006144478
-316.7985055,0.606727758,0.00618242
-316.7985055,0.630315616,0.006276481
-316.7985055,0.653903473,0.006423502
-316.7985055,0.677491331,0.006620324
-316.7985055,0.701079189,0.006863785
-316.7985055,0.724667047,0.007150726
-316.7985055,0.748254905,0.007477988
-316.7985055,0.771842762,0.00784241
-316.7985055,0.79543062,0.008240832
-316.7985055,0.819018478,0.008670094
-316.7985055,0.842606336,0.009127038
-316.7985055,0.866194194,0.009608501
-316.7985055,0.889782051,0.010111326
-316.7985055,0.913369909,0.010632351
-316.7985055,0.936957767,0.011168418
-316.7985055,0.960545625,0.011716365
-316.7985055,0.984133482,0.012273033
-316.7985055,1.00772134,0.012835262
-316.7985055,1.031309198,0.013399893
-316.7985055,1.054897056,0.013963765
-316.7985055,1.078484914,0.014523718
-316.7985055,1.102072771,0.015076593
-316.7985055,1.125660629,0.01561923
-316.7985055,1.149248487,0.016148468
-316.7985055,1.172836345,0.016661148
-316.7985055,1.196424202,0.017154109
-316.7985055,1.22001206,0.017624193
-316.7985055,1.243599918,0.018068239
-316.7985055,1.267187776,0.018483087
-316.7985055,1.290775634,0.018865576
-316.7985055,1.314363491,0.019212549
-316.7985055,1.337951349,0.019520843
-316.7985055,1.361539207,0.0197873
-316.7985055,1.385127065,0.02000876
-316.7985055,1.408714923,0.020182062
-316.7985055,1.43230278,0.020304047
-316.7985055,1.455890638,0.020371555
-316.7985055,1.479478496,0.020381434
-316.7985055,1.503066354,0.020330713
-316.7985055,1.526654211,0.020217073
-316.7985055,1.550242069,0.020039575
-316.7985055,1.573829927,0.019799271
-316.7985055,1.597417785,0.019499157
-316.7985055,1.621005643,0.019143524
-316.7985055,1.6445935,0.018737248
-316.7985055,1.668181358,0.018285351
-316.7985055,1.691769216,0.01779286
-316.7985055,1.715357074,0.017264799
-316.7985055,1.738944932,0.016706196
-316.7985055,1.762532789,0.016122076
-316.7985055,1.786120647,0.015517466
-316.7985055,1.809708505,0.014897393
-316.7985055,1.833296363,0.014266881
-316.7985055,1.85688422,0.013630958
-316.7985055,1.880472078,0.012994649
-316.7985055,1.904059936,0.012362981
-316.7985055,1.927647794,0.01174098
-316.7985055,1.951235652,0.011133673
-316.7985055,1.974823509,0.010546084
-316.7985055,1.998411367,0.00998323
-316.7985055,2.021999225,0.009450017
-316.7985055,2.045587083,0.008951029
-316.7985055,2.069174941,0.008490238
-316.7985055,2.092762798,0.008070819
-316.7985055,2.116350656,0.00769525
-316.7985055,2.139938514,0.007365594
-316.7985055,2.163526372,0.007083746
-316.7985055,2.187114229,0.00685157
-316.7985055,2.210702087,0.006670933
-316.7985055,2.234289945,0.006543697
-316.7985055,2.257877803,0.006471728
-316.7985055,2.281465661,0.006456891
-316.7985055,2.305053518,0.00650105
-316.7985055,2.328641376,0.00660607
-316.7985055,2.352229234,0.006773816
-316.7985055,2.375817092,0.007006152
-316.7985055,2.39940495,0.007304943
-316.7985055,2.422992807,0.007672054
-316.7985055,2.446580665,0.008109348
-316.7985055,2.470168523,0.008618604
-316.7985055,2.493756381,0.009201211
-316.7985055,2.517344238,0.009857638
-316.7985055,2.540932096,0.010586904
-316.7985055,2.564519954,0.011386458
-316.7985055,2.588107812,0.012252601
-316.7985055,2.61169567,0.013181062
-316.7985055,2.635283527,0.014167395
-316.7985055,2.658871385,0.015207142
-316.7985055,2.682459243,0.016295844
-316.7985055,2.706047101,0.017429043
-316.7985055,2.729634959,0.018602279
-316.7985055,2.753222816,0.019811095
-316.7985055,2.776810674,0.021051031
-316.7985055,2.800398532,0.022317629
-316.7985055,2.82398639,0.02360643
-316.7985055,2.847574247,0.024912977
-316.7985055,2.871162105,0.026232809
-316.7985055,2.894749963,0.027561468
-316.7985055,2.918337821,0.028894496
-316.7985055,2.941925679,0.030227397
-316.7985055,2.965513536,0.031555435
-316.7985055,2.989101394,0.03287325
-316.7985055,3.012689252,0.034174384
-316.7985055,3.03627711,0.035451087
-316.7985055,3.059864967,0.036694563
-316.7985055,3.083452825,0.037895448
-316.7985055,3.107040683,0.039044171
-316.7985055,3.130628541,0.040131141
-316.7985055,3.154216399,0.041146762
-316.7985055,3.177804256,0.04208144
-316.7985055,3.201392114,0.042925581
-316.7985055,3.224979972,0.043669591
-316.7985055,3.24856783,0.044303876
-316.7985055,3.272155688,0.044818842
-316.7985055,3.295743545,0.045204894
-316.7985055,3.319331403,0.045452439
-316.7985055,3.342919261,0.045551882
-316.7985055,3.366507119,0.045493629
-316.7985055,3.390094976,0.045268086
