delta_c/2pi_(MHz),P_sig=off,P_sig=0 dBm,P_sig=8 dBm,P_sig=14 dBm,P_sig=off,P_sig=0 dBm,P_sig=8 dBm,P_sig=14 dBm
88.58858859,0.012434784,-0.005231159,0.014170575,0.003716486,-0.424709542,-0.429407425,-0.435746977,-0.448596748
88.78878879,0.011171716,-0.005407947,0.012445481,0.002654564,-0.424508396,-0.429938386,-0.436277233,-0.449127709
88.98898899,0.009578832,-0.005407947,0.010321636,0.001663182,-0.423977434,-0.430760895,-0.437339155,-0.4496234
89.18918919,0.007985949,-0.005407947,0.008197792,0.001663182,-0.423446473,-0.431822817,-0.438401077,-0.4496234
89.38938939,0.006775375,-0.005407947,0.006966529,0.001663182,-0.423488975,-0.432884739,-0.439239853,-0.4496234
89.58958959,0.006244414,-0.005407947,0.006966529,0.001663182,-0.424550898,-0.433596712,-0.439770814,-0.4496234
89.78978979,0.005713453,-0.005407947,0.006966529,0.002445848,-0.42561282,-0.433065751,-0.440301775,-0.448840735
89.98998999,0.005215003,-0.005403571,0.006966529,0.00350777,-0.426658487,-0.43253479,-0.440687997,-0.447778813
90.19019019,0.005745964,-0.00487261,0.006966529,0.004569692,-0.427189448,-0.432003829,-0.439626075,-0.446716891
90.39039039,0.006276925,-0.004341649,0.006966529,0.005631614,-0.42772041,-0.43194558,-0.438564153,-0.446520703
90.59059059,0.006807886,-0.003810688,0.006966529,0.006693536,-0.428251371,-0.43194558,-0.437502231,-0.447582625
90.79079079,0.006221894,-0.002919289,0.007775146,0.007755458,-0.428410014,-0.43194558,-0.436440309,-0.448644547
90.99099099,0.005159972,-0.001857367,0.008837069,0.008734312,-0.428410014,-0.43194558,-0.435378387,-0.449664934
91.19119119,0.00409805,-0.000795444,0.009898991,0.008734312,-0.428410014,-0.43194558,-0.434316465,-0.450195895
91.39139139,0.003628383,0.000266478,0.010731503,0.008734312,-0.428015177,-0.43194558,-0.433713362,-0.450726856
91.59159159,0.004159344,0.0013284,0.011262465,0.008734312,-0.426953254,-0.431822666,-0.433713362,-0.451257817
91.79179179,0.004690305,0.002390322,0.011793426,0.009529505,-0.425891332,-0.431291705,-0.433713362,-0.450993586
91.99199199,0.005221266,0.003420325,0.012215366,0.010591427,-0.424874448,-0.430760744,-0.433604341,-0.450462625
92.19219219,0.005752228,0.002889364,0.011684405,0.011653349,-0.424874448,-0.430229783,-0.432542419,-0.449931664
92.39239239,0.006283189,0.002358403,0.011153444,0.012047179,-0.424874448,-0.429219847,-0.431480497,-0.449400703
92.59259259,0.00681415,0.001827442,0.010622482,0.011516218,-0.424874448,-0.428157925,-0.430418575,-0.448869741
92.79279279,0.006966529,0.001296481,0.010091521,0.010985256,-0.424117285,-0.427096003,-0.429767226,-0.44833878
92.99299299,0.006966529,0.00076552,0.00956056,0.010358698,-0.423055362,-0.426946311,-0.429236265,-0.447760021
93.19319319,0.006966529,0.000234558,0.009029599,0.008765815,-0.421993439,-0.427477272,-0.428705304,-0.446698099
93.39339339,0.006762847,-0.000488206,0.008969985,0.007172932,-0.421135199,-0.428008233,-0.428645689,-0.445636177
93.59359359,0.006231886,-0.001550128,0.009500946,0.005580048,-0.420604238,-0.428539194,-0.42917665,-0.444574255
93.79379379,0.005700925,-0.00261205,0.010031907,0.004794886,-0.420073277,-0.429070155,-0.429707611,-0.443108472
93.99399399,0.005256314,-0.003623261,0.01031977,0.004263925,-0.4195711,-0.429601116,-0.430238572,-0.441515589
94.19419419,0.006318236,-0.0030923,0.008726887,0.003732964,-0.4195711,-0.430132077,-0.430769534,-0.439922706
94.39439439,0.007380159,-0.002561339,0.007134004,0.003202003,-0.4195711,-0.431148277,-0.431300495,-0.438558785
94.59459459,0.008442081,-0.002030377,0.005541121,0.002671042,-0.4195711,-0.432210199,-0.431831456,-0.437496863
94.79479479,0.008349466,-0.002618314,0.005615584,0.002140081,-0.4195711,-0.433272121,-0.43194558,-0.436434941
94.99499499,0.007818505,-0.003680236,0.006146545,0.001663182,-0.4195711,-0.433713362,-0.43194558,-0.435373019
95.1951952,0.007287544,-0.004742158,0.006677506,0.001663182,-0.4195711,-0.433713362,-0.43194558,-0.434311097
95.3953954,0.007386423,-0.005407947,0.007450405,0.001663182,-0.4195711,-0.433713362,-0.43194558,-0.433249175
95.5955956,0.008448345,-0.005407947,0.008512327,0.001663182,-0.4195711,-0.43357792,-0.43194558,-0.432187253
95.7957958,0.009510267,-0.005407947,0.009574249,0.002073307,-0.4195711,-0.433046959,-0.43194558,-0.430715206
95.995996,0.010537142,-0.005361611,0.010569133,0.002604268,-0.419606148,-0.432515997,-0.431878541,-0.429122323
96.1961962,0.011068103,-0.004299689,0.011100094,0.003135229,-0.420137109,-0.431985035,-0.43134758,-0.42752944
96.3963964,0.011599064,-0.003237767,0.011631055,0.00366619,-0.420668071,-0.431945578,-0.430816619,-0.426407008
96.5965966,0.012130025,-0.002175845,0.012162016,0.004197151,-0.421199032,-0.431945578,-0.430285658,-0.425876047
96.7967968,0.011096547,-0.001113922,0.011846776,0.004728113,-0.421338884,-0.431945578,-0.430177798,-0.425345086
96.996997,0.009503664,-5.20E-05,0.011315815,0.005198747,-0.421338884,-0.431312368,-0.430177798,-0.424934779
97.1971972,0.007910781,0.001009922,0.010784854,0.005198747,-0.421338884,-0.430250446,-0.430177798,-0.42546574
97.3973974,0.006966529,0.002071844,0.010750296,0.005198747,-0.420906463,-0.429188523,-0.429681395,-0.425996701
97.5975976,0.006966529,0.003133766,0.011281257,0.005198747,-0.41984454,-0.428268306,-0.428619473,-0.426527662
97.7977978,0.006966529,0.004195688,0.011812218,0.005198747,-0.418782617,-0.427737345,-0.427557551,-0.4278914
97.997998,0.006966529,0.005228179,0.012049969,0.005198747,-0.417885941,-0.427206384,-0.426715537,-0.429484283
98.1981982,0.006966529,0.00575914,0.010457085,0.005198747,-0.418947864,-0.426675423,-0.427246498,-0.431077166
98.3983984,0.006966529,0.006290101,0.008864202,0.004957258,-0.420009786,-0.426144462,-0.427777459,-0.432428559
98.5985986,0.006966529,0.006821062,0.007271319,0.004426296,-0.421071709,-0.425613501,-0.42830842,-0.433490481
98.7987988,0.006171782,0.006966529,0.0061078,0.003895335,-0.422133632,-0.42508254,-0.427980651,-0.434552403
98.998999,0.00510986,0.006966529,0.005045878,0.003430965,-0.423195554,-0.425197317,-0.42744969,-0.435547735
99.1991992,0.004047938,0.006966529,0.003983956,0.003430965,-0.424257477,-0.425728279,-0.426918729,-0.436078696
99.3993994,0.003430965,0.007177124,0.003176499,0.003430965,-0.424651975,-0.42625924,-0.427405631,-0.436609657
99.5995996,0.003430965,0.007708085,0.002645538,0.003430965,-0.424121014,NaN,-0.428998514,-0.437140618
99.7997998,0.003430965,0.008239046,0.002114577,NaN,-0.423590052,NaN,-0.430591397,NaN
100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
