delta_c/2pi_(MHz),P_sig=off,P_sig=0 dBm,P_sig=8 dBm,P_sig=14 dBm,P_sig=off,P_sig=0 dBm,P_sig=8 dBm,P_sig=14 dBm
-6.706706707,0.234149787,0.408374512,0.041019558,0.008112535,-0.273486794,-0.199769183,-0.500346394,-0.528027601
-6.506506507,0.249000066,0.404567048,0.040554393,0.006519652,-0.262227093,-0.192335728,-0.503609688,-0.529620485
-6.306306306,0.264397939,0.399788398,0.040554393,0.005561385,-0.25107691,-0.18386146,-0.506795454,-0.53085073
-6.106106106,0.279795811,0.395009749,0.040554393,0.00768523,-0.239926727,-0.174835121,-0.509981221,-0.530319769
-5.905905906,0.294454052,0.390935091,0.039440255,0.009809074,-0.229269632,-0.165808783,-0.513166987,-0.529788807
-5.705705706,0.30825904,0.387749324,0.037316411,0.011932918,-0.219181371,-0.157470599,-0.516352754,-0.529257846
-5.505505506,0.322064029,0.384563558,0.035192566,0.010929711,-0.20909311,-0.150568105,-0.519538521,-0.530067049
-5.305305305,0.335940662,0.381198496,0.033068722,0.009336828,-0.199148138,-0.143665611,-0.522413381,-0.531128971
-5.105105105,0.350276611,0.376419847,0.030944877,0.007743945,-0.190121799,-0.136763116,-0.524006264,-0.532190893
-4.904904905,0.364612561,0.371641197,0.028821033,0.006966529,-0.18109546,-0.130916824,-0.525599148,-0.532165525
-4.704704705,0.37894851,0.366862548,0.026697189,0.006966529,-0.172069122,-0.125076251,-0.527192032,-0.531103602
-4.504504505,0.39200134,0.362083897,0.025952437,0.006966529,-0.163898196,-0.119235679,-0.528325217,-0.530041679
-4.304304304,0.404744406,0.357305247,0.025421476,0.007063453,-0.15593378,-0.114101511,-0.529387139,-0.528979757
-4.104104104,0.417487473,0.352526597,0.024890515,0.007594414,-0.147969363,-0.109322861,-0.530449061,-0.527917834
-3.903903904,0.429724924,0.347988875,0.024359554,0.008125375,-0.140510562,-0.104544211,-0.53208058,-0.526855912
-3.703703704,0.441406067,0.343741185,0.023828593,0.008656336,-0.133608068,-0.100478772,-0.534204425,-0.525793989
-3.503503504,0.453087211,0.339493496,0.023297632,0.008281326,-0.126705573,-0.097823967,-0.53632827,-0.524732066
-3.303303303,0.464612538,0.335311836,0.022546871,0.007750365,-0.119958896,-0.095169161,-0.538232315,-0.523670144
-3.103103103,0.47523176,0.331595108,0.020953988,0.007219404,-0.114118324,-0.092541586,-0.539294238,-0.522608221
-2.902902903,0.485850982,0.327878381,0.019361105,0.006410356,-0.108277752,-0.094134469,-0.54035616,-0.522380559
-2.702702703,0.496470203,0.324161653,0.017768221,0.005348434,-0.10243718,-0.095727352,-0.541418083,-0.52291152
-2.502502503,0.505787514,0.320022835,0.018971108,0.004286512,-0.097030579,-0.097320235,-0.54108212,-0.523442482
-2.302302302,0.514813852,0.315775146,0.020563991,0.00363734,-0.091720968,-0.097834721,-0.540551158,-0.523973444
-2.102102102,0.523840191,0.311527457,0.022156875,0.004699262,-0.086411357,-0.097834721,-0.540020197,-0.524504405
-1.901901902,0.5313121,0.308515728,0.023749758,0.005761184,-0.082397104,-0.097834721,-0.540653486,-0.525035366
-1.701701702,0.537152672,0.306922844,0.025342641,0.006823106,-0.079742299,-0.098757555,-0.542246369,-0.525566327
-1.501501502,0.542993245,0.305329961,0.026935524,0.00604803,-0.077087493,-0.101412361,-0.543839252,-0.527015787
-1.301301301,0.548833817,0.303737077,0.028179917,0.004986108,-0.074769378,-0.104067166,-0.545315971,-0.528608671
-1.101101101,0.554674388,0.302144194,0.028179917,0.003924186,-0.074238417,-0.10673164,-0.546377894,-0.530201554
-0.900900901,0.56051496,0.300551311,0.028179917,0.003430965,-0.073707456,-0.109917407,-0.547439816,-0.531794438
-0.700700701,0.566355532,0.298958428,0.028179917,0.003430965,-0.073176495,-0.113103173,-0.548501739,-0.533387322
-0.500500501,0.569114461,0.298222255,0.028652143,0.003430965,-0.073085769,-0.11628894,-0.54861921,-0.534980205
-0.3003003,0.571238306,0.297691294,0.029183104,0.003759319,-0.073085769,-0.120937626,-0.54861921,-0.536573089
-0.1001001,0.57336215,0.297160333,0.029714065,0.005352203,-0.073085769,-0.126247237,-0.54861921,-0.538165973
0.1001001,0.573363309,0.298403564,0.029650373,0.006945086,-0.072820433,-0.131556847,-0.548916537,-0.539758856
0.3003003,0.571239465,0.30158933,0.029119412,0.008537969,-0.072289472,-0.135912304,-0.549447498,-0.54135174
0.500500501,0.56911562,0.304775097,0.028588451,0.008268798,-0.071758511,-0.13856711,-0.549978459,-0.542479109
0.700700701,0.566901339,0.308275091,0.027812634,0.007737837,-0.07122755,-0.141221915,-0.550754275,-0.543541031
0.900900901,0.564246533,0.313584702,0.026219751,0.007206876,-0.070696589,-0.143924516,-0.552347159,-0.544602953
1.101101101,0.561591728,0.318894312,0.024626868,0.008128988,-0.070165628,-0.148172205,-0.553940042,-0.545664876
1.301301301,0.558936922,0.324203923,0.023033984,0.010252832,-0.069634667,-0.152419894,-0.555532926,-0.546726798
1.501501502,0.55494262,0.330817391,0.02335506,0.012376677,-0.069996703,-0.156667582,-0.554733361,-0.547788721
1.701701702,0.550694931,0.337719885,0.023886021,0.014153374,-0.070527664,-0.158311314,-0.553671439,-0.548619212
1.901901902,0.546447241,0.344622379,0.024416982,0.014684335,-0.071058625,-0.158842275,-0.552609517,-0.548619212
2.102102102,0.539755156,0.352304033,0.024947943,0.015215296,-0.071317987,-0.159373236,-0.552458367,-0.548619212
2.302302302,0.530728817,0.36079941,0.025478904,0.015746257,-0.071317987,-0.159312912,-0.552989328,-0.548619212
2.502502503,0.521702479,0.369294788,0.026009865,0.01391833,-0.071317987,-0.15825099,-0.553520289,-0.548147434
2.702702703,0.512192637,0.377535702,0.026154752,0.011794486,-0.071414687,-0.157189067,-0.55405125,-0.547616473
2.902902903,0.500511493,0.384438196,0.025092829,0.009670641,-0.071945649,-0.156016165,-0.554582211,-0.547085512
3.103103103,0.488830349,0.391340691,0.024030907,0.008437433,-0.07247661,-0.152299438,-0.555113172,-0.54685143
3.303303303,0.477149204,0.398243185,0.022968985,0.007906472,-0.073007571,-0.14858271,-0.555644133,-0.54685143
3.503503504,0.465015297,0.405145679,0.023846078,0.007375511,-0.076707871,-0.144865982,-0.556659847,-0.54685143
3.703703704,0.452803193,0.412048173,0.024908,0.007210489,-0.080955559,-0.140392739,-0.557721769,-0.54672945
3.903903904,0.440591088,0.418950667,0.025969922,0.008272411,-0.085203247,-0.135614089,-0.558783691,-0.546198489
4.104104104,0.424766754,0.42505521,0.027031844,0.009334333,-0.091951709,-0.130835439,-0.559535759,-0.545667528
4.304304304,0.405652155,0.430364821,0.028093766,0.010396255,-0.100978048,-0.126056789,-0.56006672,-0.545136567
4.504504505,0.386537555,0.435674432,0.029155689,0.010024052,-0.110004387,-0.12127814,-0.560597681,-0.54556169
4.704704705,0.367422956,0.440437534,0.030082655,0.009493091,-0.119854443,-0.11649949,-0.560993686,-0.546092651
4.904904905,0.348308356,0.442561378,0.030613616,0.00896213,-0.13312847,-0.11177776,-0.560993686,-0.546623612
5.105105105,0.329193757,0.444685223,0.031144577,0.008734312,-0.146402497,-0.108061032,-0.560993686,-0.547457715
5.305305305,0.310079158,0.446809068,0.031675538,0.008734312,-0.159676524,-0.104344304,-0.560993686,-0.548519637
5.505505506,0.291882612,0.448038618,0.033188535,0.008734312,-0.175704712,-0.100627576,-0.560011651,-0.549581559
5.705705706,0.273829934,0.449100541,0.034781418,0.009119043,-0.192164505,-0.098448936,-0.558949729,-0.550515238
5.905905906,0.255777257,0.450162464,0.036374301,0.010711926,-0.208624299,-0.096856053,-0.557887807,-0.551046199
6.106106106,0.239145218,0.450407642,0.039231659,0.012304809,-0.227072987,-0.09526317,-0.555877528,-0.55157716
6.306306306,0.223747347,0.449876681,0.042948387,0.013897693,-0.247249509,-0.093251041,-0.553222723,-0.552108121
6.506506507,0.208349475,0.44934572,0.046665115,0.014037659,-0.267426031,-0.090596236,-0.550567917,-0.552154776
6.706706707,0.193170061,0.448133316,0.050523062,0.014037659,-0.287384095,-0.087941431,-0.547630672,-0.552154776
6.906906907,0.178834111,0.443885628,0.054770751,0.014037659,-0.306498695,-0.085564417,-0.543913945,-0.552154776
7.107107107,0.164498161,0.439637939,0.05901844,0.013728252,-0.325613295,-0.0871573,-0.540197217,-0.551845369
7.307307307,0.150162212,0.43539025,0.063266129,0.013197291,-0.344727894,-0.088750183,-0.536480489,-0.551314408
7.507507508,0.141409752,0.427515273,0.069502945,0.01266633,-0.361050749,-0.090343066,-0.531769199,-0.550783447
7.707707708,0.133445336,0.419019895,0.075874478,0.012135369,-0.376979581,-0.091154378,-0.526990549,-0.550386994
7.907907908,0.125480919,0.410524517,0.082246011,0.011604407,-0.392908414,-0.091685339,-0.522211899,-0.550386994
8.108108108,0.118097287,0.401750628,0.088939927,0.011073446,-0.406514113,-0.0922163,-0.517110867,-0.550386994
8.308308308,0.111194792,0.392724289,0.095842421,0.010542485,-0.418195257,-0.092531374,-0.511801255,-0.550386994
8.508508509,0.104292298,0.38369795,0.102744915,0.010011524,-0.429876402,-0.092531374,-0.506491644,-0.548915285
8.708708709,0.097620789,0.374049933,0.110384828,0.009480563,-0.441442053,-0.092531374,-0.500739582,-0.547322402
8.908908909,0.091780217,0.361837828,0.119942128,0.008949602,-0.452592237,-0.092777302,-0.493837088,-0.545729519
9.109109109,0.085939646,0.349625722,0.129499427,0.00810297,-0.46374242,-0.095963068,-0.486934594,-0.545399319
9.309309309,0.080099074,0.337413617,0.139056726,0.007041048,-0.474892604,-0.099148835,-0.480032099,-0.54593028
9.50950951,0.076144721,0.325201511,0.14811048,0.005979126,-0.482741903,-0.102334602,-0.470611876,-0.546461241
9.70970971,0.072427993,0.312989406,0.157136819,0.005480291,-0.490175358,-0.108696768,-0.461054576,-0.54685143
9.90990991,0.068711265,0.3007773,0.166163158,0.006542213,-0.497608813,-0.116130223,-0.451497276,-0.54685143
10.11011011,0.065587849,0.288280419,0.17584679,0.007604135,-0.504448957,-0.123563679,-0.441282683,-0.54685143
10.31031031,0.062933044,0.275537352,0.185935051,0.008666057,-0.51082049,-0.131441436,-0.430663461,-0.54685143
10.51051051,0.060278238,0.262794286,0.196023312,0.008734312,-0.517192024,-0.139936813,-0.42004424,-0.547348264
10.71071071,0.057745189,0.250270974,0.206419068,0.008734312,-0.5234418,-0.148432191,-0.409425018,-0.547879225
10.91091091,0.055621345,0.23858983,0.217569251,0.008734312,-0.529282372,-0.157258331,-0.398805796,-0.548410186
11.11111111,0.053497501,0.226908686,0.228719434,0.008090442,-0.535122945,-0.169470436,-0.388186574,-0.548619212
11.31131131,0.051373656,0.215227542,0.239869616,0.00702852,-0.540963517,-0.181682541,-0.377567352,-0.548619212
11.51151151,0.049727631,0.20261452,0.25050999,0.005966598,-0.545370632,-0.193894646,-0.365928511,-0.548619212
11.71171171,0.048134747,0.189871454,0.261129211,0.005639854,-0.549618321,-0.208526635,-0.354247367,-0.549060319
11.91191191,0.046541864,0.177128388,0.271748433,0.007232737,-0.55386601,-0.223924507,-0.342566223,-0.550653202
12.11211211,0.04555482,0.165549482,0.282367655,0.008825621,-0.556599099,-0.239322378,-0.331889812,-0.552246085
12.31231231,0.045023859,0.15493026,0.292986878,0.010418504,-0.558191982,-0.254035005,-0.321801551,-0.553838968
12.51251251,0.044492898,0.144311038,0.3036061,0.011005192,-0.559784865,-0.267839993,-0.31171329,-0.554425656
12.71271271,0.043961937,0.13415638,0.313905299,0.011536153,-0.561377748,-0.281644982,-0.302265076,-0.554956617
12.91291291,0.043430976,0.125661003,0.323462599,0.012067114,-0.562970631,-0.295396454,-0.29430066,-0.555487578
13.11311311,0.042900015,0.117165626,0.333019899,0.012269876,-0.564563514,-0.308670482,-0.286336244,-0.556018539
13.31331331,0.042369054,0.108670249,0.342577199,0.012269876,-0.566156397,-0.321944509,-0.278371827,-0.5565495
13.51351351,0.042322176,0.101591481,0.348521981,0.012269876,-0.56774928,-0.335218537,-0.269375263,-0.557080461
13.71371371,0.042322176,0.094688986,0.354362553,0.012576476,-0.569342163,-0.348492564,-0.260348924,-0.558071321
13.91391391,0.042322176,0.087786492,0.360203125,0.013638398,-0.570935046,-0.361766592,-0.251322585,-0.560195165
14.11411411,0.041703808,0.082370518,0.363996648,0.01470032,-0.571291194,-0.375040619,-0.242637421,-0.562319009
14.31431431,0.040641886,0.07812283,0.366651454,0.015762242,-0.570760233,-0.387141252,-0.234142044,-0.564442853
14.51451451,0.039579964,0.073875141,0.369306259,0.016314802,-0.570229272,-0.397760473,-0.225646666,-0.565038612
14.71471471,0.038383757,0.069872262,0.371295962,0.016845764,-0.569966881,-0.408379695,-0.218315218,-0.565569573
14.91491491,0.036790873,0.066686496,0.371826923,0.017376725,-0.570497842,-0.418879357,-0.213536568,-0.566100534
15.11511512,0.03519799,0.063500729,0.372357884,0.017573223,-0.571028803,-0.428436657,-0.208757918,-0.566297032
15.31531532,0.033605107,0.060314963,0.372888845,0.017573223,-0.571559764,-0.437993957,-0.203979267,-0.566297032
15.51551552,0.033483264,0.059043065,0.368718765,0.017573223,-0.572581072,-0.447551257,-0.200245293,-0.566297032
15.71571572,0.033483264,0.057981142,0.364471076,0.017732787,-0.573642994,-0.457524399,-0.196528566,-0.566456596
15.91591592,0.033483264,0.05691922,0.360223387,0.018263748,-0.574704916,-0.467612659,-0.192811838,-0.566987557
16.11611612,0.033167816,0.054946594,0.35528082,0.018794709,-0.575135942,-0.47770092,-0.190137427,-0.567518518
16.31631632,0.032636855,0.052291788,0.349971209,0.01932567,-0.575135942,-0.48610258,-0.188013583,-0.568049479
16.51651652,0.032105894,0.049636983,0.344661597,0.018309754,-0.575135942,-0.492474112,-0.185889739,-0.569096066
16.71671672,0.031574933,0.047496854,0.338661827,0.017247831,-0.575135942,-0.498845645,-0.185491293,-0.570157988
16.91691692,0.031043972,0.046965892,0.331228372,0.016185909,-0.575135942,-0.50508509,-0.188677059,-0.57121991
17.11711712,0.030513011,0.046434931,0.323794917,0.015805441,-0.575135942,-0.510394701,-0.191862826,-0.571259651
17.31731732,0.02998205,0.04590397,0.316361462,0.015805441,-0.575135942,-0.515704312,-0.195048592,-0.57072869
17.51751752,0.029451089,0.045373009,0.306813599,0.015805441,-0.575135942,-0.521013923,-0.200877368,-0.570197729
17.71771772,0.028920128,0.044842048,0.297256299,0.016302924,-0.575135942,-0.525901429,-0.206717941,-0.570330079
17.91791792,0.028389167,0.044311087,0.287698999,0.017895807,-0.575135942,-0.530680079,-0.212558513,-0.571922962
18.11811812,0.028823341,0.043470294,0.277434294,0.019488691,-0.574170807,-0.535458729,-0.219106491,-0.573515845
18.31831832,0.029885263,0.042408371,0.266815072,0.021081574,-0.572577924,-0.539495758,-0.226008985,-0.575108728
18.51851852,0.030947185,0.041346449,0.25619585,0.022674457,-0.570985041,-0.542681525,-0.232911479,-0.576179722
18.71871872,0.031275043,0.040284527,0.245934236,0.024267341,-0.569245345,-0.545867291,-0.239992777,-0.577241644
18.91891892,0.02968216,0.039222605,0.236376937,0.025860224,-0.567121501,-0.548763826,-0.247426232,-0.578303566
19.11911912,0.028089277,0.038160682,0.226819637,0.02849408,-0.564997657,-0.549825748,-0.254859688,-0.579018497
19.31931932,0.026496393,0.03709876,0.217258433,0.031679846,-0.562873813,-0.55088767,-0.262316571,-0.579549458
19.51951952,0.026412135,0.036036838,0.207170173,0.034865613,-0.560247093,-0.551949592,-0.272935793,-0.580080419
19.71971972,0.026412135,0.034974916,0.197081912,0.038395563,-0.557592288,-0.554296624,-0.283555015,-0.58061138
19.91991992,0.026412135,0.033912994,0.186993651,0.042643252,-0.554937482,-0.55695143,-0.294174237,-0.581142341
20.12012012,0.025756183,0.031902783,0.177625324,0.046890941,-0.552610653,-0.559606236,-0.304433492,-0.581673302
20.32032032,0.024694261,0.029247978,0.168598985,0.051138629,-0.550486809,-0.560993686,-0.314521753,-0.582204263
20.52052052,0.023632339,0.026593172,0.159572647,0.053801856,-0.548362965,-0.560993686,-0.324610014,-0.58220707
20.72072072,0.02287657,0.023938367,0.150916444,0.056456662,-0.546545274,-0.560993686,-0.334513207,-0.58220707
20.92092092,0.02287657,0.021283561,0.142952028,0.059111467,-0.545483352,-0.560993686,-0.344070507,-0.58220707
21.12112112,0.02287657,0.018628756,0.134987612,0.062119528,-0.54442143,-0.560993686,-0.353627806,-0.581853815
21.32132132,0.02287657,0.01597395,0.127074039,0.065305294,-0.543359508,-0.560993686,-0.363195275,-0.581322854
21.52152152,0.023385709,0.015805441,0.121764428,0.068491061,-0.544334142,-0.560993686,-0.373283536,-0.580791893
21.72172172,0.02391667,0.015805441,0.116454817,0.072211895,-0.545396064,-0.560124418,-0.383371797,-0.580082576
21.92192192,0.024447631,0.015805441,0.111145206,0.076990545,-0.546457986,-0.559062496,-0.393460058,-0.579020654
22.12212212,0.023641633,0.015160721,0.105469364,0.081769195,-0.546851428,-0.558000574,-0.403182087,-0.577958732
22.32232232,0.022048749,0.014098798,0.099628792,0.086534017,-0.546851428,-0.556938652,-0.412739386,-0.576889897
22.52252252,0.020455866,0.013036876,0.09378822,0.089188823,-0.546851428,-0.55587673,-0.422296686,-0.574766053
22.72272272,0.019022324,0.012417337,0.088521643,0.091843628,-0.54717011,-0.554814808,-0.431279989,-0.572642209
22.92292292,0.017960401,0.012948298,0.084273954,0.094498434,-0.548232032,-0.553583214,-0.439244406,-0.570518365
23.12312312,0.016898479,0.01347926,0.080026266,0.098231796,-0.549293955,-0.55145937,-0.447208822,-0.567315964
23.32332332,0.015836557,0.014010221,0.075811443,0.102479484,-0.550355878,-0.549335526,-0.455140373,-0.563599236
23.52352352,0.014259232,0.015548228,0.072625676,0.106727173,-0.550386994,-0.547211682,-0.462042867,-0.559882509
23.72372372,0.012666349,0.017141111,0.06943991,0.111344101,-0.550386994,-0.547292328,-0.468945361,-0.556719641
23.92392392,0.011073466,0.018733995,0.066254143,0.116653713,-0.550386994,-0.547823289,-0.475847855,-0.554595797
24.12412412,0.01016159,0.019012381,0.064558356,0.121963324,-0.549705986,-0.54835425,-0.48126037,-0.552471953
24.32432432,0.009630629,0.01848142,0.063496434,0.127272935,-0.548644063,-0.548353213,-0.486039019,-0.550309225
24.52452452,0.009099668,0.017950459,0.062434512,0.132582546,-0.547582141,-0.547822252,-0.490817669,-0.546061537
24.72472472,0.008403102,0.017573223,0.060187014,0.137892157,-0.546685823,-0.547291291,-0.494805935,-0.541813848
24.92492492,0.00734118,0.017573223,0.055939326,0.143201768,-0.546154862,-0.54694253,-0.497460741,-0.537566159
25.12512513,0.006279258,0.017573223,0.051691637,0.14741403,-0.545623901,-0.547473491,-0.500115547,-0.533684254
25.32532533,0.005217335,0.017573223,0.047557432,0.151130758,-0.54509294,-0.548004452,-0.502770352,-0.529967526
25.52552553,0.006242081,0.017573223,0.045964549,0.154847486,-0.545083646,-0.548535413,-0.505425158,-0.526250798
25.72572573,0.007304003,0.017573223,0.044371666,0.159327749,-0.545083646,-0.548619212,-0.508079963,-0.522534071
25.92592593,0.008365925,0.017573223,0.042778782,0.16516832,-0.545083646,-0.548619212,-0.510734769,-0.518817343
26.12612613,0.00908108,0.017573223,0.040428381,0.171008892,-0.545430414,-0.548619212,-0.513389575,-0.515100616
26.32632633,0.009612041,0.017573223,0.037773576,0.176833479,-0.545961375,-0.549436001,-0.51604438,-0.511351918
26.52652653,0.010143002,0.017573223,0.03511877,0.18214309,-0.546492336,-0.551028884,-0.518699186,-0.506573269
26.72672673,0.010673963,0.017093256,0.033075544,0.187452701,-0.546679559,-0.552621767,-0.520334692,-0.501794619
26.92692693,0.011204924,0.015500372,0.032013622,0.192762312,-0.546148598,-0.553825194,-0.520334692,-0.497015969
27.12712713,0.011735885,0.013907489,0.0309517,0.196955782,-0.545617637,-0.553294233,-0.520334692,-0.490005038
27.32732733,0.012266846,0.012314606,0.029831856,0.20067251,-0.545086676,-0.552763272,-0.520450535,-0.482040621
27.52752753,0.012269876,0.012269876,0.027708012,0.204389238,-0.545611577,-0.552232311,-0.52257438,-0.474076204
27.72772773,0.012269876,0.012269876,0.025584167,0.208500261,-0.546142539,-0.552608202,-0.524698225,-0.466308935
27.92792793,0.012269876,0.012269876,0.023460323,0.213278911,-0.546673501,-0.553139163,-0.526822069,-0.45887548
28.12812813,0.011563812,0.012269876,0.023261593,0.21805756,-0.546498398,-0.553670124,-0.528175868,-0.451442025
28.32832833,0.01050189,0.012269876,0.023792554,0.222813961,-0.545967437,-0.553644031,-0.52923779,-0.443941823
28.52852853,0.009439968,0.012269876,0.024323515,0.22706165,-0.545436476,-0.55311307,-0.530299712,-0.434915484
28.72872873,0.008734312,0.012103623,0.024434228,0.231309338,-0.545083648,-0.552582109,-0.53115151,-0.425889145
28.92892893,0.008734312,0.011572662,0.023903267,0.235557027,-0.545083648,-0.552154776,-0.531682471,-0.416862807
29.12912913,0.008734312,0.011041701,0.023372306,0.239426405,-0.545083648,-0.552154776,-0.532213432,-0.408214779
29.32932933,0.008727844,0.01051074,0.02294702,0.243143133,-0.545083648,-0.552154776,-0.532744393,-0.399719401
29.52952953,0.007665922,0.009979779,0.024008942,0.246859861,-0.545083648,-0.552154776,-0.533275354,-0.391224023
29.72972973,0.006603999,0.009448818,0.025070864,0.249356118,-0.545083648,-0.550316015,-0.533806315,-0.382932057
29.92992993,0.005542077,0.008917856,0.026132786,0.249887079,-0.545083648,-0.548192171,-0.534337276,-0.374967641
30.13013013,0.005198747,0.008386895,0.026412134,0.25041804,-0.544724352,-0.546068326,-0.535259524,-0.367003225
30.33033033,0.005198747,0.007855934,0.026412134,0.25103454,-0.54419339,-0.544798855,-0.536321447,-0.359095834
30.53053053,0.005198747,0.007324973,0.026412134,0.253158384,-0.543662428,-0.544267894,-0.537383369,-0.35219334
30.73073073,0.005383144,0.007139047,0.026195746,0.255282228,-0.543131467,-0.543736933,-0.538228904,-0.345290846
30.93093093,0.005914105,0.007670008,0.025664785,0.257406072,-0.542600505,-0.543315864,-0.538759865,-0.338388352
31.13113113,0.006445066,0.008200969,0.025133824,0.257607041,-0.542069544,-0.543315864,-0.539290826,-0.331870432
31.33133133,0.006966529,0.00873193,0.024685841,0.25707608,-0.54154808,-0.543315864,-0.539780298,-0.325498899
31.53153153,0.006966529,0.00979147,0.025216802,0.256545119,-0.54154808,-0.543315864,-0.539780298,-0.319127366
31.73173173,0.006966529,0.010853393,0.025747763,0.255175454,-0.54154808,-0.543781818,-0.539780298,-0.313384861
31.93193193,0.006966529,0.011915315,0.026278724,0.252520649,-0.54154808,-0.544312779,-0.539780298,-0.308606211
32.13213213,0.006966529,0.012269876,0.026014584,0.249865844,-0.5404514,-0.54484374,-0.539780298,-0.303827561
32.33233233,0.006966529,0.012269876,0.025483623,0.247141486,-0.538858516,-0.545083646,-0.539780298,-0.299118466
32.53253253,0.006966529,0.012269876,0.024952662,0.243424757,-0.537265633,-0.545083646,-0.539780298,-0.295401738
32.73273273,0.006966529,0.012269876,0.023753745,0.239708029,-0.535482088,-0.545083646,-0.539112342,-0.29168501
32.93293293,0.006966529,0.012269876,0.0216299,0.235991301,-0.533358243,-0.545315958,-0.537519458,-0.287968283
33.13313313,0.006966529,0.012269876,0.019506056,0.23344709,-0.531234399,-0.546377881,-0.535926575,-0.286987428
33.33333333,0.006982291,0.012277641,0.017620976,0.231323245,-0.529173602,-0.547439804,-0.53447695,-0.286987428
33.53353353,0.007513252,0.013339563,0.018151937,0.229199401,-0.529173602,-0.548501726,-0.53447695,-0.286987428
33.73373373,0.008044214,0.014401485,0.018682898,0.226427736,-0.529173602,-0.548146994,-0.53447695,-0.287419308
33.93393393,0.008575175,0.015463407,0.019213859,0.222711009,-0.529173602,-0.547616033,-0.53447695,-0.288481231
34.13413413,0.008362488,0.015805441,0.019744821,0.218994281,-0.528429954,-0.547085072,-0.53366932,-0.289543153
34.33433433,0.007831527,0.015805441,0.020275782,0.215318594,-0.527368032,-0.546554111,-0.532607397,-0.290728199
34.53453453,0.007300566,0.015805441,0.020806743,0.212132828,-0.52630611,-0.54602315,-0.531545475,-0.293383004
34.73473473,0.007163454,0.01506526,0.02042204,0.208947061,-0.525047263,-0.545492189,-0.5311703,-0.29603781
34.93493493,0.007694416,0.012941416,0.018829157,0.205761295,-0.523454379,-0.545083648,-0.531701262,-0.298692616
35.13513514,0.008225377,0.010817571,0.017236273,0.201781322,-0.521861496,-0.545083648,-0.532232223,-0.302935833
35.33533534,0.008712286,0.008734312,0.015859458,0.197533632,-0.520356716,-0.545083648,-0.532763185,-0.307714483
35.53553554,0.008181325,0.008734312,0.016390419,0.193285943,-0.520887677,-0.545083648,-0.533294147,-0.312493132
35.73573574,0.007650364,0.008734312,0.01692138,0.189038254,-0.521418638,-0.546040612,-0.533825108,-0.317493986
35.93593594,0.007119402,0.008734312,0.017452341,0.184790566,-0.521949599,-0.547102534,-0.53435607,-0.322803597
36.13613614,0.006588441,0.008001895,0.019213539,0.180542877,-0.522102472,-0.548164456,-0.53529711,-0.328113208
36.33633634,0.00605748,0.006939973,0.021337383,0.176153273,-0.522102472,-0.548012045,-0.536359033,-0.333517429
36.53653654,0.005526519,0.005878051,0.023461228,0.170312702,-0.522102472,-0.546950123,-0.537420956,-0.339888962
36.73673674,0.004995558,0.005007438,0.023703632,0.16447213,-0.522102472,-0.5458882,-0.538482878,-0.346260495
36.93693694,0.004464597,0.004476477,0.021579788,0.158631559,-0.522102472,-0.545341014,-0.5395448,-0.352632027
37.13713714,0.003933636,0.003945516,0.019455944,0.153597721,-0.522102472,-0.546402936,-0.540606722,-0.359810294
37.33733734,0.003487545,0.003463785,0.017512942,0.148819071,-0.522102472,-0.547464858,-0.541668644,-0.36724375
37.53753754,0.004549467,0.004525707,0.016981981,0.144040422,-0.522102472,-0.54852678,-0.542730567,-0.374677205
37.73773774,0.005611389,0.00558763,0.01645102,0.139033304,-0.522102472,-0.546680225,-0.543792489,-0.382339128
37.93793794,0.006673311,0.006649552,0.015920059,0.133723693,-0.522102472,-0.54455638,-0.544854412,-0.390303544
38.13813814,0.007350881,0.006594057,0.016221784,0.128414083,-0.522102472,-0.542432536,-0.545083648,-0.39826796
38.33833834,0.007881842,0.006063096,0.016752745,0.12321161,-0.522102472,-0.539998844,-0.545083648,-0.406232377
38.53853854,0.008412804,0.005532135,0.017283706,0.118963922,-0.522102472,-0.537344038,-0.545083648,-0.414196794
38.73873874,0.008943765,0.00539632,0.016848891,0.114716233,-0.52126466,-0.534689233,-0.545325092,-0.42216121
38.93893894,0.009474726,0.005927281,0.015256008,0.110468545,-0.519140816,-0.53257422,-0.545856053,-0.430125627
39.13913914,0.010005687,0.006458242,0.013663125,0.106220856,-0.517016972,-0.532043259,-0.546387014,-0.437680413
39.33933934,0.010571202,0.007011878,0.012003696,0.101973167,-0.51499679,-0.531512298,-0.546784885,-0.445113868
39.53953954,0.011633124,0.0080738,0.009879852,0.097725479,-0.514465829,-0.530981337,-0.546253924,-0.452547323
39.73973974,0.012695046,0.009135722,0.007756008,0.094416718,-0.513934868,-0.530941386,-0.545722963,-0.458807118
39.93993994,0.013756969,0.010197644,0.005632163,0.092292874,-0.513403907,-0.530941386,-0.545192002,-0.463585769
40.14014014,0.014428275,0.01088083,0.00477614,0.090169029,-0.511701098,-0.530941386,-0.544661041,-0.468364419
40.34034034,0.014959236,0.011411791,0.004245179,0.088045185,-0.509577254,-0.530309164,-0.54413008,-0.473143069
40.54054054,0.015490197,0.011942752,0.003714218,0.08592134,-0.50745341,-0.529247242,-0.543599119,-0.477921719
40.74074074,0.015589724,0.011862202,0.003183257,0.083797496,-0.505761,-0.52818532,-0.54282045,-0.482700368
40.94094094,0.015058763,0.010800279,0.002652296,0.081673651,-0.504699078,-0.527688246,-0.541758527,-0.487479018
