delta_c/2pi (MHz),Omega_c/2pi (MHz),EIT Amplitude (arb. units)
371.8785321,2.233314686,0.004931591
371.8785321,2.240977414,0.004998127
371.8785321,2.248640141,0.005069695
371.8785321,2.256302868,0.005146351
371.8785321,2.263965596,0.00522815
371.8785321,2.271628323,0.005315147
371.8785321,2.27929105,0.005407399
371.8785321,2.286953778,0.005504962
371.8785321,2.294616505,0.00560789
371.8785321,2.302279233,0.005716239
371.8785321,2.30994196,0.005830066
371.8785321,2.317604687,0.005949425
371.8785321,2.325267415,0.006074372
371.8785321,2.332930142,0.006204964
371.8785321,2.34059287,0.006341255
371.8785321,2.348255597,0.006483301
371.8785321,2.355918324,0.006631158
371.8785321,2.363581052,0.006784882
371.8785321,2.371243779,0.006944528
371.8785321,2.378906507,0.007110151
371.8785321,2.386569234,0.007281808
371.8785321,2.394231961,0.007459555
371.8785321,2.401894689,0.007643445
371.8785321,2.409557416,0.007833536
371.8785321,2.417220143,0.008029884
371.8785321,2.424882871,0.008232542
371.8785321,2.432545598,0.008441568
371.8785321,2.440208326,0.008657017
371.8785321,2.447871053,0.008878945
371.8785321,2.45553378,0.009107406
371.8785321,2.463196508,0.009342457
371.8785321,2.470859235,0.009584154
371.8785321,2.478521963,0.009832552
371.8785321,2.48618469,0.010087707
371.8785321,2.493847417,0.010349674
371.8785321,2.501510145,0.010618509
371.8785321,2.509172872,0.010894267
371.8785321,2.516835599,0.011177005
371.8785321,2.524498327,0.011466778
371.8785321,2.532161054,0.011763641
371.8785321,2.539823782,0.012067651
371.8785321,2.547486509,0.012378862
371.8785321,2.555149236,0.012697331
371.8785321,2.562811964,0.013023113
371.8785321,2.570474691,0.013356263
371.8785321,2.578137419,0.013696838
371.8785321,2.585800146,0.014044893
371.8785321,2.593462873,0.014400484
371.8785321,2.601125601,0.014763666
371.8785321,2.608788328,0.015134494
371.8785321,2.616451056,0.015513026
371.8785321,2.624113783,0.015899315
371.8785321,2.63177651,0.016293419
371.8785321,2.639439238,0.016695392
371.8785321,2.647101965,0.01710529
371.8785321,2.654764692,0.017523168
371.8785321,2.66242742,0.017949084
371.8785321,2.670090147,0.018383091
371.8785321,2.677752875,0.018825246
371.8785321,2.685415602,0.019275604
371.8785321,2.693078329,0.019734221
371.8785321,2.700741057,0.020201152
371.8785321,2.708403784,0.020676454
371.8785321,2.716066512,0.021160182
371.8785321,2.723729239,0.021652391
371.8785321,2.731391966,0.022153137
371.8785321,2.739054694,0.022662477
371.8785321,2.746717421,0.023180464
371.8785321,2.754380149,0.023707156
371.8785321,2.762042876,0.024242607
371.8785321,2.769705603,0.024786873
371.8785321,2.777368331,0.025340011
371.8785321,2.785031058,0.025902075
371.8785321,2.792693785,0.026473121
371.8785321,2.800356513,0.027053206
371.8785321,2.80801924,0.027642383
371.8785321,2.815681968,0.028217776
371.8785321,2.823344695,0.028732363
371.8785321,2.831007422,0.029119127
373.3789865,0.539851933,-0.001415736
373.3789865,0.547514661,-0.001458344
373.3789865,0.555177388,-0.001512729
373.3789865,0.562840116,-0.001569953
373.3789865,0.570502843,-0.00162399
373.3789865,0.57816557,-0.001672043
373.3789865,0.585828298,-0.001714202
373.3789865,0.593491025,-0.001750558
373.3789865,0.601153753,-0.001781201
373.3789865,0.60881648,-0.00180622
373.3789865,0.616479207,-0.001825706
373.3789865,0.624141935,-0.001839748
373.3789865,0.631804662,-0.001848438
373.3789865,0.639467389,-0.001851864
373.3789865,0.647130117,-0.001850116
373.3789865,0.654792844,-0.001843286
373.3789865,0.662455572,-0.001831462
373.3789865,0.670118299,-0.001814736
373.3789865,0.677781026,-0.001793196
373.3789865,0.685443754,-0.001766933
373.3789865,0.693106481,-0.001736037
373.3789865,0.700769209,-0.001700598
373.3789865,0.708431936,-0.001660706
373.3789865,0.716094663,-0.001616451
373.3789865,0.723757391,-0.001567924
373.3789865,0.731420118,-0.001515213
373.3789865,0.739082846,-0.00145841
373.3789865,0.746745573,-0.001397603
373.3789865,0.7544083,-0.001332884
373.3789865,0.762071028,-0.001264343
373.3789865,0.769733755,-0.001192068
373.3789865,0.777396482,-0.001116151
373.3789865,0.78505921,-0.001036681
373.3789865,0.792721937,-0.000953749
373.3789865,0.800384665,-0.000867443
373.3789865,0.808047392,-0.000777856
373.3789865,0.815710119,-0.000685076
373.3789865,0.823372847,-0.000589193
373.3789865,0.831035574,-0.000490298
373.3789865,0.838698302,-0.000388481
373.3789865,0.846361029,-0.000283831
373.3789865,0.854023756,-0.000176438
373.3789865,0.861686484,-6.64E-05
373.3789865,0.869349211,4.62E-05
373.3789865,0.877011938,0.000161292
373.3789865,0.884674666,0.000278754
373.3789865,0.892337393,0.000398507
373.3789865,0.900000121,0.000520463
373.3789865,0.907662848,0.000644531
373.3789865,0.915325575,0.000770621
373.3789865,0.922988303,0.000898643
373.3789865,0.93065103,0.001028507
373.3789865,0.938313758,0.001160124
373.3789865,0.945976485,0.001293402
373.3789865,0.953639212,0.001428252
373.3789865,0.96130194,0.001564584
373.3789865,0.968964667,0.001702308
373.3789865,0.976627395,0.001841333
373.3789865,0.984290122,0.001981571
373.3789865,0.991952849,0.00212293
373.3789865,0.999615577,0.002265322
373.3789865,1.007278304,0.002408654
373.3789865,1.014941031,0.002552839
373.3789865,1.022603759,0.002697785
373.3789865,1.030266486,0.002843403
373.3789865,1.037929214,0.002989602
373.3789865,1.045591941,0.003136293
373.3789865,1.053254668,0.003283386
373.3789865,1.060917396,0.00343079
373.3789865,1.068580123,0.003578416
373.3789865,1.076242851,0.003726172
373.3789865,1.083905578,0.003873971
373.3789865,1.091568305,0.004021721
373.3789865,1.099231033,0.004169332
373.3789865,1.10689376,0.004316714
373.3789865,1.114556488,0.004463778
373.3789865,1.122219215,0.004610433
373.3789865,1.129881942,0.004756589
373.3789865,1.13754467,0.004902156
373.3789865,1.145207397,0.005047044
373.3789865,1.152870124,0.005191164
373.3789865,1.160532852,0.005334425
373.3789865,1.168195579,0.005476736
373.3789865,1.175858307,0.005618009
373.3789865,1.183521034,0.005758153
373.3789865,1.191183761,0.005897078
373.3789865,1.198846489,0.006034693
373.3789865,1.206509216,0.00617091
373.3789865,1.214171944,0.006305637
373.3789865,1.221834671,0.006438785
373.3789865,1.229497398,0.006570264
373.3789865,1.237160126,0.006699984
373.3789865,1.244822853,0.006827855
373.3789865,1.25248558,0.006953786
373.3789865,1.260148308,0.007077688
373.3789865,1.267811035,0.00719947
373.3789865,1.275473763,0.007319043
373.3789865,1.28313649,0.007436317
373.3789865,1.290799217,0.007551201
373.3789865,1.298461945,0.007663606
373.3789865,1.306124672,0.007773441
373.3789865,1.3137874,0.007880617
373.3789865,1.321450127,0.007985043
373.3789865,1.329112854,0.00808663
373.3789865,1.336775582,0.008185286
373.3789865,1.344438309,0.008280924
373.3789865,1.352101037,0.008373451
373.3789865,1.359763764,0.008462779
373.3789865,1.367426491,0.008548817
373.3789865,1.375089219,0.008631475
373.3789865,1.382751946,0.008710663
373.3789865,1.390414673,0.008786292
373.3789865,1.398077401,0.00885827
373.3789865,1.405740128,0.008926509
373.3789865,1.413402856,0.008990917
373.3789865,1.421065583,0.009051406
373.3789865,1.42872831,0.009107884
373.3789865,1.436391038,0.009160263
373.3789865,1.444053765,0.009208451
373.3789865,1.451716493,0.00925236
373.3789865,1.45937922,0.009291898
373.3789865,1.467041947,0.009326976
373.3789865,1.474704675,0.009357504
373.3789865,1.482367402,0.009383391
373.3789865,1.49003013,0.009404548
373.3789865,1.497692857,0.009420885
373.3789865,1.505355584,0.009432312
373.3789865,1.513018312,0.009438738
373.3789865,1.520681039,0.009440074
373.3789865,1.528343766,0.009436236
373.3789865,1.536006494,0.00942716
373.3789865,1.543669221,0.009412824
373.3789865,1.551331949,0.00939326
373.3789865,1.558994676,0.009368558
373.3789865,1.566657403,0.009338841
373.3789865,1.574320131,0.009304247
373.3789865,1.581982858,0.009264918
373.3789865,1.589645586,0.009220997
373.3789865,1.597308313,0.009172626
373.3789865,1.60497104,0.009119946
373.3789865,1.612633768,0.009063101
373.3789865,1.620296495,0.009002233
373.3789865,1.627959223,0.008937482
373.3789865,1.63562195,0.008868993
373.3789865,1.643284677,0.008796907
373.3789865,1.650947405,0.008721366
373.3789865,1.658610132,0.008642512
373.3789865,1.666272859,0.008560488
373.3789865,1.673935587,0.008475436
373.3789865,1.681598314,0.008387498
373.3789865,1.689261042,0.008296816
373.3789865,1.696923769,0.008203533
373.3789865,1.704586496,0.00810779
373.3789865,1.712249224,0.00800973
373.3789865,1.719911951,0.007909496
373.3789865,1.727574679,0.007807228
373.3789865,1.735237406,0.00770307
373.3789865,1.742900133,0.007597163
373.3789865,1.750562861,0.007489651
373.3789865,1.758225588,0.007380674
373.3789865,1.765888315,0.007270376
373.3789865,1.773551043,0.007158898
373.3789865,1.78121377,0.007046383
373.3789865,1.788876498,0.006932973
373.3789865,1.796539225,0.00681881
373.3789865,1.804201952,0.006704036
373.3789865,1.81186468,0.006588794
373.3789865,1.819527407,0.006473225
373.3789865,1.827190135,0.006357473
373.3789865,1.834852862,0.006241678
373.3789865,1.842515589,0.006125984
373.3789865,1.850178317,0.006010532
373.3789865,1.857841044,0.005895465
373.3789865,1.865503772,0.005780925
373.3789865,1.873166499,0.005667054
373.3789865,1.880829226,0.005553994
373.3789865,1.888491954,0.005441888
373.3789865,1.896154681,0.005330878
373.3789865,1.903817408,0.005221105
373.3789865,1.911480136,0.005112713
373.3789865,1.919142863,0.005005843
373.3789865,1.926805591,0.004900637
373.3789865,1.934468318,0.004797239
373.3789865,1.942131045,0.004695789
373.3789865,1.949793773,0.00459643
373.3789865,1.9574565,0.004499305
373.3789865,1.965119228,0.004404555
373.3789865,1.972781955,0.004312323
373.3789865,1.980444682,0.004222751
373.3789865,1.98810741,0.004135982
373.3789865,1.995770137,0.004052156
373.3789865,2.003432865,0.003971417
373.3789865,2.011095592,0.003893907
373.3789865,2.018758319,0.003819768
373.3789865,2.026421047,0.003749142
373.3789865,2.034083774,0.003682172
373.3789865,2.041746501,0.003618999
373.3789865,2.049409229,0.003559766
373.3789865,2.057071956,0.003504615
373.3789865,2.064734684,0.003453688
373.3789865,2.072397411,0.003407127
373.3789865,2.080060138,0.003365073
373.3789865,2.087722866,0.003327658
373.3789865,2.095385593,0.003295
373.3789865,2.103048321,0.003267195
373.3789865,2.110711048,0.00324432
373.3789865,2.118373775,0.003226436
373.3789865,2.126036503,0.0032136
373.3789865,2.13369923,0.003205867
373.3789865,2.141361957,0.003203292
373.3789865,2.149024685,0.00320593
373.3789865,2.156687412,0.003213835
373.3789865,2.16435014,0.003227062
373.3789865,2.172012867,0.003245667
373.3789865,2.179675594,0.003269704
373.3789865,2.187338322,0.003299228
373.3789865,2.195001049,0.003334294
373.3789865,2.202663777,0.003374957
373.3789865,2.210326504,0.003421271
373.3789865,2.217989231,0.003473292
373.3789865,2.225651959,0.003531074
373.3789865,2.233314686,0.003594673
373.3789865,2.240977414,0.003664143
373.3789865,2.248640141,0.003739539
373.3789865,2.256302868,0.003820915
373.3789865,2.263965596,0.003908328
373.3789865,2.271628323,0.004001831
373.3789865,2.27929105,0.00410148
373.3789865,2.286953778,0.00420733
373.3789865,2.294616505,0.004319434
373.3789865,2.302279233,0.004437849
373.3789865,2.30994196,0.004562629
373.3789865,2.317604687,0.004693829
373.3789865,2.325267415,0.004831504
373.3789865,2.332930142,0.004975708
373.3789865,2.34059287,0.005126497
373.3789865,2.348255597,0.005283926
373.3789865,2.355918324,0.005448049
373.3789865,2.363581052,0.005618921
373.3789865,2.371243779,0.005796597
373.3789865,2.378906507,0.005981132
373.3789865,2.386569234,0.006172581
373.3789865,2.394231961,0.006370999
373.3789865,2.401894689,0.00657644
373.3789865,2.409557416,0.00678896
373.3789865,2.417220143,0.007008613
373.3789865,2.424882871,0.007235455
373.3789865,2.432545598,0.007469539
373.3789865,2.440208326,0.007710922
373.3789865,2.447871053,0.007959657
373.3789865,2.45553378,0.0082158
373.3789865,2.463196508,0.008479406
373.3789865,2.470859235,0.00875053
373.3789865,2.478521963,0.009029225
373.3789865,2.48618469,0.009315548
373.3789865,2.493847417,0.009609553
373.3789865,2.501510145,0.009911295
373.3789865,2.509172872,0.010220829
373.3789865,2.516835599,0.01053821
373.3789865,2.524498327,0.010863492
373.3789865,2.532161054,0.011196731
373.3789865,2.539823782,0.011537982
373.3789865,2.547486509,0.011887298
373.3789865,2.555149236,0.012244736
373.3789865,2.562811964,0.01261035
373.3789865,2.570474691,0.012984195
373.3789865,2.578137419,0.013366325
373.3789865,2.585800146,0.013756796
373.3789865,2.593462873,0.014155663
373.3789865,2.601125601,0.01456298
373.3789865,2.608788328,0.014978802
373.3789865,2.616451056,0.015403185
373.3789865,2.624113783,0.015836183
373.3789865,2.63177651,0.01627785
373.3789865,2.639439238,0.016728243
373.3789865,2.647101965,0.017187415
373.3789865,2.654764692,0.017655421
373.3789865,2.66242742,0.018132317
373.3789865,2.670090147,0.018618158
373.3789865,2.677752875,0.019112997
373.3789865,2.685415602,0.019616891
373.3789865,2.693078329,0.020129893
373.3789865,2.700741057,0.02065206
373.3789865,2.708403784,0.021183445
373.3789865,2.716066512,0.021724104
373.3789865,2.723729239,0.022274091
373.3789865,2.731391966,0.022833461
373.3789865,2.739054694,0.02340227
373.3789865,2.746717421,0.023980572
373.3789865,2.754380149,0.024568421
373.3789865,2.762042876,0.025165874
373.3789865,2.769705603,0.025772984
373.3789865,2.777368331,0.026389807
373.3789865,2.785031058,0.027016398
373.3789865,2.792693785,0.02765281
373.3789865,2.800356513,0.0282991
373.3789865,2.80801924,0.028955322
373.3789865,2.815681968,0.029596019
373.3789865,2.823344695,0.030168882
373.3789865,2.831007422,0.030599379
374.879441,0.539851933,-0.002848714
374.879441,0.547514661,-0.002837218
374.879441,0.555177388,-0.002820017
374.879441,0.562840116,-0.002797818
374.879441,0.570502843,-0.002771317
374.879441,0.57816557,-0.002740968
374.879441,0.585828298,-0.002706837
374.879441,0.593491025,-0.002668992
374.879441,0.601153753,-0.002627501
374.879441,0.60881648,-0.002582431
374.879441,0.616479207,-0.002533849
374.879441,0.624141935,-0.002481823
374.879441,0.631804662,-0.002426421
374.879441,0.639467389,-0.00236771
374.879441,0.647130117,-0.002305757
374.879441,0.654792844,-0.002240631
374.879441,0.662455572,-0.002172398
374.879441,0.670118299,-0.002101126
374.879441,0.677781026,-0.002026883
374.879441,0.685443754,-0.001949736
374.879441,0.693106481,-0.001869753
374.879441,0.700769209,-0.001787
374.879441,0.708431936,-0.001701546
374.879441,0.716094663,-0.001613459
374.879441,0.723757391,-0.001522804
374.879441,0.731420118,-0.001429651
374.879441,0.739082846,-0.001334067
374.879441,0.746745573,-0.001236119
374.879441,0.7544083,-0.001135874
374.879441,0.762071028,-0.001033401
374.879441,0.769733755,-0.000928766
374.879441,0.777396482,-0.000822037
374.879441,0.78505921,-0.000713282
374.879441,0.792721937,-0.000602568
374.879441,0.800384665,-0.000489962
374.879441,0.808047392,-0.000375533
374.879441,0.815710119,-0.000259348
374.879441,0.823372847,-0.000141473
374.879441,0.831035574,-2.20E-05
374.879441,0.838698302,9.91E-05
374.879441,0.846361029,0.000221608
374.879441,0.854023756,0.000345562
374.879441,0.861686484,0.000470868
374.879441,0.869349211,0.000597458
374.879441,0.877011938,0.000725264
374.879441,0.884674666,0.000854219
374.879441,0.892337393,0.000984256
374.879441,0.900000121,0.001115306
374.879441,0.907662848,0.001247302
374.879441,0.915325575,0.001380177
374.879441,0.922988303,0.001513864
374.879441,0.93065103,0.001648294
374.879441,0.938313758,0.0017834
374.879441,0.945976485,0.001919116
374.879441,0.953639212,0.002055372
374.879441,0.96130194,0.002192103
374.879441,0.968964667,0.002329239
374.879441,0.976627395,0.002466714
374.879441,0.984290122,0.002604461
374.879441,0.991952849,0.002742411
374.879441,0.999615577,0.002880498
374.879441,1.007278304,0.003018653
374.879441,1.014941031,0.00315681
374.879441,1.022603759,0.0032949
374.879441,1.030266486,0.003432857
374.879441,1.037929214,0.003570612
374.879441,1.045591941,0.003708099
374.879441,1.053254668,0.003845249
374.879441,1.060917396,0.003981995
374.879441,1.068580123,0.00411827
374.879441,1.076242851,0.004254007
374.879441,1.083905578,0.004389137
374.879441,1.091568305,0.004523593
374.879441,1.099231033,0.004657308
374.879441,1.10689376,0.004790214
374.879441,1.114556488,0.004922244
374.879441,1.122219215,0.00505333
374.879441,1.129881942,0.005183405
374.879441,1.13754467,0.005312401
374.879441,1.145207397,0.00544025
374.879441,1.152870124,0.005566886
374.879441,1.160532852,0.00569224
374.879441,1.168195579,0.005816246
374.879441,1.175858307,0.005938835
374.879441,1.183521034,0.00605994
374.879441,1.191183761,0.006179494
374.879441,1.198846489,0.006297429
374.879441,1.206509216,0.006413678
374.879441,1.214171944,0.006528173
374.879441,1.221834671,0.006640847
374.879441,1.229497398,0.006751631
374.879441,1.237160126,0.006860459
374.879441,1.244822853,0.006967264
374.879441,1.25248558,0.007071977
374.879441,1.260148308,0.007174531
374.879441,1.267811035,0.007274859
374.879441,1.275473763,0.007372893
374.879441,1.28313649,0.007468565
374.879441,1.290799217,0.007561809
374.879441,1.298461945,0.007652556
374.879441,1.306124672,0.007740739
374.879441,1.3137874,0.007826291
374.879441,1.321450127,0.007909143
374.879441,1.329112854,0.00798923
374.879441,1.336775582,0.008066482
374.879441,1.344438309,0.008140833
374.879441,1.352101037,0.008212216
374.879441,1.359763764,0.008280561
374.879441,1.367426491,0.008345803
374.879441,1.375089219,0.008407873
374.879441,1.382751946,0.008466705
374.879441,1.390414673,0.008522229
374.879441,1.398077401,0.00857438
374.879441,1.405740128,0.00862309
374.879441,1.413402856,0.00866829
374.879441,1.421065583,0.008709914
374.879441,1.42872831,0.008747894
374.879441,1.436391038,0.008782163
374.879441,1.444053765,0.008812652
374.879441,1.451716493,0.008839295
374.879441,1.45937922,0.008862025
374.879441,1.467041947,0.008880772
374.879441,1.474704675,0.008895471
374.879441,1.482367402,0.008906053
374.879441,1.49003013,0.008912451
374.879441,1.497692857,0.008914597
374.879441,1.505355584,0.008912425
374.879441,1.513018312,0.008905866
374.879441,1.520681039,0.008894853
374.879441,1.528343766,0.008879324
374.879441,1.536006494,0.008859234
374.879441,1.543669221,0.008834571
374.879441,1.551331949,0.008805372
374.879441,1.558994676,0.00877172
374.879441,1.566657403,0.008733727
374.879441,1.574320131,0.008691518
374.879441,1.581982858,0.008645221
374.879441,1.589645586,0.008594963
374.879441,1.597308313,0.008540874
374.879441,1.60497104,0.00848308
374.879441,1.612633768,0.00842171
374.879441,1.620296495,0.008356891
374.879441,1.627959223,0.008288753
374.879441,1.63562195,0.008217423
374.879441,1.643284677,0.008143028
374.879441,1.650947405,0.008065697
374.879441,1.658610132,0.007985558
374.879441,1.666272859,0.007902739
374.879441,1.673935587,0.007817367
374.879441,1.681598314,0.007729572
374.879441,1.689261042,0.00763948
374.879441,1.696923769,0.00754722
374.879441,1.704586496,0.00745292
374.879441,1.712249224,0.007356708
374.879441,1.719911951,0.007258712
374.879441,1.727574679,0.00715906
374.879441,1.735237406,0.007057879
374.879441,1.742900133,0.006955298
374.879441,1.750562861,0.006851446
374.879441,1.758225588,0.006746449
374.879441,1.765888315,0.006640436
374.879441,1.773551043,0.006533534
374.879441,1.78121377,0.006425873
374.879441,1.788876498,0.006317579
374.879441,1.796539225,0.006208782
374.879441,1.804201952,0.006099608
374.879441,1.81186468,0.005990186
374.879441,1.819527407,0.005880644
374.879441,1.827190135,0.00577111
374.879441,1.834852862,0.005661712
374.879441,1.842515589,0.005552577
374.879441,1.850178317,0.005443835
374.879441,1.857841044,0.005335612
374.879441,1.865503772,0.005228038
374.879441,1.873166499,0.005121239
374.879441,1.880829226,0.005015344
374.879441,1.888491954,0.004910481
374.879441,1.896154681,0.004806778
374.879441,1.903817408,0.004704363
374.879441,1.911480136,0.004603363
374.879441,1.919142863,0.004503908
374.879441,1.926805591,0.004406124
374.879441,1.934468318,0.004310141
374.879441,1.942131045,0.004216085
374.879441,1.949793773,0.004124085
374.879441,1.9574565,0.004034269
374.879441,1.965119228,0.003946765
374.879441,1.972781955,0.003861701
374.879441,1.980444682,0.003779205
374.879441,1.98810741,0.003699405
374.879441,1.995770137,0.003622428
374.879441,2.003432865,0.003548404
374.879441,2.011095592,0.003477459
374.879441,2.018758319,0.003409723
374.879441,2.026421047,0.003345322
374.879441,2.034083774,0.003284386
374.879441,2.041746501,0.003227041
374.879441,2.049409229,0.003173416
374.879441,2.057071956,0.003123639
374.879441,2.064734684,0.003077838
374.879441,2.072397411,0.003036141
374.879441,2.080060138,0.002998674
374.879441,2.087722866,0.002965559
374.879441,2.095385593,0.002936908
374.879441,2.103048321,0.002912815
374.879441,2.110711048,0.002893365
374.879441,2.118373775,0.002878629
374.879441,2.126036503,0.002868677
374.879441,2.13369923,0.002863576
374.879441,2.141361957,0.002863394
374.879441,2.149024685,0.002868199
374.879441,2.156687412,0.002878058
374.879441,2.16435014,0.00289304
374.879441,2.172012867,0.002913212
374.879441,2.179675594,0.002938642
374.879441,2.187338322,0.002969398
374.879441,2.195001049,0.003005547
374.879441,2.202663777,0.003047157
374.879441,2.210326504,0.003094296
374.879441,2.217989231,0.003147032
374.879441,2.225651959,0.003205433
374.879441,2.233314686,0.003269566
374.879441,2.240977414,0.003339499
374.879441,2.248640141,0.0034153
374.879441,2.256302868,0.003497037
374.879441,2.263965596,0.003584777
374.879441,2.271628323,0.003678588
374.879441,2.27929105,0.003778538
374.879441,2.286953778,0.003884695
374.879441,2.294616505,0.003997126
374.879441,2.302279233,0.0041159
374.879441,2.30994196,0.004241083
374.879441,2.317604687,0.004372745
374.879441,2.325267415,0.004510952
374.879441,2.332930142,0.004655772
374.879441,2.34059287,0.004807274
374.879441,2.348255597,0.004965525
374.879441,2.355918324,0.005130592
374.879441,2.363581052,0.005302543
374.879441,2.371243779,0.005481447
374.879441,2.378906507,0.005667371
374.879441,2.386569234,0.005860383
374.879441,2.394231961,0.00606055
374.879441,2.401894689,0.00626794
374.879441,2.409557416,0.006482622
374.879441,2.417220143,0.006704662
374.879441,2.424882871,0.006934129
374.879441,2.432545598,0.00717109
374.879441,2.440208326,0.007415614
374.879441,2.447871053,0.007667767
374.879441,2.45553378,0.007927619
374.879441,2.463196508,0.008195235
374.879441,2.470859235,0.008470685
374.879441,2.478521963,0.008754036
374.879441,2.48618469,0.009045356
374.879441,2.493847417,0.009344713
374.879441,2.501510145,0.009652173
374.879441,2.509172872,0.009967806
374.879441,2.516835599,0.010291679
374.879441,2.524498327,0.010623859
374.879441,2.532161054,0.010964415
374.879441,2.539823782,0.011313414
374.879441,2.547486509,0.011670924
374.879441,2.555149236,0.012037013
374.879441,2.562811964,0.012411748
374.879441,2.570474691,0.012795198
374.879441,2.578137419,0.01318743
374.879441,2.585800146,0.013588511
374.879441,2.593462873,0.01399851
374.879441,2.601125601,0.014417495
374.879441,2.608788328,0.014845533
374.879441,2.616451056,0.015282691
374.879441,2.624113783,0.015729039
374.879441,2.63177651,0.016184642
374.879441,2.639439238,0.01664957
374.879441,2.647101965,0.01712389
374.879441,2.654764692,0.01760767
374.879441,2.66242742,0.018100978
374.879441,2.670090147,0.01860388
374.879441,2.677752875,0.019116446
374.879441,2.685415602,0.019638743
374.879441,2.693078329,0.020170838
374.879441,2.700741057,0.0207128
374.879441,2.708403784,0.021264696
374.879441,2.716066512,0.021826594
374.879441,2.723729239,0.022398562
374.879441,2.731391966,0.022980667
374.879441,2.739054694,0.023572978
374.879441,2.746717421,0.024175561
374.879441,2.754380149,0.024788486
374.879441,2.762042876,0.025411819
374.879441,2.769705603,0.026045628
374.879441,2.777368331,0.026689982
374.879441,2.785031058,0.027344947
374.879441,2.792693785,0.028010592
374.879441,2.800356513,0.028686985
374.879441,2.80801924,0.029374192
374.879441,2.815681968,0.030045502
374.879441,2.823344695,0.030645998
374.879441,2.831007422,0.031097403
376.3798954,0.539851933,-0.003437746
376.3798954,0.547514661,-0.003366209
376.3798954,0.555177388,-0.00327006
376.3798954,0.562840116,-0.003161042
376.3798954,0.570502843,-0.003047494
376.3798954,0.57816557,-0.00293353
376.3798954,0.585828298,-0.002819173
376.3798954,0.593491025,-0.002704445
376.3798954,0.601153753,-0.002589371
376.3798954,0.60881648,-0.002473973
376.3798954,0.616479207,-0.002358273
376.3798954,0.624141935,-0.002242294
376.3798954,0.631804662,-0.00212606
376.3798954,0.639467389,-0.002009593
376.3798954,0.647130117,-0.001892917
376.3798954,0.654792844,-0.001776053
376.3798954,0.662455572,-0.001659026
376.3798954,0.670118299,-0.001541857
376.3798954,0.677781026,-0.00142457
376.3798954,0.685443754,-0.001307188
376.3798954,0.693106481,-0.001189733
376.3798954,0.700769209,-0.001072229
376.3798954,0.708431936,-0.000954698
376.3798954,0.716094663,-0.000837164
376.3798954,0.723757391,-0.000719648
376.3798954,0.731420118,-0.000602175
376.3798954,0.739082846,-0.000484766
376.3798954,0.746745573,-0.000367445
376.3798954,0.7544083,-0.000250235
376.3798954,0.762071028,-0.000133159
376.3798954,0.769733755,-1.62E-05
376.3798954,0.777396482,0.000100502
376.3798954,0.78505921,0.00021704
376.3798954,0.792721937,0.000333353
376.3798954,0.800384665,0.000449418
376.3798954,0.808047392,0.000565212
376.3798954,0.815710119,0.000680712
376.3798954,0.823372847,0.000795896
376.3798954,0.831035574,0.000910739
376.3798954,0.838698302,0.001025221
376.3798954,0.846361029,0.001139316
376.3798954,0.854023756,0.001253004
376.3798954,0.861686484,0.00136626
376.3798954,0.869349211,0.001479062
376.3798954,0.877011938,0.001591387
376.3798954,0.884674666,0.001703212
376.3798954,0.892337393,0.001814515
376.3798954,0.900000121,0.001925271
376.3798954,0.907662848,0.002035459
376.3798954,0.915325575,0.002145056
376.3798954,0.922988303,0.002254038
376.3798954,0.93065103,0.002362383
376.3798954,0.938313758,0.002470068
376.3798954,0.945976485,0.00257707
376.3798954,0.953639212,0.002683365
376.3798954,0.96130194,0.002788932
376.3798954,0.968964667,0.002893748
376.3798954,0.976627395,0.002997788
376.3798954,0.984290122,0.003101031
376.3798954,0.991952849,0.003203454
376.3798954,0.999615577,0.003305033
376.3798954,1.007278304,0.003405746
376.3798954,1.014941031,0.00350557
376.3798954,1.022603759,0.003604482
376.3798954,1.030266486,0.003702459
376.3798954,1.037929214,0.003799478
376.3798954,1.045591941,0.003895516
376.3798954,1.053254668,0.003990551
376.3798954,1.060917396,0.00408456
376.3798954,1.068580123,0.004177519
376.3798954,1.076242851,0.004269406
376.3798954,1.083905578,0.004360198
376.3798954,1.091568305,0.004449871
376.3798954,1.099231033,0.004538404
376.3798954,1.10689376,0.004625773
376.3798954,1.114556488,0.004711955
376.3798954,1.122219215,0.004796927
376.3798954,1.129881942,0.004880667
376.3798954,1.13754467,0.004963152
376.3798954,1.145207397,0.005044358
376.3798954,1.152870124,0.005124263
376.3798954,1.160532852,0.005202844
376.3798954,1.168195579,0.005280078
376.3798954,1.175858307,0.005355942
376.3798954,1.183521034,0.005430413
376.3798954,1.191183761,0.005503469
376.3798954,1.198846489,0.005575086
376.3798954,1.206509216,0.005645242
376.3798954,1.214171944,0.005713913
376.3798954,1.221834671,0.005781077
376.3798954,1.229497398,0.005846711
376.3798954,1.237160126,0.005910791
376.3798954,1.244822853,0.005973296
376.3798954,1.25248558,0.006034202
376.3798954,1.260148308,0.006093487
376.3798954,1.267811035,0.006151126
376.3798954,1.275473763,0.006207098
376.3798954,1.28313649,0.00626138
376.3798954,1.290799217,0.006313949
376.3798954,1.298461945,0.006364781
376.3798954,1.306124672,0.006413854
376.3798954,1.3137874,0.006461145
376.3798954,1.321450127,0.006506632
376.3798954,1.329112854,0.00655029
376.3798954,1.336775582,0.006592098
376.3798954,1.344438309,0.006632032
